codigo postal,lat,lon,poblacion,provincia,comunidad autonoma,prob_c,comarca2,provincia2,comunidad2,code2,prob_2
46178,-1013277210.0,39876033280,Alpuente,Valencia/València,Comunidad Valenciana,alpuente,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46036.0,alpuente
25286,1110904170.0,42634367670,Alt Àneu,Lleida,Cataluña,alt aneu,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,250241.0,alt aneu
25586,1110904170.0,42634367670,Alt Àneu,Lleida,Cataluña,alt aneu,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,250241.0,alt aneu
25587,1110904170.0,42634367670,Alt Àneu,Lleida,Cataluña,alt aneu,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,250241.0,alt aneu
25589,1110904170.0,42634367670,Alt Àneu,Lleida,Cataluña,alt aneu,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,250241.0,alt aneu
43893,1376510770.0,41141814750,Altafulla,Tarragona,Cataluña,altafulla,Tarragonès,Tarragona,Cataluña/ Catalunya,430120.0,altafulla
3590,-0.05144236,38598924970,Altea,Alicante/Alacant,Comunidad Valenciana,altea,La Marina Baixa,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3018.0,altea
3599,-0.05144236,38598924970,Altea,Alicante/Alacant,Comunidad Valenciana,altea,La Marina Baixa,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3018.0,altea
12410,-0.51064045,39850682140,Altura,Castellón/Castelló,Comunidad Valenciana,altura,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12012.0,altura
46268,-0.43554456,39149448320,Alzira,Valencia/València,Comunidad Valenciana,alzira,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46017.0,alzira
46600,-0.43554456,39149448320,Alzira,Valencia/València,Comunidad Valenciana,alzira,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46017.0,alzira
46792,-0.43554456,39149448320,Alzira,Valencia/València,Comunidad Valenciana,alzira,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46017.0,alzira
17170,2601807840.0,42010073580,Amer,Girona,Cataluña,amer,Selva,Gerona/Girona,Cataluña/ Catalunya,170078.0,amer
43549,0.57831025,40710388300,Amposta,Tarragona,Cataluña,amposta,Montsià,Tarragona,Cataluña/ Catalunya,430141.0,amposta
43870,0.57831025,40710388300,Amposta,Tarragona,Cataluña,amposta,Montsià,Tarragona,Cataluña/ Catalunya,430141.0,amposta
43879,0.57831025,40710388300,Amposta,Tarragona,Cataluña,amposta,Montsià,Tarragona,Cataluña/ Catalunya,430141.0,amposta
46170,-0.81348901,39835900840,Andilla,Valencia/València,Comunidad Valenciana,andilla,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46038.0,andilla
7150,2421667380.0,39576985670,Andratx,Illes Balears,Illes Balears,andratx,,,,,
7157,2421667380.0,39576985670,Andratx,Illes Balears,Illes Balears,andratx,,,,,
7159,2421667380.0,39576985670,Andratx,Illes Balears,Illes Balears,andratx,,,,,
7160,2421667380.0,39576985670,Andratx,Illes Balears,Illes Balears,andratx,,,,,
17160,2639292130.0,41956715370,Anglès,Girona,Cataluña,angles,La Sierra de Tramontana/ sa Serra de Tramuntana,Mallorca,Islas Baleares/ Illes balears,,andrach
25320,1081975500.0,41658925990,Anglesola,Lleida,Cataluña,anglesola,Selva,Gerona/Girona,Cataluña/ Catalunya,170084.0,angles
46820,-0.64427404,39021749840,Anna,Valencia/València,Comunidad Valenciana,anna,Urgell,Lerida/ Lleida,Cataluña/ Catalunya,250273.0,anglesola
46266,-0.59190021,39079413310,Antella,Valencia/València,Comunidad Valenciana,antella,La Canal de Navarrés,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46039.0,anna
12232,-0.48134427,40071156620,Arañuel,Castellón/Castelló,Comunidad Valenciana,aranuel,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46040.0,antella
46179,-1132814950.0,39924156100,Aras de los Olmos,Valencia/València,Comunidad Valenciana,aras de los olmos,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12013.0,aranuel
25140,0.92304973,41541753360,Arbeca,Lleida,Cataluña,arbeca,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46041.0,aras de los olmos
43365,0.94876764,41242594050,Arbolí,Tarragona,Cataluña,arboli,Baix Penedès,Tarragona,Cataluña/ Catalunya,430167.0,arboc l
17401,2513669630.0,41816088800,Arbúcies,Girona,Cataluña,arbucies,Baix Camp,Tarragona,Cataluña/ Catalunya,430154.0,arboli
17402,2513669630.0,41816088800,Arbúcies,Girona,Cataluña,arbucies,Baix Camp,Tarragona,Cataluña/ Catalunya,430154.0,arboli
8350,2549538670.0,41580556650,Arenys de Mar,Barcelona,Cataluña,arenys de mar,Selva,Gerona/Girona,Cataluña/ Catalunya,170097.0,arbucies
8350,2539859480.0,41609089140,Arenys de Munt,Barcelona,Cataluña,arenys de munt,Maresme,Barcelona,Cataluña/ Catalunya,80060.0,arenys de mar
8358,2539859480.0,41609089140,Arenys de Munt,Barcelona,Cataluña,arenys de munt,Maresme,Barcelona,Cataluña/ Catalunya,80060.0,arenys de mar
12165,-0.13128445,40456510860,Ares del Maestrat,Castellón/Castelló,Comunidad Valenciana,ares del maestrat,Maresme,Barcelona,Cataluña/ Catalunya,80076.0,arenys de munt
17853,2641948560.0,42213077920,Argelaguer,Girona,Cataluña,argelaguer,L'Alt Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12014.0,ares del maestrat
12230,-0.35031484,40053926820,Argelita,Castellón/Castelló,Comunidad Valenciana,argelita,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,170101.0,argelaguer
8717,1443490930.0,41597666950,Argençola,Barcelona,Cataluña,argencola,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12015.0,argelita
8310,2400733040.0,41554146050,Argentona,Barcelona,Cataluña,argentona,Baix Camp,Tarragona,Cataluña/ Catalunya,430173.0,argentera l
7259,3111964020.0,39650163060,Ariany,Illes Balears,Illes Balears,ariany,El Llano de Mallorca/ es Pla de Mallorca,Mallorca,Islas Baleares/ Illes balears,,ariany
7529,3111964020.0,39650163060,Ariany,Illes Balears,Illes Balears,ariany,El Llano de Mallorca/ es Pla de Mallorca,Mallorca,Islas Baleares/ Illes balears,,ariany
43597,0.26106031,40910083470,Arnes,Tarragona,Cataluña,arnes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170118.0,armentera l
25551,0.70982318,42756459930,Arres,Lleida,Cataluña,arres,Terra Alta,Tarragona,Cataluña/ Catalunya,430189.0,arnes
25722,1584072170.0,42350671870,Arsèguel,Lleida,Cataluña,arseguel,Aran,Lerida/ Lleida,Cataluña/ Catalunya,250313.0,arres
7570,3354204780.0,39695961800,Artà,Illes Balears,Illes Balears,arta,Alt Urgell,Lerida/ Lleida,Cataluña/ Catalunya,250328.0,arseguel
7579,3354204780.0,39695961800,Artà,Illes Balears,Illes Balears,arta,Alt Urgell,Lerida/ Lleida,Cataluña/ Catalunya,250328.0,arseguel
12527,-0.25684102,39891311180,Artana,Castellón/Castelló,Comunidad Valenciana,artana,El Levante de Mallorca/ es Llevant de Mallorca,Mallorca,Islas Baleares/ Illes balears,,arta
8271,1951028660.0,41799633000,Artés,Barcelona,Cataluña,artes,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12016.0,artana
25150,0.70439548,41551762430,Artesa de Lleida,Lleida,Cataluña,artesa de lleida,Bages,Barcelona,Cataluña/ Catalunya,80109.0,artes
25730,1047886570.0,41896345320,Artesa de Segre,Lleida,Cataluña,artesa de segre,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,250334.0,artesa de lleida
25736,1047886570.0,41896345320,Artesa de Segre,Lleida,Cataluña,artesa de segre,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,250334.0,artesa de lleida
25737,1047886570.0,41896345320,Artesa de Segre,Lleida,Cataluña,artesa de segre,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,250334.0,artesa de lleida
25738,1047886570.0,41896345320,Artesa de Segre,Lleida,Cataluña,artesa de segre,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,250334.0,artesa de lleida
25739,1047886570.0,41896345320,Artesa de Segre,Lleida,Cataluña,artesa de segre,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,250334.0,artesa de lleida
43791,0.56756835,41180228010,Ascó,Tarragona,Cataluña,asco,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,250349.0,artesa de segre
25151,0.67233539,41495611040,Aspa,Lleida,Cataluña,aspa,Ribera d'Ebre,Tarragona,Cataluña/ Catalunya,430192.0,asco
3680,-0.76849107,38345772660,Aspe,Alicante/Alacant,Comunidad Valenciana,aspe,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,250365.0,aspa
46869,-0.49685641,38835673250,Atzeneta d'Albaida,Valencia/València,Comunidad Valenciana,atzeneta dalbaida,El Vinalopó Mitjà / El Vinalopó Medio,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3019.0,aspe
12132,-0.17021314,40216620590,Atzeneta del Maestrat,Castellón/Castelló,Comunidad Valenciana,atzeneta del maestrat,La Vall d'Albaida,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46003.0,atzeneta dalbaida
12133,-0.17021314,40216620590,Atzeneta del Maestrat,Castellón/Castelló,Comunidad Valenciana,atzeneta del maestrat,La Vall d'Albaida,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46003.0,atzeneta dalbaida
8610,1825107580.0,42075239660,Avià,Barcelona,Cataluña,avia,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,250371.0,avellanes i santa linya les
8699,1825107580.0,42075239660,Avià,Barcelona,Cataluña,avia,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,250371.0,avellanes i santa linya les
8279,1971217830.0,41863394330,Avinyó,Barcelona,Cataluña,avinyo,Berguedà,Barcelona,Cataluña/ Catalunya,80116.0,avia
17742,2914394020.0,42249645660,Avinyonet de Puigventós,Girona,Cataluña,avinyonet de puigventos,Bages,Barcelona,Cataluña/ Catalunya,80121.0,avinyo
8731,1776929520.0,41361538440,Avinyonet del Penedès,Barcelona,Cataluña,avinyonet del penedes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170123.0,avinyonet de puigventos
8734,1776929520.0,41361538440,Avinyonet del Penedès,Barcelona,Cataluña,avinyonet del penedes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170123.0,avinyonet de puigventos
8793,1776929520.0,41361538440,Avinyonet del Penedès,Barcelona,Cataluña,avinyonet del penedes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170123.0,avinyonet de puigventos
8798,1776929520.0,41361538440,Avinyonet del Penedès,Barcelona,Cataluña,avinyonet del penedes,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170123.0,avinyonet de puigventos
12224,-0.37573917,39999565870,Ayódar,Castellón/Castelló,Comunidad Valenciana,ayodar,Alt Penedès,Barcelona,Cataluña/ Catalunya,80137.0,avinyonet del penedes
46620,-1056084540.0,39059797560,Ayora,Valencia/València,Comunidad Valenciana,ayora,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12017.0,ayodar
12490,-0.3699964,39834929220,Azuébar,Castellón/Castelló,Comunidad Valenciana,azuebar,El Valle de Cofrentes-Ayora,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46044.0,ayora
8911,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8912,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8913,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8914,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8915,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8916,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8917,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8918,2246253680.0,41452624810,Badalona,Barcelona,Cataluña,badalona,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12018.0,azuebar
8214,2114655400.0,41507740590,Badia del Vallès,Barcelona,Cataluña,badia del valles,Barcelonès,Barcelona,Cataluña/ Catalunya,80155.0,badalona
8695,1861896640.0,42252700530,Bagà,Barcelona,Cataluña,baga,Vallès Occidental,Barcelona,Cataluña/ Catalunya,89045.0,badia del valles
25217,1066963440.0,42321994210,Baix Pallars,Lleida,Cataluña,baix pallars,Berguedà,Barcelona,Cataluña/ Catalunya,80168.0,baga
25513,1066963440.0,42321994210,Baix Pallars,Lleida,Cataluña,baix pallars,Berguedà,Barcelona,Cataluña/ Catalunya,80168.0,baga
25590,1066963440.0,42321994210,Baix Pallars,Lleida,Cataluña,baix pallars,Berguedà,Barcelona,Cataluña/ Catalunya,80168.0,baga
25591,1066963440.0,42321994210,Baix Pallars,Lleida,Cataluña,baix pallars,Berguedà,Barcelona,Cataluña/ Catalunya,80168.0,baga
25592,1066963440.0,42321994210,Baix Pallars,Lleida,Cataluña,baix pallars,Berguedà,Barcelona,Cataluña/ Catalunya,80168.0,baga
25600,0.80457795,41791522870,Balaguer,Lleida,Cataluña,balaguer,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,250390.0,baix pallars
8550,2233556250.0,41814194020,Balenyà,Barcelona,Cataluña,balenya,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,250404.0,balaguer
3812,-0.34237388,38737010390,Balones,Alicante/Alacant,Comunidad Valenciana,balones,Osona,Barcelona,Cataluña/ Catalunya,80174.0,balenya
8660,1877600630.0,41863229490,Balsareny,Barcelona,Cataluña,balsareny,El Comtat,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3020.0,balones
7190,2514045440.0,39687252340,Banyalbufar,Illes Balears,Illes Balears,banyalbufar,,,,,
7191,2514045440.0,39687252340,Banyalbufar,Illes Balears,Illes Balears,banyalbufar,,,,,
3450,-0.65685684,38716359020,Banyeres de Mariola,Alicante/Alacant,Comunidad Valenciana,banyeres de mariola,Bages,Barcelona,Cataluña/ Catalunya,80180.0,balsareny
43711,1580248830.0,41280112640,Banyeres del Penedès,Tarragona,Cataluña,banyeres del penedes,L'Alcoià,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3021.0,banyeres de mariola
43715,1580248830.0,41280112640,Banyeres del Penedès,Tarragona,Cataluña,banyeres del penedes,L'Alcoià,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3021.0,banyeres de mariola
17820,2769469900.0,42120591370,Banyoles,Girona,Cataluña,banyoles,Baix Penedès,Tarragona,Cataluña/ Catalunya,430206.0,banyeres del penedes
25262,1018492030.0,41678852000,Barbens,Lleida,Cataluña,barbens,Pla de l'Estany,Gerona/Girona,Cataluña/ Catalunya,170157.0,banyoles
43422,1229086670.0,41410636550,Barberà de la Conca,Tarragona,Cataluña,barbera de la conca,Pla d'Urgell,Lerida/ Lleida,Cataluña/ Catalunya,250411.0,barbens
43429,1229086670.0,41410636550,Barberà de la Conca,Tarragona,Cataluña,barbera de la conca,Pla d'Urgell,Lerida/ Lleida,Cataluña/ Catalunya,250411.0,barbens
43442,1229086670.0,41410636550,Barberà de la Conca,Tarragona,Cataluña,barbera de la conca,Pla d'Urgell,Lerida/ Lleida,Cataluña/ Catalunya,250411.0,barbens
8210,2126594240.0,41517253390,Barberà del Vallès,Barcelona,Cataluña,barbera del valles,Conca de Barberà,Tarragona,Cataluña/ Catalunya,430213.0,barbera de la conca
8001,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8002,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8003,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8004,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8005,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8006,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8007,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8008,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8009,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8010,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8011,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8012,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8013,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8014,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8015,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8016,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8017,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8018,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8019,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8020,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8021,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8022,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8023,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8024,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8025,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8026,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8027,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8028,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8029,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
8030,2176349270.0,41384246640,Barcelona,Barcelona,Cataluña,barcelona,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82520.0,barbera del valles
