media,pdf_link,Text,zipcode
7DIESACTUALITAT.COM,https://www.ojdinteractiva.es/muestra_acta/medios-digitales/9263/10/2024/,"http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7DIESACTUALITAT.COM
INFORMACION Y CONTROL DE PUBLICACIONES, S.A.
Velázquez, 46, 1º Drcha - Tel. 91 435 00 32 Fax 91 435 96 05 - 28001 - MADRID
Av. Diagonal 497, 5a planta - Tel 93 439 24 18 Fax 93 419 25 34 - 08029 - BARCELONA
Título: 7DIESACTUALITAT.COM
URL Primaria: https://7diesactualitat.com
Editor: Artes Gráficas Castell Impresores, S.L.
Domicilio: Calle Dr Fleming, 6 bajos
Ciudad: 12500 Vinaròs
Teléfono:
Fax:
E-mail:
Clasificación: Noticias e Información
Sub-Clasificación: Noticias globales y actualidad
1. Cifras totales y promedios (Nacional e Internacional)
MES - AÑO NAVEGADORES UNICOS VISITAS PAGINAS
Octubre - 2024 2.469 3.126 4.962
PROMEDIO DIARIO 93 101 160
PROMEDIO LUNES-VIERNES 101 110 176
PROMEDIO SABADO-DOMINGO 70 75 114
PAGINAS / VISITAS 1,59
DURACION MEDIA VISITAS 0:01:28
TIEMPO INTERACCIÓN MEDIO 0:00:36
2. Secciones (Nacional e Internacional)
PAGINAS %
HOME 738 14.87 %
RESTO 4.224 85.13 %
3. Por día del mes (Nacional e Internacional)
Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas
1 105 117 251 11 50 56 93 21 224 243 367
2 93 100 130 12 60 61 86 22 100 106 215
3 70 74 138 13 118 123 159 23 68 73 110
4 60 66 92 14 168 176 281 24 81 91 186
5 50 52 102 15 112 115 161 25 105 122 217
6 43 52 81 16 76 85 165 26 73 82 109
7 75 90 169 17 173 177 254 27 72 79 157
8 97 111 160 18 210 222 295 28 84 94 197
9 74 82 114 19 77 83 112 29 60 67 98
10 65 70 131 20 67 71 107 30 69 81 103
31 101 105 122
© Copyright Información y Control de Publicaciones 1http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7DIESACTUALITAT.COM
4. Gráficas (Nacional e Internacional)
4.1 Por día de la semana (promedio)
N. únicos / Visitas (x 100) Páginas (x 100)
4.2 Por franja horaria (promedio)
Visitas__ (x 1000) Páginas (x 1000)
4.3 Por meses
N. únicos / Visitas (x 1000) Páginas (x 1000)
© Copyright Información y Control de Publicaciones 2http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7DIESACTUALITAT.COM
INFORMACION Y CONTROL DE PUBLICACIONES, S.A.
Velázquez, 46, 1º Drcha - Tel. 91 435 00 32 Fax 91 435 96 05 - 28001 - MADRID
Av. Diagonal 497, 5a planta - Tel 93 439 24 18 Fax 93 419 25 34 - 08029 - BARCELONA
Anexo - Tráfico Nacional
Título: 7DIESACTUALITAT.COM
URL Primaria: https://7diesactualitat.com
Editor: Artes Gráficas Castell Impresores, S.L.
Domicilio: Calle Dr Fleming, 6 bajos
Ciudad: 12500 Vinaròs
Teléfono:
Fax:
E-mail:
Clasificación: Noticias e Información
Sub-Clasificación: Noticias globales y actualidad
1. Cifras totales y promedios (Nacional)
MES - AÑO NAVEGADORES UNICOS VISITAS PAGINAS
Octubre - 2024 2.230 2.845 4.650
PROMEDIO DIARIO 85 92 150
PROMEDIO LUNES-VIERNES 92 100 165
PROMEDIO SABADO-DOMINGO 64 69 108
PAGINAS / VISITAS 1,63
DURACION MEDIA VISITAS 0:01:28
TIEMPO INTERACCIÓN MEDIO 0:00:38
2. Secciones (Nacional)
PAGINAS %
HOME 704 15.14 %
RESTO 3.946 84.86 %
3. Por día del mes (Nacional)
Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas
1 94 104 235 11 42 47 81 21 220 239 363
2 83 89 117 12 58 59 84 22 94 100 209
3 62 66 127 13 109 114 148 23 60 64 100
4 51 56 82 14 163 171 275 24 74 84 178
5 46 48 98 15 104 106 152 25 100 117 212
6 38 47 76 16 62 70 149 26 66 74 101
7 68 83 160 17 159 163 241 27 65 71 150
8 87 100 150 18 199 210 283 28 68 77 178
9 63 71 100 19 69 75 103 29 56 63 91
10 52 55 116 20 63 66 101 30 58 67 87
31 87 89 103
© Copyright Información y Control de Publicaciones 3http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7DIESACTUALITAT.COM
4. Gráficas (Nacional)
4.1 Por día de la semana (promedio)
N. únicos / Visitas (x 100) Páginas (x 100)
4.2 Por franja horaria (promedio)
Visitas__ (x 1000) Páginas (x 1000)
4.3 Por meses
N. únicos / Visitas (x 1000) Páginas (x 1000)
© Copyright Información y Control de Publicaciones 4http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7DIESACTUALITAT.COM
5. Observaciones
Este Medio Electrónico de Comunicación ha sido medido por la herramienta Google Analytics de Google (GA4).
6. Definiciones básicas (Para más información ver Normas Técnicas para el Control de los Medios
Electrónicos de Comunicación)
Página Vista:
Conjunto de ficheros enviado a un usuario como resultado de una petición del mismo recibida por el servidor. Cuando la
página está formada por varios marcos (frames), el conjunto de los mismos tendrá, a efectos de cómptuo, la consideración de
una página unitaria.
Visita:
Una secuencia ininterrumpida de páginas servidas a un usuario válido. Si dicho usuario no realiza peticiones de páginas en
un periodo de tiempo (30 min) la siguiente petición constituirá el inicio de una nueva visita.
Navegador Único:
Total de combinaciones únicas de una dirección IP y un identificador adicional. Los medios pueden utilizar cookies o el
Identificador de Alta de registro.
Duración Página Vista:
Tiempo acumulado en segundos de todas las páginas vistas (en visitas de dos o más páginas vistas), dividido por el número
total de páginas vistas.
Duración Visita:
Tiempo en segundos de todas las visitas de dos o más páginas vistas, dividido por el número total de visitas de dos o más
páginas vistas.
Tráfico nacional:
Audiencia/difusión correspondiente a España medida en base a los datos de las direcciones IP registradas por el sistema de
medición.
7. Opinión
De OJDinteractiva, la división de INFORMACIóN Y CONTROL DE PUBLICACIONES S.A.:
Hemos examinado la información facilitada por el editor del medio electrónico para el periodo que comprende la
presente certificación.
Nuestro examen se ha realizado de acuerdo con las normas y procedimientos establecidos en las Normas Técnicas para
el Control de los Medios Electrónicos de Comunicación.
En nuestra opinión, la presente acta presenta razonablemente la difusión/audiencia registrada por este medio
electrónico.
ADVERTENCIA:
El trabajo de OJDinteractiva, la división de INFORMACIóN Y CONTROL DE PUBLICACIONES S.A (INTROL) se limita a la realización de pruebas para la revisión de los datos de
recuento suministrados por el editor con la finalidad de expresar una opinión sobre la razonabilidad de dichos datos de acuerdo con las Normas Técnicas para el control de
los MEC.
Por tanto, INTROL no acepta responsabilidad alguna por las inexactitudes o errores que puedan existir en los datos de recuento. Tampoco acepta ninguna responsabilidad
por la falsedad en los datos de recuento recibidos del editor, ni por otros datos de medición que no están incluidos en el análisis.
Noviembre - 2024 OJDinteractiva
© Copyright Información y Control de Publicaciones 5",12500
7TELEVALENCIA.COM,https://www.ojdinteractiva.es/muestra_acta/medios-digitales/9167/10/2024/,"http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7TELEVALENCIA.COM
INFORMACION Y CONTROL DE PUBLICACIONES, S.A.
Velázquez, 46, 1º Drcha - Tel. 91 435 00 32 Fax 91 435 96 05 - 28001 - MADRID
Av. Diagonal 497, 5a planta - Tel 93 439 24 18 Fax 93 419 25 34 - 08029 - BARCELONA
Título: 7TELEVALENCIA.COM
URL Primaria: https://7televalencia.com
Editor: Radio Difusión Torre, S.L.
Domicilio: Ciudad de Eibar, 4
Ciudad: 46988 Paterna
Teléfono:
Fax:
E-mail:
Clasificación: Noticias e Información
Sub-Clasificación: Noticias globales y actualidad
1. Cifras totales y promedios (Nacional e Internacional)
MES - AÑO NAVEGADORES UNICOS VISITAS PAGINAS
Octubre - 2024 268.722 373.304 451.713
PROMEDIO DIARIO 10.408 12.042 14.571
PROMEDIO LUNES-VIERNES 12.114 14.072 16.853
PROMEDIO SABADO-DOMINGO 5.505 6.205 8.013
PAGINAS / VISITAS 1,21
DURACION MEDIA VISITAS 0:01:21
TIEMPO INTERACCIÓN MEDIO 0:00:35
2. Secciones (Nacional e Internacional)
PAGINAS %
HOME 11.749 2.60 %
RESTO 439.964 97.40 %
3. Por día del mes (Nacional e Internacional)
Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas
1 7.039 7.644 8.840 11 9.101 10.901 20.487 21 5.345 6.507 7.722
2 17.274 19.030 21.131 12 5.051 5.871 10.745 22 5.633 6.713 7.497
3 10.152 10.972 13.293 13 5.107 5.880 11.145 23 3.962 4.786 5.218
4 11.110 12.613 14.862 14 12.206 14.713 19.901 24 5.035 6.124 6.808
5 4.410 4.832 5.422 15 6.523 7.675 9.464 25 5.034 5.711 6.316
6 10.107 10.667 12.172 16 4.784 5.639 6.242 26 4.320 4.897 5.296
7 5.955 6.528 7.491 17 6.071 7.250 8.078 27 6.196 7.400 8.245
8 6.689 7.472 8.948 18 7.226 8.411 9.491 28 8.199 9.806 10.701
9 10.899 11.788 14.306 19 4.559 5.197 5.710 29 40.293 49.334 59.943
10 4.157 4.724 5.435 20 4.290 4.899 5.367 30 58.821 68.979 77.772
31 27.115 30.341 37.665
© Copyright Información y Control de Publicaciones 1http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7TELEVALENCIA.COM
4. Gráficas (Nacional e Internacional)
4.1 Por día de la semana (promedio)
N. únicos / Visitas (x 100) Páginas (x 100)
4.2 Por franja horaria (promedio)
Visitas__ (x 1000) Páginas (x 1000)
4.3 Por meses
N. únicos / Visitas (x 1000) Páginas (x 1000)
© Copyright Información y Control de Publicaciones 2http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7TELEVALENCIA.COM
INFORMACION Y CONTROL DE PUBLICACIONES, S.A.
Velázquez, 46, 1º Drcha - Tel. 91 435 00 32 Fax 91 435 96 05 - 28001 - MADRID
Av. Diagonal 497, 5a planta - Tel 93 439 24 18 Fax 93 419 25 34 - 08029 - BARCELONA
Anexo - Tráfico Nacional
Título: 7TELEVALENCIA.COM
URL Primaria: https://7televalencia.com
Editor: Radio Difusión Torre, S.L.
Domicilio: Ciudad de Eibar, 4
Ciudad: 46988 Paterna
Teléfono:
Fax:
E-mail:
Clasificación: Noticias e Información
Sub-Clasificación: Noticias globales y actualidad
1. Cifras totales y promedios (Nacional)
MES - AÑO NAVEGADORES UNICOS VISITAS PAGINAS
Octubre - 2024 252.688 351.305 423.987
PROMEDIO DIARIO 9.832 11.332 13.677
PROMEDIO LUNES-VIERNES 11.439 13.229 15.772
PROMEDIO SABADO-DOMINGO 5.214 5.879 7.653
PAGINAS / VISITAS 1,21
DURACION MEDIA VISITAS 0:01:20
TIEMPO INTERACCIÓN MEDIO 0:00:35
2. Secciones (Nacional)
PAGINAS %
HOME 9.557 2.25 %
RESTO 414.430 97.75 %
3. Por día del mes (Nacional)
Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas
1 6.813 7.387 8.609 11 8.868 10.606 20.181 21 5.042 6.196 7.327
2 17.033 18.747 20.760 12 4.785 5.523 10.424 22 5.375 6.446 7.178
3 9.801 10.632 12.907 13 4.861 5.613 10.840 23 3.689 4.453 4.893
4 10.568 11.981 14.166 14 11.756 14.106 19.276 24 4.642 5.671 6.317
5 4.198 4.582 5.161 15 6.154 7.283 8.961 25 4.755 5.379 5.973
6 9.717 10.319 11.666 16 4.520 5.341 5.920 26 4.113 4.646 5.017
7 5.691 6.237 7.166 17 5.745 6.820 7.613 27 5.883 7.086 7.877
8 6.350 7.089 8.474 18 6.793 7.924 8.942 28 7.868 9.440 10.309
9 10.475 11.324 13.658 19 4.159 4.735 5.218 29 38.230 46.785 56.280
10 3.898 4.447 5.053 20 3.995 4.527 5.018 30 54.318 62.697 69.468
31 24.710 27.283 33.335
© Copyright Información y Control de Publicaciones 3http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7TELEVALENCIA.COM
4. Gráficas (Nacional)
4.1 Por día de la semana (promedio)
N. únicos / Visitas (x 100) Páginas (x 100)
4.2 Por franja horaria (promedio)
Visitas__ (x 1000) Páginas (x 1000)
4.3 Por meses
N. únicos / Visitas (x 1000) Páginas (x 1000)
© Copyright Información y Control de Publicaciones 4http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL 7TELEVALENCIA.COM
5. Observaciones
Este Medio Electrónico de Comunicación ha sido medido por la herramienta Google Analytics de Google (GA4).
6. Definiciones básicas (Para más información ver Normas Técnicas para el Control de los Medios
Electrónicos de Comunicación)
Página Vista:
Conjunto de ficheros enviado a un usuario como resultado de una petición del mismo recibida por el servidor. Cuando la
página está formada por varios marcos (frames), el conjunto de los mismos tendrá, a efectos de cómptuo, la consideración de
una página unitaria.
Visita:
Una secuencia ininterrumpida de páginas servidas a un usuario válido. Si dicho usuario no realiza peticiones de páginas en
un periodo de tiempo (30 min) la siguiente petición constituirá el inicio de una nueva visita.
Navegador Único:
Total de combinaciones únicas de una dirección IP y un identificador adicional. Los medios pueden utilizar cookies o el
Identificador de Alta de registro.
Duración Página Vista:
Tiempo acumulado en segundos de todas las páginas vistas (en visitas de dos o más páginas vistas), dividido por el número
total de páginas vistas.
Duración Visita:
Tiempo en segundos de todas las visitas de dos o más páginas vistas, dividido por el número total de visitas de dos o más
páginas vistas.
Tráfico nacional:
Audiencia/difusión correspondiente a España medida en base a los datos de las direcciones IP registradas por el sistema de
medición.
7. Opinión
De OJDinteractiva, la división de INFORMACIóN Y CONTROL DE PUBLICACIONES S.A.:
Hemos examinado la información facilitada por el editor del medio electrónico para el periodo que comprende la
presente certificación.
Nuestro examen se ha realizado de acuerdo con las normas y procedimientos establecidos en las Normas Técnicas para
el Control de los Medios Electrónicos de Comunicación.
En nuestra opinión, la presente acta presenta razonablemente la difusión/audiencia registrada por este medio
electrónico.
ADVERTENCIA:
El trabajo de OJDinteractiva, la división de INFORMACIóN Y CONTROL DE PUBLICACIONES S.A (INTROL) se limita a la realización de pruebas para la revisión de los datos de
recuento suministrados por el editor con la finalidad de expresar una opinión sobre la razonabilidad de dichos datos de acuerdo con las Normas Técnicas para el control de
los MEC.
Por tanto, INTROL no acepta responsabilidad alguna por las inexactitudes o errores que puedan existir en los datos de recuento. Tampoco acepta ninguna responsabilidad
por la falsedad en los datos de recuento recibidos del editor, ni por otros datos de medición que no están incluidos en el análisis.
Noviembre - 2024 OJDinteractiva
© Copyright Información y Control de Publicaciones 5",46988
ACTUALIDADCASTELLON.COM,https://www.ojdinteractiva.es/muestra_acta/medios-digitales/10407/10/2024/,"http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL ACTUALIDADCASTELLON.COM
INFORMACION Y CONTROL DE PUBLICACIONES, S.A.
Velázquez, 46, 1º Drcha - Tel. 91 435 00 32 Fax 91 435 96 05 - 28001 - MADRID
Av. Diagonal 497, 5a planta - Tel 93 439 24 18 Fax 93 419 25 34 - 08029 - BARCELONA
Título: ACTUALIDADCASTELLON.COM
URL Primaria: https://actualidadcastellon.com
Editor: Real de A8 Comunicación, S.L.
Domicilio: Calle Marqués de Campo nº 13
Ciudad: 46007 VALENCIA
Teléfono:
Fax:
E-mail:
Clasificación: Noticias e Información
Sub-Clasificación: Noticias globales y actualidad
1. Cifras totales y promedios (Nacional e Internacional)
MES - AÑO NAVEGADORES UNICOS VISITAS PAGINAS
Octubre - 2024 14.220 17.334 17.941
PROMEDIO DIARIO 516 559 579
PROMEDIO LUNES-VIERNES 453 498 538
PROMEDIO SABADO-DOMINGO 697 735 697
PAGINAS / VISITAS 1,04
DURACION MEDIA VISITAS 0:01:22
TIEMPO INTERACCIÓN MEDIO 0:00:32
2. Secciones (Nacional e Internacional)
PAGINAS %
HOME 1.037 5.78 %
RESTO 16.904 94.22 %
3. Por día del mes (Nacional e Internacional)
Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas
1 307 348 378 11 272 292 289 21 617 649 605
2 333 374 385 12 190 203 201 22 473 514 548
3 215 235 257 13 611 648 563 23 394 420 415
4 285 299 295 14 361 384 405 24 370 403 413
5 213 226 232 15 277 307 337 25 360 398 406
6 160 171 162 16 460 505 512 26 400 423 440
7 237 259 284 17 244 297 358 27 622 661 690
8 183 202 219 18 319 359 408 28 1.397 1.590 2.113
9 319 341 316 19 563 593 577 29 352 383 388
10 149 170 209 20 2.820 2.957 2.708 30 639 707 770
31 1.851 2.016 2.058
© Copyright Información y Control de Publicaciones 1http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL ACTUALIDADCASTELLON.COM
4. Gráficas (Nacional e Internacional)
4.1 Por día de la semana (promedio)
N. únicos / Visitas (x 100) Páginas (x 100)
4.2 Por franja horaria (promedio)
Visitas__ (x 1000) Páginas (x 1000)
4.3 Por meses
N. únicos / Visitas (x 1000) Páginas (x 1000)
© Copyright Información y Control de Publicaciones 2http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL ACTUALIDADCASTELLON.COM
INFORMACION Y CONTROL DE PUBLICACIONES, S.A.
Velázquez, 46, 1º Drcha - Tel. 91 435 00 32 Fax 91 435 96 05 - 28001 - MADRID
Av. Diagonal 497, 5a planta - Tel 93 439 24 18 Fax 93 419 25 34 - 08029 - BARCELONA
Anexo - Tráfico Nacional
Título: ACTUALIDADCASTELLON.COM
URL Primaria: https://actualidadcastellon.com
Editor: Real de A8 Comunicación, S.L.
Domicilio: Calle Marqués de Campo nº 13
Ciudad: 46007 VALENCIA
Teléfono:
Fax:
E-mail:
Clasificación: Noticias e Información
Sub-Clasificación: Noticias globales y actualidad
1. Cifras totales y promedios (Nacional)
MES - AÑO NAVEGADORES UNICOS VISITAS PAGINAS
Octubre - 2024 13.681 16.699 17.332
PROMEDIO DIARIO 496 539 559
PROMEDIO LUNES-VIERNES 431 475 515
PROMEDIO SABADO-DOMINGO 685 722 685
PAGINAS / VISITAS 1,04
DURACION MEDIA VISITAS 0:01:23
TIEMPO INTERACCIÓN MEDIO 0:00:32
2. Secciones (Nacional)
PAGINAS %
HOME 999 5.76 %
RESTO 16.333 94.24 %
3. Por día del mes (Nacional)
Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas Día N. únicos Visitas Páginas
1 250 289 302 11 262 282 280 21 600 632 593
2 320 359 372 12 186 199 198 22 462 503 540
3 208 228 250 13 591 626 543 23 379 404 402
4 281 295 291 14 356 379 399 24 364 397 409
5 200 213 222 15 271 300 330 25 354 391 399
6 157 167 158 16 449 493 504 26 391 414 433
7 227 248 271 17 235 288 350 27 610 649 680
8 173 192 211 18 302 341 390 28 1.377 1.570 2.095
9 308 330 308 19 556 585 571 29 338 368 372
10 143 164 204 20 2.787 2.922 2.678 30 593 660 721
31 1.655 1.811 1.856
© Copyright Información y Control de Publicaciones 3http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL ACTUALIDADCASTELLON.COM
4. Gráficas (Nacional)
4.1 Por día de la semana (promedio)
N. únicos / Visitas (x 100) Páginas (x 100)
4.2 Por franja horaria (promedio)
Visitas__ (x 1000) Páginas (x 1000)
4.3 Por meses
N. únicos / Visitas (x 1000) Páginas (x 1000)
© Copyright Información y Control de Publicaciones 4http://www.ojdinteractiva.es Octubre - 2024
ACTA DE CONTROL ACTUALIDADCASTELLON.COM
5. Observaciones
Este Medio Electrónico de Comunicación ha sido medido por la herramienta Google Analytics de Google (GA4).
6. Definiciones básicas (Para más información ver Normas Técnicas para el Control de los Medios
Electrónicos de Comunicación)
Página Vista:
Conjunto de ficheros enviado a un usuario como resultado de una petición del mismo recibida por el servidor. Cuando la
página está formada por varios marcos (frames), el conjunto de los mismos tendrá, a efectos de cómptuo, la consideración de
una página unitaria.
Visita:
Una secuencia ininterrumpida de páginas servidas a un usuario válido. Si dicho usuario no realiza peticiones de páginas en
un periodo de tiempo (30 min) la siguiente petición constituirá el inicio de una nueva visita.
Navegador Único:
Total de combinaciones únicas de una dirección IP y un identificador adicional. Los medios pueden utilizar cookies o el
Identificador de Alta de registro.
Duración Página Vista:
Tiempo acumulado en segundos de todas las páginas vistas (en visitas de dos o más páginas vistas), dividido por el número
total de páginas vistas.
Duración Visita:
Tiempo en segundos de todas las visitas de dos o más páginas vistas, dividido por el número total de visitas de dos o más
páginas vistas.
Tráfico nacional:
Audiencia/difusión correspondiente a España medida en base a los datos de las direcciones IP registradas por el sistema de
medición.
7. Opinión
De OJDinteractiva, la división de INFORMACIóN Y CONTROL DE PUBLICACIONES S.A.:
Hemos examinado la información facilitada por el editor del medio electrónico para el periodo que comprende la
presente certificación.
Nuestro examen se ha realizado de acuerdo con las normas y procedimientos establecidos en las Normas Técnicas para
el Control de los Medios Electrónicos de Comunicación.
En nuestra opinión, la presente acta presenta razonablemente la difusión/audiencia registrada por este medio
electrónico.
ADVERTENCIA:
El trabajo de OJDinteractiva, la división de INFORMACIóN Y CONTROL DE PUBLICACIONES S.A (INTROL) se limita a la realización de pruebas para la revisión de los datos de
recuento suministrados por el editor con la finalidad de expresar una opinión sobre la razonabilidad de dichos datos de acuerdo con las Normas Técnicas para el control de
los MEC.
Por tanto, INTROL no acepta responsabilidad alguna por las inexactitudes o errores que puedan existir en los datos de recuento. Tampoco acepta ninguna responsabilidad
por la falsedad en los datos de recuento recibidos del editor, ni por otros datos de medición que no están incluidos en el análisis.
Noviembre - 2024 OJDinteractiva
© Copyright Información y Control de Publicaciones 5",46007
