media,zipcode,visits_data
APUNTMENORCA.COM,7701.0,"{'browser_uniques': {'1_Month': '10.303', 'daily_avg': '404', 'mon_fri_avg': '405', 'sat_sun_avg': '401', 'pages_per_visit': '1,55', 'avg_visit_duration': '0:02:38', 'avg_interaction_time': '0:01:19'}, 'visits': {'1_Month': '14.290', 'daily_avg': '461', 'mon_fri_avg': '463', 'sat_sun_avg': '455'}, 'pages': {'1_Month': '22.111', 'daily_avg': '713', 'mon_fri_avg': '738', 'sat_sun_avg': '643'}}"
ARA.CAT - ARABALEARS.CAT,8015.0,"{'browser_uniques': {'1_Month': '197.683', 'daily_avg': '11.467', 'mon_fri_avg': '11.922', 'sat_sun_avg': '10.161', 'pages_per_visit': '1,32', 'avg_visit_duration': '0:01:42', 'avg_interaction_time': '0:01:40'}, 'visits': {'1_Month': '402.111', 'daily_avg': '12.971', 'mon_fri_avg': '13.508', 'sat_sun_avg': '11.429'}, 'pages': {'1_Month': '532.586', 'daily_avg': '17.180', 'mon_fri_avg': '17.899', 'sat_sun_avg': '15.114'}}"
ARTSMALLORCA.COM,7184.0,"{'browser_uniques': {'1_Month': '18.525', 'daily_avg': '681', 'mon_fri_avg': '515', 'sat_sun_avg': '1.160', 'pages_per_visit': '2,46', 'avg_visit_duration': '0:02:31', 'avg_interaction_time': '0:01:08'}, 'visits': {'1_Month': '23.012', 'daily_avg': '742', 'mon_fri_avg': '559', 'sat_sun_avg': '1.270'}, 'pages': {'1_Month': '56.521', 'daily_avg': '1.823', 'mon_fri_avg': '1.361', 'sat_sun_avg': '3.152'}}"
BALEARES-SINFRONTERAS.COM,7002.0,"{'browser_uniques': {'1_Month': '4.774', 'daily_avg': '164', 'mon_fri_avg': '178', 'sat_sun_avg': '125', 'pages_per_visit': '1,59', 'avg_visit_duration': '0:02:23', 'avg_interaction_time': '0:01:04'}, 'visits': {'1_Month': '5.527', 'daily_avg': '178', 'mon_fri_avg': '194', 'sat_sun_avg': '132'}, 'pages': {'1_Month': '8.806', 'daily_avg': '284', 'mon_fri_avg': '308', 'sat_sun_avg': '215'}}"
BALEARSVADEVI.CAT,8221.0,"{'browser_uniques': {'1_Month': '5.036', 'daily_avg': '192', 'mon_fri_avg': '180', 'sat_sun_avg': '226', 'pages_per_visit': '1,71', 'avg_visit_duration': '0:01:46', 'avg_interaction_time': '0:01:08'}, 'visits': {'1_Month': '6.558', 'daily_avg': '212', 'mon_fri_avg': '199', 'sat_sun_avg': '249'}, 'pages': {'1_Month': '11.184', 'daily_avg': '361', 'mon_fri_avg': '387', 'sat_sun_avg': '285'}}"
CANAL4DIARIO.COM,7121.0,"{'browser_uniques': {'1_Month': '6.127', 'daily_avg': '232', 'mon_fri_avg': '227', 'sat_sun_avg': '249', 'pages_per_visit': '1,30', 'avg_visit_duration': '0:01:47', 'avg_interaction_time': '0:00:41'}, 'visits': {'1_Month': '8.073', 'daily_avg': '260', 'mon_fri_avg': '256', 'sat_sun_avg': '273'}, 'pages': {'1_Month': '10.511', 'daily_avg': '339', 'mon_fri_avg': '342', 'sat_sun_avg': '332'}}"
CRONICABALEAR.ES,7004.0,"{'browser_uniques': {'1_Month': '689.806', 'daily_avg': '46.660', 'mon_fri_avg': '46.620', 'sat_sun_avg': '46.777', 'pages_per_visit': '1,50', 'avg_visit_duration': '0:01:59', 'avg_interaction_time': '0:01:46'}, 'visits': {'1_Month': '1.827.905', 'daily_avg': '58.965', 'mon_fri_avg': '59.092', 'sat_sun_avg': '58.598'}, 'pages': {'1_Month': '2.741.483', 'daily_avg': '88.435', 'mon_fri_avg': '88.137', 'sat_sun_avg': '89.291'}}"
DBALEARS.CAT,7001.0,"{'browser_uniques': {'1_Month': '95.038', 'daily_avg': '5.040', 'mon_fri_avg': '5.004', 'sat_sun_avg': '5.143', 'pages_per_visit': '1,45', 'avg_visit_duration': '0:02:25', 'avg_interaction_time': '0:02:08'}, 'visits': {'1_Month': '179.336', 'daily_avg': '5.785', 'mon_fri_avg': '5.776', 'sat_sun_avg': '5.812'}, 'pages': {'1_Month': '259.786', 'daily_avg': '8.380', 'mon_fri_avg': '8.425', 'sat_sun_avg': '8.252'}}"
DIARIODEIBIZA.ES,7800.0,"{'browser_uniques': {'1_Month': '1.036.670', 'daily_avg': '57.596', 'mon_fri_avg': '57.590', 'sat_sun_avg': '57.612', 'pages_per_visit': '1,85', 'avg_visit_duration': '0:03:47', 'avg_interaction_time': '0:02:37'}, 'visits': {'1_Month': '2.290.744', 'daily_avg': '73.895', 'mon_fri_avg': '74.257', 'sat_sun_avg': '72.854'}, 'pages': {'1_Month': '4.243.558', 'daily_avg': '136.889', 'mon_fri_avg': '139.173', 'sat_sun_avg': '130.322'}}"
DIARIODEMALLORCA.ES,7006.0,"{'browser_uniques': {'1_Month': '2.022.714', 'daily_avg': '128.311', 'mon_fri_avg': '128.316', 'sat_sun_avg': '128.294', 'pages_per_visit': '1,78', 'avg_visit_duration': '0:03:44', 'avg_interaction_time': '0:03:06'}, 'visits': {'1_Month': '5.121.597', 'daily_avg': '165.213', 'mon_fri_avg': '166.477', 'sat_sun_avg': '161.579'}, 'pages': {'1_Month': '9.139.271', 'daily_avg': '294.815', 'mon_fri_avg': '298.954', 'sat_sun_avg': '282.916'}}"
DIARIODEMARRATXI.COM,7009.0,"{'browser_uniques': {'1_Month': '9.537', 'daily_avg': '349', 'mon_fri_avg': '332', 'sat_sun_avg': '398', 'pages_per_visit': '2,83', 'avg_visit_duration': '0:02:06', 'avg_interaction_time': '0:01:01'}, 'visits': {'1_Month': '11.660', 'daily_avg': '376', 'mon_fri_avg': '358', 'sat_sun_avg': '428'}, 'pages': {'1_Month': '32.952', 'daily_avg': '1.063', 'mon_fri_avg': '986', 'sat_sun_avg': '1.284'}}"
DIGITALMANACOR.COM,7500.0,"{'browser_uniques': {'1_Month': '13.124', 'daily_avg': '594', 'mon_fri_avg': '559', 'sat_sun_avg': '694', 'pages_per_visit': '1,85', 'avg_visit_duration': '0:01:32', 'avg_interaction_time': '0:01:03'}, 'visits': {'1_Month': '20.137', 'daily_avg': '650', 'mon_fri_avg': '608', 'sat_sun_avg': '769'}, 'pages': {'1_Month': '37.223', 'daily_avg': '1.201', 'mon_fri_avg': '1.128', 'sat_sun_avg': '1.409'}}"
ECONOMIADEMALLORCA.COM,30100.0,"{'browser_uniques': {'1_Month': '15.682', 'daily_avg': '605', 'mon_fri_avg': '696', 'sat_sun_avg': '345', 'pages_per_visit': '2,00', 'avg_visit_duration': '0:03:23', 'avg_interaction_time': '0:00:55'}, 'visits': {'1_Month': '20.658', 'daily_avg': '666', 'mon_fri_avg': '771', 'sat_sun_avg': '366'}, 'pages': {'1_Month': '41.411', 'daily_avg': '1.336', 'mon_fri_avg': '1.481', 'sat_sun_avg': '920'}}"
ELDIARIO.ES - ILLES BALEARS,28028.0,"{'browser_uniques': {'1_Month': '453.982', 'daily_avg': '16.461', 'mon_fri_avg': '13.662', 'sat_sun_avg': '24.509', 'pages_per_visit': '1,06', 'avg_visit_duration': '0:01:33', 'avg_interaction_time': '0:01:07'}, 'visits': {'1_Month': '534.649', 'daily_avg': '17.247', 'mon_fri_avg': '14.436', 'sat_sun_avg': '25.329'}, 'pages': {'1_Month': '565.868', 'daily_avg': '18.254', 'mon_fri_avg': '15.306', 'sat_sun_avg': '26.728'}}"
ELIRIS.CAT,7760.0,"{'browser_uniques': {'1_Month': '5.353', 'daily_avg': '211', 'mon_fri_avg': '215', 'sat_sun_avg': '201', 'pages_per_visit': '1,49', 'avg_visit_duration': '0:02:43', 'avg_interaction_time': '0:01:53'}, 'visits': {'1_Month': '7.274', 'daily_avg': '235', 'mon_fri_avg': '239', 'sat_sun_avg': '221'}, 'pages': {'1_Month': '10.822', 'daily_avg': '349', 'mon_fri_avg': '361', 'sat_sun_avg': '316'}}"
ELSOLLER.CAT,7011.0,"{'browser_uniques': {'1_Month': '4.490', 'daily_avg': '267', 'mon_fri_avg': '277', 'sat_sun_avg': '238', 'pages_per_visit': '1,51', 'avg_visit_duration': '0:03:56', 'avg_interaction_time': '0:01:52'}, 'visits': {'1_Month': '9.853', 'daily_avg': '318', 'mon_fri_avg': '331', 'sat_sun_avg': '280'}, 'pages': {'1_Month': '14.834', 'daily_avg': '479', 'mon_fri_avg': '502', 'sat_sun_avg': '412'}}"
EUROPAPRESS.ES - ILLES BALEARS,28046.0,"{'browser_uniques': {'1_Month': '74.675', 'daily_avg': '2.819', 'mon_fri_avg': '2.933', 'sat_sun_avg': '2.491', 'pages_per_visit': '1,75', 'avg_visit_duration': '0:04:30', 'avg_interaction_time': '0:00:50'}, 'visits': {'1_Month': '94.546', 'daily_avg': '3.050', 'mon_fri_avg': '3.183', 'sat_sun_avg': '2.668'}, 'pages': {'1_Month': '165.511', 'daily_avg': '5.339', 'mon_fri_avg': '5.687', 'sat_sun_avg': '4.339'}}"
FIBWIDIARIO.COM,7009.0,"{'browser_uniques': {'1_Month': '6.762', 'daily_avg': '253', 'mon_fri_avg': '272', 'sat_sun_avg': '200', 'pages_per_visit': '1,42', 'avg_visit_duration': '0:01:59', 'avg_interaction_time': '0:00:31'}, 'visits': {'1_Month': '8.930', 'daily_avg': '288', 'mon_fri_avg': '312', 'sat_sun_avg': '221'}, 'pages': {'1_Month': '12.707', 'daily_avg': '410', 'mon_fri_avg': '454', 'sat_sun_avg': '282'}}"
FIRESIFESTES.ES,7350.0,"{'browser_uniques': {'1_Month': '4.403', 'daily_avg': '156', 'mon_fri_avg': '102', 'sat_sun_avg': '313', 'pages_per_visit': '1,73', 'avg_visit_duration': '0:01:37', 'avg_interaction_time': '0:00:43'}, 'visits': {'1_Month': '5.156', 'daily_avg': '166', 'mon_fri_avg': '107', 'sat_sun_avg': '337'}, 'pages': {'1_Month': '8.933', 'daily_avg': '288', 'mon_fri_avg': '191', 'sat_sun_avg': '569'}}"
FORAVILA.NET,7100.0,"{'browser_uniques': {'1_Month': '12.052', 'daily_avg': '480', 'mon_fri_avg': '498', 'sat_sun_avg': '426', 'pages_per_visit': '1,68', 'avg_visit_duration': '0:02:19', 'avg_interaction_time': '0:01:30'}, 'visits': {'1_Month': '16.475', 'daily_avg': '531', 'mon_fri_avg': '551', 'sat_sun_avg': '474'}, 'pages': {'1_Month': '27.727', 'daily_avg': '894', 'mon_fri_avg': '926', 'sat_sun_avg': '803'}}"
FUTBOLDESDEMALLORCA.COM,7006.0,"{'browser_uniques': {'1_Month': '30.380', 'daily_avg': '3.637', 'mon_fri_avg': '3.625', 'sat_sun_avg': '3.672', 'pages_per_visit': '1,57', 'avg_visit_duration': '0:03:09', 'avg_interaction_time': '0:04:45'}, 'visits': {'1_Month': '218.420', 'daily_avg': '7.046', 'mon_fri_avg': '6.979', 'sat_sun_avg': '7.239'}, 'pages': {'1_Month': '342.932', 'daily_avg': '11.062', 'mon_fri_avg': '10.786', 'sat_sun_avg': '11.857'}}"
GACETANAUTICA.ES,7009.0,"{'browser_uniques': {'1_Month': '2.463', 'daily_avg': '137', 'mon_fri_avg': '155', 'sat_sun_avg': '82', 'pages_per_visit': '1,92', 'avg_visit_duration': '0:04:08', 'avg_interaction_time': '0:03:10'}, 'visits': {'1_Month': '5.716', 'daily_avg': '184', 'mon_fri_avg': '210', 'sat_sun_avg': '110'}, 'pages': {'1_Month': '10.999', 'daily_avg': '355', 'mon_fri_avg': '405', 'sat_sun_avg': '211'}}"
GASTRONOMICAMENT.CAT,7005.0,"{'browser_uniques': {'1_Month': '6.574', 'daily_avg': '231', 'mon_fri_avg': '219', 'sat_sun_avg': '264', 'pages_per_visit': '1,18', 'avg_visit_duration': '0:02:02', 'avg_interaction_time': '0:00:57'}, 'visits': {'1_Month': '8.143', 'daily_avg': '263', 'mon_fri_avg': '248', 'sat_sun_avg': '306'}, 'pages': {'1_Month': '9.614', 'daily_avg': '310', 'mon_fri_avg': '298', 'sat_sun_avg': '345'}}"
MAJORCADAILYBULLETIN.COM,7011.0,"{'browser_uniques': {'1_Month': '537.559', 'daily_avg': '28.766', 'mon_fri_avg': '27.068', 'sat_sun_avg': '33.648', 'pages_per_visit': '1,52', 'avg_visit_duration': '0:02:14', 'avg_interaction_time': '0:01:08'}, 'visits': {'1_Month': '1.040.595', 'daily_avg': '33.568', 'mon_fri_avg': '31.926', 'sat_sun_avg': '38.288'}, 'pages': {'1_Month': '1.577.738', 'daily_avg': '50.895', 'mon_fri_avg': '49.942', 'sat_sun_avg': '53.635'}}"
MALLORCACONFIDENCIAL.COM,7013.0,"{'browser_uniques': {'1_Month': '4.481', 'daily_avg': '160', 'mon_fri_avg': '172', 'sat_sun_avg': '123', 'pages_per_visit': '1,31', 'avg_visit_duration': '0:01:31', 'avg_interaction_time': '0:00:38'}, 'visits': {'1_Month': '5.243', 'daily_avg': '169', 'mon_fri_avg': '183', 'sat_sun_avg': '129'}, 'pages': {'1_Month': '6.870', 'daily_avg': '222', 'mon_fri_avg': '243', 'sat_sun_avg': '160'}}"
MALLORCADIARIO.COM,7141.0,"{'browser_uniques': {'1_Month': '148.721', 'daily_avg': '7.061', 'mon_fri_avg': '7.346', 'sat_sun_avg': '6.240', 'pages_per_visit': '1,24', 'avg_visit_duration': '0:01:13', 'avg_interaction_time': '0:01:26'}, 'visits': {'1_Month': '329.175', 'daily_avg': '10.619', 'mon_fri_avg': '11.249', 'sat_sun_avg': '8.807'}, 'pages': {'1_Month': '407.385', 'daily_avg': '13.141', 'mon_fri_avg': '14.087', 'sat_sun_avg': '10.423'}}"
MALLORCAMAGAZIN.COM,7011.0,"{'browser_uniques': {'1_Month': '1.459.819', 'daily_avg': '84.580', 'mon_fri_avg': '82.945', 'sat_sun_avg': '89.281', 'pages_per_visit': '1,45', 'avg_visit_duration': '0:01:42', 'avg_interaction_time': '0:01:03'}, 'visits': {'1_Month': '3.055.488', 'daily_avg': '98.564', 'mon_fri_avg': '96.784', 'sat_sun_avg': '103.682'}, 'pages': {'1_Month': '4.445.003', 'daily_avg': '143.387', 'mon_fri_avg': '143.269', 'sat_sun_avg': '143.728'}}"
MALLORCAZEITUNG.ES,7006.0,"{'browser_uniques': {'1_Month': '872.215', 'daily_avg': '50.245', 'mon_fri_avg': '50.489', 'sat_sun_avg': '49.546', 'pages_per_visit': '1,70', 'avg_visit_duration': '0:02:49', 'avg_interaction_time': '0:01:59'}, 'visits': {'1_Month': '1.833.265', 'daily_avg': '59.138', 'mon_fri_avg': '59.689', 'sat_sun_avg': '57.552'}, 'pages': {'1_Month': '3.114.628', 'daily_avg': '100.472', 'mon_fri_avg': '102.607', 'sat_sun_avg': '94.334'}}"
MANACORNOTICIAS.COM,7500.0,"{'browser_uniques': {'1_Month': '13.477', 'daily_avg': '704', 'mon_fri_avg': '763', 'sat_sun_avg': '534', 'pages_per_visit': '1,60', 'avg_visit_duration': '0:01:48', 'avg_interaction_time': '0:01:21'}, 'visits': {'1_Month': '27.197', 'daily_avg': '877', 'mon_fri_avg': '956', 'sat_sun_avg': '651'}, 'pages': {'1_Month': '43.616', 'daily_avg': '1.407', 'mon_fri_avg': '1.542', 'sat_sun_avg': '1.019'}}"
MENORCA.INFO,7714.0,"{'browser_uniques': {'1_Month': '613.420', 'daily_avg': '44.759', 'mon_fri_avg': '44.840', 'sat_sun_avg': '44.529', 'pages_per_visit': '2,25', 'avg_visit_duration': '0:04:25', 'avg_interaction_time': '0:05:07'}, 'visits': {'1_Month': '1.985.078', 'daily_avg': '64.035', 'mon_fri_avg': '64.425', 'sat_sun_avg': '62.913'}, 'pages': {'1_Month': '4.470.250', 'daily_avg': '144.202', 'mon_fri_avg': '148.422', 'sat_sun_avg': '132.068'}}"
MENORCAALDIA.COM,7702.0,"{'browser_uniques': {'1_Month': '76.888', 'daily_avg': '5.092', 'mon_fri_avg': '4.784', 'sat_sun_avg': '5.977', 'pages_per_visit': '1,65', 'avg_visit_duration': '0:02:05', 'avg_interaction_time': '0:02:23'}, 'visits': {'1_Month': '205.167', 'daily_avg': '6.618', 'mon_fri_avg': '6.263', 'sat_sun_avg': '7.641'}, 'pages': {'1_Month': '338.763', 'daily_avg': '10.928', 'mon_fri_avg': '10.549', 'sat_sun_avg': '12.018'}}"
NOUDIARI.ES,7800.0,"{'browser_uniques': {'1_Month': '117.754', 'daily_avg': '5.973', 'mon_fri_avg': '6.235', 'sat_sun_avg': '5.222', 'pages_per_visit': '1,34', 'avg_visit_duration': '0:01:30', 'avg_interaction_time': '0:01:10'}, 'visits': {'1_Month': '216.690', 'daily_avg': '6.990', 'mon_fri_avg': '7.235', 'sat_sun_avg': '6.284'}, 'pages': {'1_Month': '289.777', 'daily_avg': '9.348', 'mon_fri_avg': '9.549', 'sat_sun_avg': '8.768'}}"
OKDIARIO.COM - OKBALEARES,28033.0,"{'browser_uniques': {'1_Month': '398.109', 'daily_avg': '15.926', 'mon_fri_avg': '15.876', 'sat_sun_avg': '16.070', 'pages_per_visit': '1,09', 'avg_visit_duration': '0:01:54', 'avg_interaction_time': '0:00:48'}, 'visits': {'1_Month': '519.323', 'daily_avg': '16.752', 'mon_fri_avg': '16.769', 'sat_sun_avg': '16.706'}, 'pages': {'1_Month': '568.074', 'daily_avg': '18.325', 'mon_fri_avg': '18.466', 'sat_sun_avg': '17.918'}}"
PALMESANA.COM,7005.0,"{'browser_uniques': {'1_Month': '6.183', 'daily_avg': '226', 'mon_fri_avg': '233', 'sat_sun_avg': '205', 'pages_per_visit': '1,19', 'avg_visit_duration': '0:01:57', 'avg_interaction_time': '0:00:53'}, 'visits': {'1_Month': '7.816', 'daily_avg': '252', 'mon_fri_avg': '261', 'sat_sun_avg': '226'}, 'pages': {'1_Month': '9.273', 'daily_avg': '299', 'mon_fri_avg': '310', 'sat_sun_avg': '269'}}"
PASIONPORELMAR.COM,7005.0,"{'browser_uniques': {'1_Month': '2.354', 'daily_avg': '89', 'mon_fri_avg': '93', 'sat_sun_avg': '76', 'pages_per_visit': '1,68', 'avg_visit_duration': '0:03:42', 'avg_interaction_time': '0:01:14'}, 'visits': {'1_Month': '3.258', 'daily_avg': '105', 'mon_fri_avg': '113', 'sat_sun_avg': '83'}, 'pages': {'1_Month': '5.477', 'daily_avg': '177', 'mon_fri_avg': '203', 'sat_sun_avg': '101'}}"
PERIODICODEIBIZA.ES,7800.0,"{'browser_uniques': {'1_Month': '1.482.313', 'daily_avg': '73.971', 'mon_fri_avg': '80.448', 'sat_sun_avg': '55.353', 'pages_per_visit': '1,56', 'avg_visit_duration': '0:02:13', 'avg_interaction_time': '0:01:21'}, 'visits': {'1_Month': '2.687.779', 'daily_avg': '86.703', 'mon_fri_avg': '93.154', 'sat_sun_avg': '68.154'}, 'pages': {'1_Month': '4.189.847', 'daily_avg': '135.156', 'mon_fri_avg': '143.149', 'sat_sun_avg': '112.177'}}"
REVISTA07500.COM,7500.0,"{'browser_uniques': {'1_Month': '23.699', 'daily_avg': '1.020', 'mon_fri_avg': '810', 'sat_sun_avg': '1.625', 'pages_per_visit': '1,27', 'avg_visit_duration': '0:01:14', 'avg_interaction_time': '0:00:58'}, 'visits': {'1_Month': '34.306', 'daily_avg': '1.107', 'mon_fri_avg': '904', 'sat_sun_avg': '1.690'}, 'pages': {'1_Month': '43.485', 'daily_avg': '1.403', 'mon_fri_avg': '1.210', 'sat_sun_avg': '1.957'}}"
SAVEU.CAT,7100.0,"{'browser_uniques': {'1_Month': '6.688', 'daily_avg': '576', 'mon_fri_avg': '625', 'sat_sun_avg': '435', 'pages_per_visit': '1,48', 'avg_visit_duration': '0:01:59', 'avg_interaction_time': '0:02:46'}, 'visits': {'1_Month': '23.414', 'daily_avg': '755', 'mon_fri_avg': '826', 'sat_sun_avg': '553'}, 'pages': {'1_Month': '34.755', 'daily_avg': '1.121', 'mon_fri_avg': '1.241', 'sat_sun_avg': '777'}}"
UEPMALLORCA.APP,7011.0,"{'browser_uniques': {'1_Month': '4.543', 'daily_avg': '168', 'mon_fri_avg': '171', 'sat_sun_avg': '160', 'pages_per_visit': '1,65', 'avg_visit_duration': '0:01:59', 'avg_interaction_time': '0:00:40'}, 'visits': {'1_Month': '5.767', 'daily_avg': '186', 'mon_fri_avg': '190', 'sat_sun_avg': '175'}, 'pages': {'1_Month': '9.525', 'daily_avg': '307', 'mon_fri_avg': '310', 'sat_sun_avg': '299'}}"
ULTIMAHORA.ES,7011.0,"{'browser_uniques': {'1_Month': '3.637.280', 'daily_avg': '221.157', 'mon_fri_avg': '224.743', 'sat_sun_avg': '210.847', 'pages_per_visit': '2,03', 'avg_visit_duration': '0:03:48', 'avg_interaction_time': '0:03:10'}, 'visits': {'1_Month': '9.292.600', 'daily_avg': '299.761', 'mon_fri_avg': '306.282', 'sat_sun_avg': '281.015'}, 'pages': {'1_Month': '18.824.135', 'daily_avg': '607.230', 'mon_fri_avg': '630.343', 'sat_sun_avg': '540.781'}}"
ELNACIONAL.CAT - CATALÀ,8029.0,"{'browser_uniques': {'1_Month': '2.163.060', 'daily_avg': '251.976', 'mon_fri_avg': '256.762', 'sat_sun_avg': '238.214', 'pages_per_visit': '2,37', 'avg_visit_duration': '0:05:31', 'avg_interaction_time': '0:15:18'}, 'visits': {'1_Month': '12.741.172', 'daily_avg': '411.006', 'mon_fri_avg': '418.700', 'sat_sun_avg': '388.885'}, 'pages': {'1_Month': '30.197.350', 'daily_avg': '974.108', 'mon_fri_avg': '999.446', 'sat_sun_avg': '901.261'}}"
RAC1.CAT,8036.0,"{'browser_uniques': {'1_Month': '2.103.975', 'daily_avg': '257.141', 'mon_fri_avg': '270.580', 'sat_sun_avg': '218.506', 'pages_per_visit': '2,40', 'avg_visit_duration': '1:13:14', 'avg_interaction_time': '0:04:40'}, 'visits': {'1_Month': '13.808.203', 'daily_avg': '445.426', 'mon_fri_avg': '479.533', 'sat_sun_avg': '347.368'}, 'pages': {'1_Month': '33.150.994', 'daily_avg': '1.069.387', 'mon_fri_avg': '1.197.962', 'sat_sun_avg': '699.734'}}"
ARA.CAT - CATALÀ,8015.0,"{'browser_uniques': {'1_Month': '1.788.021', 'daily_avg': '143.977', 'mon_fri_avg': '145.676', 'sat_sun_avg': '139.090', 'pages_per_visit': '3,03', 'avg_visit_duration': '0:06:01', 'avg_interaction_time': '0:07:37'}, 'visits': {'1_Month': '6.241.477', 'daily_avg': '201.338', 'mon_fri_avg': '204.203', 'sat_sun_avg': '193.100'}, 'pages': {'1_Month': '18.910.931', 'daily_avg': '610.030', 'mon_fri_avg': '626.870', 'sat_sun_avg': '561.616'}}"
GRUP ELMON.CAT,8221.0,"{'browser_uniques': {'1_Month': '1.230.440', 'daily_avg': '70.304', 'mon_fri_avg': '69.790', 'sat_sun_avg': '71.783', 'pages_per_visit': '1,33', 'avg_visit_duration': '0:02:02', 'avg_interaction_time': '0:02:10'}, 'visits': {'1_Month': '2.629.107', 'daily_avg': '84.675', 'mon_fri_avg': '84.406', 'sat_sun_avg': '85.451'}, 'pages': {'1_Month': '3.494.638', 'daily_avg': '112.730', 'mon_fri_avg': '113.513', 'sat_sun_avg': '110.481'}}"
BALEARSVADEVI.CAT,8221.0,"{'browser_uniques': {'1_Month': '5.036', 'daily_avg': '192', 'mon_fri_avg': '180', 'sat_sun_avg': '226', 'pages_per_visit': '1,71', 'avg_visit_duration': '0:01:46', 'avg_interaction_time': '0:01:08'}, 'visits': {'1_Month': '6.558', 'daily_avg': '212', 'mon_fri_avg': '199', 'sat_sun_avg': '249'}, 'pages': {'1_Month': '11.184', 'daily_avg': '361', 'mon_fri_avg': '387', 'sat_sun_avg': '285'}}"
CASTELLONOTICIES.COM,8221.0,"{'browser_uniques': {'1_Month': '9.806', 'daily_avg': '821', 'mon_fri_avg': '882', 'sat_sun_avg': '644', 'pages_per_visit': '1,49', 'avg_visit_duration': '0:02:04', 'avg_interaction_time': '0:02:39'}, 'visits': {'1_Month': '34.250', 'daily_avg': '1.105', 'mon_fri_avg': '1.199', 'sat_sun_avg': '834'}, 'pages': {'1_Month': '50.927', 'daily_avg': '1.643', 'mon_fri_avg': '1.761', 'sat_sun_avg': '1.303'}}"
DIARILAVEU.CAT,8221.0,"{'browser_uniques': {'1_Month': '115.118', 'daily_avg': '6.438', 'mon_fri_avg': '6.921', 'sat_sun_avg': '5.051', 'pages_per_visit': '1,54', 'avg_visit_duration': '0:02:54', 'avg_interaction_time': '0:02:57'}, 'visits': {'1_Month': '238.231', 'daily_avg': '7.685', 'mon_fri_avg': '8.267', 'sat_sun_avg': '6.011'}, 'pages': {'1_Month': '365.924', 'daily_avg': '11.804', 'mon_fri_avg': '12.713', 'sat_sun_avg': '9.189'}}"
ELMON.CAT,8221.0,"{'browser_uniques': {'1_Month': '819.241', 'daily_avg': '46.522', 'mon_fri_avg': '45.419', 'sat_sun_avg': '49.693', 'pages_per_visit': '1,31', 'avg_visit_duration': '0:02:04', 'avg_interaction_time': '0:02:14'}, 'visits': {'1_Month': '1.743.816', 'daily_avg': '56.252', 'mon_fri_avg': '55.308', 'sat_sun_avg': '58.966'}, 'pages': {'1_Month': '2.289.683', 'daily_avg': '73.861', 'mon_fri_avg': '73.160', 'sat_sun_avg': '75.876'}}"
ELMON.CAT - ISABADELL.CAT,8221.0,"{'browser_uniques': {'1_Month': '61.057', 'daily_avg': '3.375', 'mon_fri_avg': '3.485', 'sat_sun_avg': '3.060', 'pages_per_visit': '1,52', 'avg_visit_duration': '0:02:00', 'avg_interaction_time': '0:01:59'}, 'visits': {'1_Month': '119.722', 'daily_avg': '3.862', 'mon_fri_avg': '4.003', 'sat_sun_avg': '3.456'}, 'pages': {'1_Month': '181.685', 'daily_avg': '5.861', 'mon_fri_avg': '6.111', 'sat_sun_avg': '5.142'}}"
ELMON.CAT - ELCINEFIL.CAT,8221.0,"{'browser_uniques': {'1_Month': '9.167', 'daily_avg': '333', 'mon_fri_avg': '325', 'sat_sun_avg': '353', 'pages_per_visit': '1,66', 'avg_visit_duration': '0:02:29', 'avg_interaction_time': '0:00:54'}, 'visits': {'1_Month': '11.261', 'daily_avg': '363', 'mon_fri_avg': '356', 'sat_sun_avg': '384'}, 'pages': {'1_Month': '18.644', 'daily_avg': '601', 'mon_fri_avg': '599', 'sat_sun_avg': '608'}}"
ELMON.CAT - VADEVI,8221.0,"{'browser_uniques': {'1_Month': '32.781', 'daily_avg': '1.369', 'mon_fri_avg': '1.077', 'sat_sun_avg': '2.206', 'pages_per_visit': '1,21', 'avg_visit_duration': '0:02:17', 'avg_interaction_time': '0:01:44'}, 'visits': {'1_Month': '47.153', 'daily_avg': '1.521', 'mon_fri_avg': '1.196', 'sat_sun_avg': '2.455'}, 'pages': {'1_Month': '57.000', 'daily_avg': '1.839', 'mon_fri_avg': '1.463', 'sat_sun_avg': '2.920'}}"
ELMON.CAT - TOTBARCELONA.CAT,8007.0,"{'browser_uniques': {'1_Month': '286.208', 'daily_avg': '15.306', 'mon_fri_avg': '14.172', 'sat_sun_avg': '18.569', 'pages_per_visit': '1,13', 'avg_visit_duration': '0:01:27', 'avg_interaction_time': '0:01:16'}, 'visits': {'1_Month': '548.603', 'daily_avg': '17.697', 'mon_fri_avg': '16.422', 'sat_sun_avg': '21.363'}, 'pages': {'1_Month': '618.252', 'daily_avg': '19.944', 'mon_fri_avg': '18.596', 'sat_sun_avg': '23.818'}}"
