media,zipcode,visits_data
ESCAPARATEDIGITAL.COM,3440.0,"{'browser_uniques': {'1_Month': '7.279', 'daily_avg': '397', 'mon_fri_avg': '424', 'sat_sun_avg': '321', 'pages_per_visit': '1,80', 'avg_visit_duration': '0:02:15', 'avg_interaction_time': '0:02:12'}, 'visits': {'1_Month': '13.942', 'daily_avg': '450', 'mon_fri_avg': '481', 'sat_sun_avg': '360'}, 'pages': {'1_Month': '26.640', 'daily_avg': '809', 'mon_fri_avg': '861', 'sat_sun_avg': '659'}}"
ESDIARIO.COM - COMUNIDADVALENCIANA,28006.0,"{'browser_uniques': {'1_Month': '524.218', 'daily_avg': '18.274', 'mon_fri_avg': '22.083', 'sat_sun_avg': '7.324', 'pages_per_visit': '1,22', 'avg_visit_duration': '0:00:41', 'avg_interaction_time': '0:00:16'}, 'visits': {'1_Month': '586.757', 'daily_avg': '18.928', 'mon_fri_avg': '22.856', 'sat_sun_avg': '7.633'}, 'pages': {'1_Month': '715.655', 'daily_avg': '23.086', 'mon_fri_avg': '27.674', 'sat_sun_avg': '9.895'}}"
EUROPAPRESS.ES - COMUNITAT VALENCIANA,28046.0,"{'browser_uniques': {'1_Month': '291.193', 'daily_avg': '10.438', 'mon_fri_avg': '11.488', 'sat_sun_avg': '7.418', 'pages_per_visit': '1,45', 'avg_visit_duration': '0:03:11', 'avg_interaction_time': '0:00:47'}, 'visits': {'1_Month': '349.678', 'daily_avg': '11.280', 'mon_fri_avg': '12.466', 'sat_sun_avg': '7.871'}, 'pages': {'1_Month': '506.212', 'daily_avg': '16.329', 'mon_fri_avg': '18.177', 'sat_sun_avg': '11.018'}}"
GENTDELESCOMARQUES.COM,46870.0,"{'browser_uniques': {'1_Month': '1.124', 'daily_avg': '41', 'mon_fri_avg': '52', 'sat_sun_avg': '11', 'pages_per_visit': '1,26', 'avg_visit_duration': '0:00:35', 'avg_interaction_time': '0:00:15'}, 'visits': {'1_Month': '1.335', 'daily_avg': '43', 'mon_fri_avg': '54', 'sat_sun_avg': '11'}, 'pages': {'1_Month': '1.686', 'daily_avg': '54', 'mon_fri_avg': '68', 'sat_sun_avg': '15'}}"
GOLSMEDIA.COM,46005.0,"{'browser_uniques': {'1_Month': '45.805', 'daily_avg': '2.393', 'mon_fri_avg': '2.421', 'sat_sun_avg': '2.311', 'pages_per_visit': '1,56', 'avg_visit_duration': '0:01:06', 'avg_interaction_time': '-'}, 'visits': {'1_Month': '84.776', 'daily_avg': '2.735', 'mon_fri_avg': '2.783', 'sat_sun_avg': '2.597'}, 'pages': {'1_Month': '132.484', 'daily_avg': '4.274', 'mon_fri_avg': '4.330', 'sat_sun_avg': '4.113'}}"
HORTANOTICIAS.COM,46020.0,"{'browser_uniques': {'1_Month': '167.532', 'daily_avg': '6.082', 'mon_fri_avg': '7.028', 'sat_sun_avg': '3.363', 'pages_per_visit': '1,21', 'avg_visit_duration': '0:01:01', 'avg_interaction_time': '0:00:24'}, 'visits': {'1_Month': '202.920', 'daily_avg': '6.546', 'mon_fri_avg': '7.610', 'sat_sun_avg': '3.487'}, 'pages': {'1_Month': '244.950', 'daily_avg': '7.902', 'mon_fri_avg': '9.270', 'sat_sun_avg': '3.967'}}"
INFONORD.ES,12600.0,"{'browser_uniques': {'1_Month': '8.020', 'daily_avg': '351', 'mon_fri_avg': '403', 'sat_sun_avg': '201', 'pages_per_visit': '1,24', 'avg_visit_duration': '0:01:56', 'avg_interaction_time': '0:00:59'}, 'visits': {'1_Month': '12.278', 'daily_avg': '396', 'mon_fri_avg': '458', 'sat_sun_avg': '219'}, 'pages': {'1_Month': '15.248', 'daily_avg': '492', 'mon_fri_avg': '568', 'sat_sun_avg': '274'}}"
INFOTURIA.COM,46183.0,"{'browser_uniques': {'1_Month': '9.413', 'daily_avg': '367', 'mon_fri_avg': '430', 'sat_sun_avg': '186', 'pages_per_visit': '1,37', 'avg_visit_duration': '0:02:00', 'avg_interaction_time': '0:00:57'}, 'visits': {'1_Month': '12.485', 'daily_avg': '403', 'mon_fri_avg': '473', 'sat_sun_avg': '201'}, 'pages': {'1_Month': '17.057', 'daily_avg': '550', 'mon_fri_avg': '650', 'sat_sun_avg': '264'}}"
INTERCOMARCAL.COM,3410.0,"{'browser_uniques': {'1_Month': '12.353', 'daily_avg': '556', 'mon_fri_avg': '564', 'sat_sun_avg': '532', 'pages_per_visit': '2,14', 'avg_visit_duration': '0:02:20', 'avg_interaction_time': '0:01:32'}, 'visits': {'1_Month': '19.993', 'daily_avg': '645', 'mon_fri_avg': '656', 'sat_sun_avg': '614'}, 'pages': {'1_Month': '42.697', 'daily_avg': '1.377', 'mon_fri_avg': '1.402', 'sat_sun_avg': '1.307'}}"
INTERDIARIO.ES,46020.0,"{'browser_uniques': {'1_Month': '1.586', 'daily_avg': '65', 'mon_fri_avg': '78', 'sat_sun_avg': '27', 'pages_per_visit': '1,39', 'avg_visit_duration': '0:02:27', 'avg_interaction_time': '0:00:42'}, 'visits': {'1_Month': '2.428', 'daily_avg': '78', 'mon_fri_avg': '95', 'sat_sun_avg': '29'}, 'pages': {'1_Month': '3.372', 'daily_avg': '109', 'mon_fri_avg': '135', 'sat_sun_avg': '34'}}"
JAVEA.COM,3700.0,"{'browser_uniques': {'1_Month': '117.957', 'daily_avg': '4.729', 'mon_fri_avg': '4.459', 'sat_sun_avg': '5.506', 'pages_per_visit': '1,74', 'avg_visit_duration': '0:01:25', 'avg_interaction_time': '0:00:35'}, 'visits': {'1_Month': '162.728', 'daily_avg': '5.249', 'mon_fri_avg': '4.934', 'sat_sun_avg': '6.156'}, 'pages': {'1_Month': '283.650', 'daily_avg': '9.150', 'mon_fri_avg': '8.835', 'sat_sun_avg': '10.057'}}"
LAMARINAALTA.COM,3700.0,"{'browser_uniques': {'1_Month': '78.126', 'daily_avg': '3.171', 'mon_fri_avg': '3.221', 'sat_sun_avg': '3.029', 'pages_per_visit': '1,55', 'avg_visit_duration': '0:01:22', 'avg_interaction_time': '0:00:44'}, 'visits': {'1_Month': '106.313', 'daily_avg': '3.429', 'mon_fri_avg': '3.492', 'sat_sun_avg': '3.249'}, 'pages': {'1_Month': '164.992', 'daily_avg': '5.322', 'mon_fri_avg': '5.484', 'sat_sun_avg': '4.858'}}"
LAOPINIONDETORRENT.ES,46900.0,"{'browser_uniques': {'1_Month': '9.224', 'daily_avg': '422', 'mon_fri_avg': '524', 'sat_sun_avg': '130', 'pages_per_visit': '1,58', 'avg_visit_duration': '0:01:49', 'avg_interaction_time': '0:00:47'}, 'visits': {'1_Month': '14.851', 'daily_avg': '479', 'mon_fri_avg': '597', 'sat_sun_avg': '141'}, 'pages': {'1_Month': '23.498', 'daily_avg': '758', 'mon_fri_avg': '951', 'sat_sun_avg': '202'}}"
LASBANDASDEMUSICA.COM,46011.0,"{'browser_uniques': {'1_Month': '3.067', 'daily_avg': '123', 'mon_fri_avg': '121', 'sat_sun_avg': '127', 'pages_per_visit': '1,31', 'avg_visit_duration': '0:01:24', 'avg_interaction_time': '0:00:37'}, 'visits': {'1_Month': '4.231', 'daily_avg': '136', 'mon_fri_avg': '136', 'sat_sun_avg': '138'}, 'pages': {'1_Month': '5.532', 'daily_avg': '178', 'mon_fri_avg': '179', 'sat_sun_avg': '176'}}"
LAVEUDELLIRIA.COM,46190.0,"{'browser_uniques': {'1_Month': '7.529', 'daily_avg': '728', 'mon_fri_avg': '771', 'sat_sun_avg': '606', 'pages_per_visit': '1,61', 'avg_visit_duration': '0:01:27', 'avg_interaction_time': '0:02:04'}, 'visits': {'1_Month': '30.617', 'daily_avg': '988', 'mon_fri_avg': '1.066', 'sat_sun_avg': '764'}, 'pages': {'1_Month': '49.236', 'daily_avg': '1.588', 'mon_fri_avg': '1.714', 'sat_sun_avg': '1.227'}}"
LAVEUDELSLLIBRES.CAT,8221.0,"{'browser_uniques': {'1_Month': '7.434', 'daily_avg': '295', 'mon_fri_avg': '244', 'sat_sun_avg': '439', 'pages_per_visit': '1,33', 'avg_visit_duration': '0:03:20', 'avg_interaction_time': '0:02:12'}, 'visits': {'1_Month': '10.468', 'daily_avg': '338', 'mon_fri_avg': '277', 'sat_sun_avg': '512'}, 'pages': {'1_Month': '13.894', 'daily_avg': '448', 'mon_fri_avg': '357', 'sat_sun_avg': '710'}}"
LESMUNTANYES.COM,3801.0,"{'browser_uniques': {'1_Month': '2.859', 'daily_avg': '112', 'mon_fri_avg': '118', 'sat_sun_avg': '94', 'pages_per_visit': '1,48', 'avg_visit_duration': '0:03:32', 'avg_interaction_time': '0:01:12'}, 'visits': {'1_Month': '3.992', 'daily_avg': '129', 'mon_fri_avg': '136', 'sat_sun_avg': '107'}, 'pages': {'1_Month': '5.902', 'daily_avg': '190', 'mon_fri_avg': '203', 'sat_sun_avg': '153'}}"
LEVANTE-EMV.COM,46014.0,"{'browser_uniques': {'1_Month': '7.298.993', 'daily_avg': '449.240', 'mon_fri_avg': '472.879', 'sat_sun_avg': '381.276', 'pages_per_visit': '1,66', 'avg_visit_duration': '0:03:15', 'avg_interaction_time': '0:02:40'}, 'visits': {'1_Month': '17.798.934', 'daily_avg': '574.159', 'mon_fri_avg': '613.653', 'sat_sun_avg': '460.615'}, 'pages': {'1_Month': '29.611.185', 'daily_avg': '955.200', 'mon_fri_avg': '1.038.049', 'sat_sun_avg': '717.007'}}"
LLETRAFERIT.COM,46010.0,"{'browser_uniques': {'1_Month': '13.043', 'daily_avg': '528', 'mon_fri_avg': '563', 'sat_sun_avg': '428', 'pages_per_visit': '1,20', 'avg_visit_duration': '0:01:37', 'avg_interaction_time': '0:00:55'}, 'visits': {'1_Month': '18.237', 'daily_avg': '588', 'mon_fri_avg': '627', 'sat_sun_avg': '476'}, 'pages': {'1_Month': '21.897', 'daily_avg': '706', 'mon_fri_avg': '756', 'sat_sun_avg': '565'}}"
LOCLAR.ES,46870.0,"{'browser_uniques': {'1_Month': '31.485', 'daily_avg': '1.869', 'mon_fri_avg': '2.071', 'sat_sun_avg': '1.288', 'pages_per_visit': '1,52', 'avg_visit_duration': '0:01:28', 'avg_interaction_time': '0:01:30'}, 'visits': {'1_Month': '67.487', 'daily_avg': '2.177', 'mon_fri_avg': '2.436', 'sat_sun_avg': '1.434'}, 'pages': {'1_Month': '102.263', 'daily_avg': '3.299', 'mon_fri_avg': '3.742', 'sat_sun_avg': '2.025'}}"
MARINAALTA.ES,3700.0,"{'browser_uniques': {'1_Month': '11.926', 'daily_avg': '525', 'mon_fri_avg': '545', 'sat_sun_avg': '468', 'pages_per_visit': '2,01', 'avg_visit_duration': '0:01:34', 'avg_interaction_time': '0:00:49'}, 'visits': {'1_Month': '18.486', 'daily_avg': '596', 'mon_fri_avg': '626', 'sat_sun_avg': '511'}, 'pages': {'1_Month': '37.156', 'daily_avg': '1.199', 'mon_fri_avg': '1.284', 'sat_sun_avg': '953'}}"
MONOVER.COM,3640.0,"{'browser_uniques': {'1_Month': '3.935', 'daily_avg': '192', 'mon_fri_avg': '223', 'sat_sun_avg': '104', 'pages_per_visit': '1,55', 'avg_visit_duration': '0:02:12', 'avg_interaction_time': '0:00:53'}, 'visits': {'1_Month': '7.145', 'daily_avg': '230', 'mon_fri_avg': '272', 'sat_sun_avg': '110'}, 'pages': {'1_Month': '11.047', 'daily_avg': '356', 'mon_fri_avg': '381', 'sat_sun_avg': '286'}}"
MONTGORADIO.ES,3700.0,"{'browser_uniques': {'1_Month': '373', 'daily_avg': '14', 'mon_fri_avg': '16', 'sat_sun_avg': '9', 'pages_per_visit': '1,62', 'avg_visit_duration': '0:01:38', 'avg_interaction_time': '0:00:29'}, 'visits': {'1_Month': '500', 'daily_avg': '16', 'mon_fri_avg': '18', 'sat_sun_avg': '10'}, 'pages': {'1_Month': '812', 'daily_avg': '26', 'mon_fri_avg': '31', 'sat_sun_avg': '12'}}"
NOSALTRESLAVEU.CAT,8221.0,"{'browser_uniques': {'1_Month': '2.424', 'daily_avg': '85', 'mon_fri_avg': '89', 'sat_sun_avg': '75', 'pages_per_visit': '1,14', 'avg_visit_duration': '0:02:02', 'avg_interaction_time': '0:00:51'}, 'visits': {'1_Month': '2.840', 'daily_avg': '92', 'mon_fri_avg': '95', 'sat_sun_avg': '81'}, 'pages': {'1_Month': '3.236', 'daily_avg': '104', 'mon_fri_avg': '110', 'sat_sun_avg': '88'}}"
NOSTRESPORT.COM,46019.0,"{'browser_uniques': {'1_Month': '9.597', 'daily_avg': '341', 'mon_fri_avg': '361', 'sat_sun_avg': '286', 'pages_per_visit': '1,87', 'avg_visit_duration': '0:01:41', 'avg_interaction_time': '0:00:41'}, 'visits': {'1_Month': '11.431', 'daily_avg': '369', 'mon_fri_avg': '391', 'sat_sun_avg': '306'}, 'pages': {'1_Month': '21.391', 'daily_avg': '690', 'mon_fri_avg': '722', 'sat_sun_avg': '598'}}"
NOTICIASCV.COM,46010.0,"{'browser_uniques': {'1_Month': '35.956', 'daily_avg': '1.228', 'mon_fri_avg': '1.457', 'sat_sun_avg': '570', 'pages_per_visit': '1,21', 'avg_visit_duration': '0:01:11', 'avg_interaction_time': '0:00:23'}, 'visits': {'1_Month': '40.041', 'daily_avg': '1.292', 'mon_fri_avg': '1.531', 'sat_sun_avg': '604'}, 'pages': {'1_Month': '48.250', 'daily_avg': '1.556', 'mon_fri_avg': '1.841', 'sat_sun_avg': '738'}}"
NOTICIASMARINAALTA.ES,3700.0,"{'browser_uniques': {'1_Month': '15.986', 'daily_avg': '677', 'mon_fri_avg': '678', 'sat_sun_avg': '675', 'pages_per_visit': '1,31', 'avg_visit_duration': '0:01:44', 'avg_interaction_time': '0:01:18'}, 'visits': {'1_Month': '22.919', 'daily_avg': '739', 'mon_fri_avg': '736', 'sat_sun_avg': '748'}, 'pages': {'1_Month': '30.122', 'daily_avg': '972', 'mon_fri_avg': '954', 'sat_sun_avg': '1.022'}}"
OFFICIALPRESS.ES,46185.0,"{'browser_uniques': {'1_Month': '34.699', 'daily_avg': '1.454', 'mon_fri_avg': '1.499', 'sat_sun_avg': '1.324', 'pages_per_visit': '1,43', 'avg_visit_duration': '0:01:10', 'avg_interaction_time': '-'}, 'visits': {'1_Month': '49.429', 'daily_avg': '1.594', 'mon_fri_avg': '1.650', 'sat_sun_avg': '1.435'}, 'pages': {'1_Month': '70.821', 'daily_avg': '2.285', 'mon_fri_avg': '2.463', 'sat_sun_avg': '1.770'}}"
PAGINA66.COM,3801.0,"{'browser_uniques': {'1_Month': '29.962', 'daily_avg': '1.560', 'mon_fri_avg': '1.625', 'sat_sun_avg': '1.373', 'pages_per_visit': '1,63', 'avg_visit_duration': '0:02:05', 'avg_interaction_time': '0:01:44'}, 'visits': {'1_Month': '55.214', 'daily_avg': '1.781', 'mon_fri_avg': '1.850', 'sat_sun_avg': '1.584'}, 'pages': {'1_Month': '90.198', 'daily_avg': '2.910', 'mon_fri_avg': '3.005', 'sat_sun_avg': '2.635'}}"
PERIODICONTINYENT.COM,46870.0,"{'browser_uniques': {'1_Month': '21.794', 'daily_avg': '1.337', 'mon_fri_avg': '1.614', 'sat_sun_avg': '542', 'pages_per_visit': '1,20', 'avg_visit_duration': '0:00:50', 'avg_interaction_time': '0:00:42'}, 'visits': {'1_Month': '47.446', 'daily_avg': '1.531', 'mon_fri_avg': '1.854', 'sat_sun_avg': '602'}, 'pages': {'1_Month': '57.099', 'daily_avg': '1.842', 'mon_fri_avg': '2.215', 'sat_sun_avg': '769'}}"
PORTALDEXATIVA.ES,46800.0,"{'browser_uniques': {'1_Month': '15.619', 'daily_avg': '979', 'mon_fri_avg': '1.060', 'sat_sun_avg': '746', 'pages_per_visit': '1,33', 'avg_visit_duration': '0:00:56', 'avg_interaction_time': '-'}, 'visits': {'1_Month': '36.326', 'daily_avg': '1.172', 'mon_fri_avg': '1.291', 'sat_sun_avg': '829'}, 'pages': {'1_Month': '48.286', 'daily_avg': '1.558', 'mon_fri_avg': '1.720', 'sat_sun_avg': '1.092'}}"
PROXIMIATV.COM,46005.0,"{'browser_uniques': {'1_Month': '2.347', 'daily_avg': '116', 'mon_fri_avg': '132', 'sat_sun_avg': '70', 'pages_per_visit': '3,33', 'avg_visit_duration': '0:03:09', 'avg_interaction_time': '0:03:15'}, 'visits': {'1_Month': '4.950', 'daily_avg': '160', 'mon_fri_avg': '183', 'sat_sun_avg': '94'}, 'pages': {'1_Month': '16.486', 'daily_avg': '532', 'mon_fri_avg': '604', 'sat_sun_avg': '324'}}"
RADIOBANDA.COM,46869.0,"{'browser_uniques': {'1_Month': '8.007', 'daily_avg': '324', 'mon_fri_avg': '302', 'sat_sun_avg': '386', 'pages_per_visit': '1,49', 'avg_visit_duration': '0:01:41', 'avg_interaction_time': '0:00:45'}, 'visits': {'1_Month': '11.536', 'daily_avg': '372', 'mon_fri_avg': '348', 'sat_sun_avg': '442'}, 'pages': {'1_Month': '17.175', 'daily_avg': '554', 'mon_fri_avg': '516', 'sat_sun_avg': '664'}}"
RADIOESPORT914.COM,46015.0,"{'browser_uniques': {'1_Month': '7.094', 'daily_avg': '520', 'mon_fri_avg': '603', 'sat_sun_avg': '282', 'pages_per_visit': '1,43', 'avg_visit_duration': '0:03:57', 'avg_interaction_time': '0:01:19'}, 'visits': {'1_Month': '24.627', 'daily_avg': '794', 'mon_fri_avg': '933', 'sat_sun_avg': '396'}, 'pages': {'1_Month': '35.254', 'daily_avg': '1.137', 'mon_fri_avg': '1.326', 'sat_sun_avg': '595'}}"
RADIOLITORAL.COM,3720.0,"{'browser_uniques': {'1_Month': '1.224', 'daily_avg': '61', 'mon_fri_avg': '70', 'sat_sun_avg': '37', 'pages_per_visit': '2,04', 'avg_visit_duration': '0:02:49', 'avg_interaction_time': '0:01:40'}, 'visits': {'1_Month': '2.631', 'daily_avg': '85', 'mon_fri_avg': '99', 'sat_sun_avg': '43'}, 'pages': {'1_Month': '5.373', 'daily_avg': '173', 'mon_fri_avg': '207', 'sat_sun_avg': '76'}}"
REVISTAPOBLE.NET,12540.0,"{'browser_uniques': {'1_Month': '8.624', 'daily_avg': '357', 'mon_fri_avg': '387', 'sat_sun_avg': '271', 'pages_per_visit': '1,18', 'avg_visit_duration': '0:01:03', 'avg_interaction_time': '0:00:33'}, 'visits': {'1_Month': '11.917', 'daily_avg': '384', 'mon_fri_avg': '420', 'sat_sun_avg': '282'}, 'pages': {'1_Month': '14.044', 'daily_avg': '453', 'mon_fri_avg': '497', 'sat_sun_avg': '326'}}"
REVISTASAO.CAT,46018.0,"{'browser_uniques': {'1_Month': '7.213', 'daily_avg': '271', 'mon_fri_avg': '255', 'sat_sun_avg': '318', 'pages_per_visit': '1,77', 'avg_visit_duration': '0:02:44', 'avg_interaction_time': '0:01:06'}, 'visits': {'1_Month': '9.683', 'daily_avg': '312', 'mon_fri_avg': '293', 'sat_sun_avg': '368'}, 'pages': {'1_Month': '17.119', 'daily_avg': '552', 'mon_fri_avg': '520', 'sat_sun_avg': '644'}}"
REVISTAUALA.COM,3690.0,"{'browser_uniques': {'1_Month': '2.177', 'daily_avg': '84', 'mon_fri_avg': '83', 'sat_sun_avg': '86', 'pages_per_visit': '2,55', 'avg_visit_duration': '0:10:56', 'avg_interaction_time': '0:01:00'}, 'visits': {'1_Month': '3.013', 'daily_avg': '97', 'mon_fri_avg': '97', 'sat_sun_avg': '98'}, 'pages': {'1_Month': '7.695', 'daily_avg': '248', 'mon_fri_avg': '259', 'sat_sun_avg': '216'}}"
TELEELX.ES,3202.0,"{'browser_uniques': {'1_Month': '103.059', 'daily_avg': '6.152', 'mon_fri_avg': '6.559', 'sat_sun_avg': '4.983', 'pages_per_visit': '1,49', 'avg_visit_duration': '0:01:35', 'avg_interaction_time': '0:01:25'}, 'visits': {'1_Month': '233.542', 'daily_avg': '7.534', 'mon_fri_avg': '8.073', 'sat_sun_avg': '5.984'}, 'pages': {'1_Month': '347.152', 'daily_avg': '11.198', 'mon_fri_avg': '12.084', 'sat_sun_avg': '8.653'}}"
TUCOMARCA.COM,46360.0,"{'browser_uniques': {'1_Month': '9.004', 'daily_avg': '340', 'mon_fri_avg': '394', 'sat_sun_avg': '184', 'pages_per_visit': '1,54', 'avg_visit_duration': '0:01:55', 'avg_interaction_time': '0:01:00'}, 'visits': {'1_Month': '11.531', 'daily_avg': '372', 'mon_fri_avg': '431', 'sat_sun_avg': '201'}, 'pages': {'1_Month': '17.788', 'daily_avg': '574', 'mon_fri_avg': '666', 'sat_sun_avg': '310'}}"
TV-A.ES,3420.0,"{'browser_uniques': {'1_Month': '4.080', 'daily_avg': '161', 'mon_fri_avg': '179', 'sat_sun_avg': '110', 'pages_per_visit': '1,56', 'avg_visit_duration': '0:02:34', 'avg_interaction_time': '0:00:38'}, 'visits': {'1_Month': '5.536', 'daily_avg': '179', 'mon_fri_avg': '197', 'sat_sun_avg': '126'}, 'pages': {'1_Month': '8.651', 'daily_avg': '279', 'mon_fri_avg': '308', 'sat_sun_avg': '196'}}"
TVDENIA.COM,3700.0,"{'browser_uniques': {'1_Month': '5.119', 'daily_avg': '203', 'mon_fri_avg': '230', 'sat_sun_avg': '125', 'pages_per_visit': '1,31', 'avg_visit_duration': '0:01:26', 'avg_interaction_time': '0:00:50'}, 'visits': {'1_Month': '6.618', 'daily_avg': '213', 'mon_fri_avg': '242', 'sat_sun_avg': '132'}, 'pages': {'1_Month': '8.667', 'daily_avg': '280', 'mon_fri_avg': '313', 'sat_sun_avg': '183'}}"
TVDIGITALONTINYENT.COM,46870.0,"{'browser_uniques': {'1_Month': '4.678', 'daily_avg': '189', 'mon_fri_avg': '203', 'sat_sun_avg': '150', 'pages_per_visit': '1,22', 'avg_visit_duration': '0:00:44', 'avg_interaction_time': '0:00:35'}, 'visits': {'1_Month': '6.328', 'daily_avg': '204', 'mon_fri_avg': '220', 'sat_sun_avg': '158'}, 'pages': {'1_Month': '7.739', 'daily_avg': '250', 'mon_fri_avg': '269', 'sat_sun_avg': '194'}}"
VALENCIABASE.COM,12560.0,"{'browser_uniques': {'1_Month': '25.629', 'daily_avg': '1.237', 'mon_fri_avg': '1.224', 'sat_sun_avg': '1.274', 'pages_per_visit': '1,50', 'avg_visit_duration': '0:02:32', 'avg_interaction_time': '0:01:25'}, 'visits': {'1_Month': '45.334', 'daily_avg': '1.462', 'mon_fri_avg': '1.412', 'sat_sun_avg': '1.606'}, 'pages': {'1_Month': '68.198', 'daily_avg': '2.200', 'mon_fri_avg': '1.976', 'sat_sun_avg': '2.845'}}"
VALENCIABONITA.ES,46970.0,"{'browser_uniques': {'1_Month': '617.442', 'daily_avg': '31.636', 'mon_fri_avg': '30.986', 'sat_sun_avg': '33.506', 'pages_per_visit': '1,27', 'avg_visit_duration': '0:01:36', 'avg_interaction_time': '0:01:08'}, 'visits': {'1_Month': '1.102.145', 'daily_avg': '35.553', 'mon_fri_avg': '34.752', 'sat_sun_avg': '37.857'}, 'pages': {'1_Month': '1.400.276', 'daily_avg': '45.170', 'mon_fri_avg': '43.622', 'sat_sun_avg': '49.622'}}"
VALENCIACITY.ES,46005.0,"{'browser_uniques': {'1_Month': '8.323', 'daily_avg': '291', 'mon_fri_avg': '335', 'sat_sun_avg': '164', 'pages_per_visit': '1,23', 'avg_visit_duration': '0:01:54', 'avg_interaction_time': '0:00:40'}, 'visits': {'1_Month': '9.854', 'daily_avg': '318', 'mon_fri_avg': '368', 'sat_sun_avg': '174'}, 'pages': {'1_Month': '12.090', 'daily_avg': '390', 'mon_fri_avg': '457', 'sat_sun_avg': '197'}}"
VALENCIADIARI.COM,46007.0,"{'browser_uniques': {'1_Month': '6.357', 'daily_avg': '279', 'mon_fri_avg': '337', 'sat_sun_avg': '111', 'pages_per_visit': '1,35', 'avg_visit_duration': '0:01:56', 'avg_interaction_time': '0:01:30'}, 'visits': {'1_Month': '9.600', 'daily_avg': '310', 'mon_fri_avg': '376', 'sat_sun_avg': '120'}, 'pages': {'1_Month': '12.968', 'daily_avg': '418', 'mon_fri_avg': '506', 'sat_sun_avg': '166'}}"
VALENCIAEXTRA.COM,46017.0,"{'browser_uniques': {'1_Month': '142.292', 'daily_avg': '5.360', 'mon_fri_avg': '6.116', 'sat_sun_avg': '3.187', 'pages_per_visit': '1,44', 'avg_visit_duration': '0:01:17', 'avg_interaction_time': '0:00:38'}, 'visits': {'1_Month': '178.464', 'daily_avg': '5.757', 'mon_fri_avg': '6.575', 'sat_sun_avg': '3.406'}, 'pages': {'1_Month': '256.706', 'daily_avg': '8.281', 'mon_fri_avg': '9.358', 'sat_sun_avg': '5.184'}}"
VALENCIANEWS.ES,46004.0,"{'browser_uniques': {'1_Month': '23.927', 'daily_avg': '1.004', 'mon_fri_avg': '1.159', 'sat_sun_avg': '560', 'pages_per_visit': '1,29', 'avg_visit_duration': '0:01:34', 'avg_interaction_time': '0:00:23'}, 'visits': {'1_Month': '33.804', 'daily_avg': '1.090', 'mon_fri_avg': '1.256', 'sat_sun_avg': '615'}, 'pages': {'1_Month': '43.544', 'daily_avg': '1.405', 'mon_fri_avg': '1.621', 'sat_sun_avg': '782'}}"
VALENCIANOTICIAS.COM,46130.0,"{'browser_uniques': {'1_Month': '3.949', 'daily_avg': '137', 'mon_fri_avg': '149', 'sat_sun_avg': '101', 'pages_per_visit': '1,29', 'avg_visit_duration': '0:01:36', 'avg_interaction_time': '0:00:40'}, 'visits': {'1_Month': '4.690', 'daily_avg': '151', 'mon_fri_avg': '166', 'sat_sun_avg': '108'}, 'pages': {'1_Month': '6.052', 'daily_avg': '195', 'mon_fri_avg': '215', 'sat_sun_avg': '138'}}"
VALENCIAPLAZA.COM,46002.0,"{'browser_uniques': {'1_Month': '1.270.894', 'daily_avg': '73.342', 'mon_fri_avg': '76.711', 'sat_sun_avg': '63.655', 'pages_per_visit': '1,97', 'avg_visit_duration': '0:04:27', 'avg_interaction_time': '0:01:58'}, 'visits': {'1_Month': '2.914.312', 'daily_avg': '94.010', 'mon_fri_avg': '98.887', 'sat_sun_avg': '79.990'}, 'pages': {'1_Month': '5.737.291', 'daily_avg': '185.074', 'mon_fri_avg': '199.880', 'sat_sun_avg': '142.506'}}"
VILA-REALINFORMACIO.COM,12004.0,"{'browser_uniques': {'1_Month': '1.256', 'daily_avg': '57', 'mon_fri_avg': '65', 'sat_sun_avg': '33', 'pages_per_visit': '1,69', 'avg_visit_duration': '0:02:24', 'avg_interaction_time': '0:00:55'}, 'visits': {'1_Month': '2.031', 'daily_avg': '66', 'mon_fri_avg': '76', 'sat_sun_avg': '36'}, 'pages': {'1_Month': '3.428', 'daily_avg': '111', 'mon_fri_avg': '131', 'sat_sun_avg': '52'}}"
VIUVALENCIA.COM,46017.0,"{'browser_uniques': {'1_Month': '5.661', 'daily_avg': '191', 'mon_fri_avg': '194', 'sat_sun_avg': '183', 'pages_per_visit': '1,14', 'avg_visit_duration': '0:00:59', 'avg_interaction_time': '0:00:38'}, 'visits': {'1_Month': '6.592', 'daily_avg': '213', 'mon_fri_avg': '217', 'sat_sun_avg': '200'}, 'pages': {'1_Month': '7.499', 'daily_avg': '242', 'mon_fri_avg': '249', 'sat_sun_avg': '223'}}"
XTRADIO.ES,46800.0,"{'browser_uniques': {'1_Month': '1.077', 'daily_avg': '45', 'mon_fri_avg': '51', 'sat_sun_avg': '28', 'pages_per_visit': '1,62', 'avg_visit_duration': '0:01:57', 'avg_interaction_time': '0:01:31'}, 'visits': {'1_Month': '1.568', 'daily_avg': '51', 'mon_fri_avg': '57', 'sat_sun_avg': '31'}, 'pages': {'1_Month': '2.537', 'daily_avg': '82', 'mon_fri_avg': '92', 'sat_sun_avg': '51'}}"
