ID,Origin,media,url,zipcode_iber,zipcode_cac
381,"AMIC, Iberfier, CAC",la premsa del baix,,8950.0,25670.0
382,"AMIC, Iberfier, CAC",la premsa del baix,,8950.0,25141.0
383,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,25140.0
384,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,43786.0
385,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,25250.0
386,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,17867.0
387,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,8261.0
388,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,8758.0
389,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,8950.0
390,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,17489.0
391,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,8589.0
392,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,25740.0
393,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,25670.0
394,"AMIC, Iberfier, CAC",l'enllaç dels anoiencs,,8700.0,25141.0
395,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,25140.0
396,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,43786.0
397,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,25250.0
398,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,17867.0
399,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,8261.0
400,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,8758.0
401,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,8950.0
402,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,17489.0
403,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,8589.0
404,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,25740.0
405,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,25670.0
406,"AMIC, Iberfier, CAC",l'independent de gràcia,,8012.0,25141.0
407,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,25140.0
408,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,43786.0
409,"AMIC, Iberfier, CAC",línia ciutat vella,,8013.0,25250.0
