ID,Origin,media,url,zipcode_iber,zipcode_cac,zipcode_ojd,zipcode_amic
581,"AMIC, Iberfier",línia gràcia,,08013,,,
582,"AMIC, Iberfier",línia horta,,08013,,,
583,"AMIC, Iberfier",línia nou barris,,08013,,,
584,"AMIC, Iberfier",línia sant andreu,,08013,,,
585,"AMIC, Iberfier",línia sant martí,,08013,,,
586,"AMIC, Iberfier",línia sants,,08013,,,
587,"AMIC, Iberfier",revista de ripollet,,08291,,,
588,"AMIC, Iberfier",tot cerdanyola,,08290,,,08172
589,"AMIC, Iberfier",tot sant cugat,,08172,,,
590,"AMIC, Iberfier",tribuna maresme,,08330,,,08330
591,"AMIC, Iberfier",3 viles,,08302,,,
592,"AMIC, Iberfier",diari de badalona,,08912,,,
593,"AMIC, Iberfier",diari de rubí,,08191,,,08036
594,"AMIC, Iberfier",el jardí de sant gervasi i sarrià,,08034,,,
595,"AMIC, Iberfier",la borrufa,,25560,,,25568
596,"AMIC, Iberfier",la guia de reus,,43206,,,
597,"AMIC, Iberfier",l'alzina,,08184,,,
598,"AMIC, Iberfier",ripollet al dia,,08290,,,
599,"AMIC, Iberfier",viure als pirineus,,25230,,,
600,"AMIC, Iberfier",ara balears,,07001,,,
601,"AMIC, Iberfier",diari de girona,,17002,,,
602,"AMIC, Iberfier",diari de sabadell,,08201,,,
603,"AMIC, Iberfier",diari de terrassa,,08221,,,
604,"AMIC, Iberfier",diari jornada,,08010,,,
605,"AMIC, Iberfier",el temps,,46001,,,
606,"AMIC, Iberfier",la mañana,,25191,,,
607,"AMIC, Iberfier",la veu de l'anoia,,08700,,,
608,"AMIC, Iberfier",montpeità,,08272,,,
609,"AMIC, Iberfier",regió 7,,08240,,,
610,"AMIC, Iberfier",revista cambrils,,43850,,,
611,"AMIC, Iberfier",sa veu,,07100,,,
612,AMIC,eldiari,eldiari.online,,,,
613,AMIC,campingscat,campingscat.com,,,,
614,AMIC,Catalunyareligio,Catalunyareligio.cat,,,,
615,AMIC,sapsque,sapsque.com,,,,08911
616,AMIC,laveudalginet,laveudalginet.es,,,,
617,AMIC,escenacultural,escenacultural.net,,,,
618,AMIC,diaridebenicassim,diaridebenicassim.com,,,,
619,AMIC,areavisual,areavisual.cat,,,,
620,AMIC,gentedelasafor,gentedelasafor.es,,,,
621,AMIC,media,media.cat,,,,08012
622,AMIC,Núvol,Núvol.com,,,,
623,AMIC,frontissa,frontissa.cat,,,,
624,AMIC,culturalia,culturalia.club,,,,
625,AMIC,festescatalunya,festescatalunya.com,,,,08401
626,AMIC,culturaipaisatge,culturaipaisatge.cat,,,,
627,AMIC,tempsarts,tempsarts.cat,,,,46001
628,AMIC,verlanga,verlanga.com,,,,46006
629,AMIC,elculturista,elculturista.cat,,,,
630,AMIC,diaridelallengua,diaridelallengua.cat,,,,08030
631,AMIC,aboriginemag,aboriginemag.com,,,,43870
632,AMIC,inediteducacion,inediteducacion.com ( ineditweb.es),,,,
633,AMIC,vadevi,vadevi.cat,,,,
634,AMIC,valledeelda,valledeelda.com,,,,
635,AMIC,carrerlliure,carrerlliure.cat,,,,
636,AMIC,canalte24,canalte24.cat,,,,
637,AMIC,esportsradio,esportsradio.cat,,,,
638,AMIC,larepublicaesportiva,larepublicaesportiva.cat,,,,
639,AMIC,mon,mon,,,,
640,AMIC,esportbalear,esportbalear.es,,,,
641,AMIC,esportandreuenc,esportandreuenc.cat,,,,
642,AMIC,lapositiva,lapositiva.cat,,,,
643,AMIC,elgourmetcatala,elgourmetcatala.cat,,,,
644,AMIC,foodiesonmenorca,foodiesonmenorca.com,,,,
645,AMIC,vadegust,vadegust.cat,,,,
646,AMIC,balearsvadegust,balearsvadegust.cat,,,,
647,AMIC,hibridosyelectricos,hibridosyelectricos.com(publico.es),,,,
648,AMIC,metadata,metadata.cat,,,,08005
649,AMIC,blanquinegres,blanquinegres.com,,,,
650,AMIC,Junior-report,Junior-report.cat,,,,
651,AMIC,saplaca,saplaca.cat,,,,
652,AMIC,totpla,totpla.cat,,,,07260
653,AMIC,la-clau,la-clau.net,,,,
654,AMIC,onadigital,onadigital.cat,,,,
655,AMIC,sermaestrat,sermaestrat.com,,,,
656,AMIC,somgandia,somgandia.com,,,,
657,AMIC,somsafor,somsafor.com,,,,
658,AMIC,radiojove,radiojove.cat,,,,
659,AMIC,baixcampradio,baixcampradio.com,,,,
660,AMIC,empordà,empordà.info,,,,
661,AMIC,líniaciutatvella,líniaciutatvella.cat,,,,
662,AMIC,liniacornella,liniacornella.cat,,,,
663,AMIC,líniaeixample,líniaeixample.cat,,,,
664,AMIC,líniagracia,líniagracia.cat,,,,
665,AMIC,líniahorta,líniahorta.cat,,,,
666,AMIC,liniahospitalet,liniahospitalet.cat,,,,
667,AMIC,línialescorts,línialescorts.cat,,,,
668,AMIC,liniamar,liniamar.cat,,,,
669,AMIC,línianord,línianord.cat,,,,
670,AMIC,línianoubarris,línianoubarris.cat,,,,
671,AMIC,liniarambla,liniarambla.cat,,,,
672,AMIC,líniasantandreu,líniasantandreu.cat,,,,
673,AMIC,líniasantmarti,líniasantmarti.cat,,,,
674,AMIC,líniasants,líniasants.cat,,,,
675,AMIC,líniasarria,líniasarria.cat,,,,
676,AMIC,liniatres,liniatres.cat,,,,
677,AMIC,líniavalles,líniavalles.cat,,,,
678,AMIC,sommontmeló,sommontmeló.cat,,,,
679,AMIC,sommontornès,sommontornès.cat,,,,
680,AMIC,Territoris,Territoris.cat,,,,
681,AMIC,Viumolinsderei,Viumolinsderei.com,,,,
682,AMIC,Viurealspirineus,Viurealspirineus.cat,,,,
683,AMIC,andreuenc,andreuenc.cat,,,,
684,AMIC,apropebre,apropebre.cat,,,,43590
685,AMIC,calderi,calderi.cat,,,,
686,AMIC,canalbaixpenedes,canalbaixpenedes.cat,,,,43881
687,AMIC,castelldefels,castelldefels.digital,,,,
688,AMIC,districte7,districte7.cat,,,,
689,AMIC,ebreactiu,ebreactiu.cat,,,,43870
690,AMIC,el3,el3.cat,,,,08014
691,AMIC,elmirall,elmirall.net,,,,
692,AMIC,elmonic,elmonic.cat,,,,
693,AMIC,elpoll,elpoll.tv,,,,
694,AMIC,eltotbadalona,eltotbadalona.cat,,,,
695,AMIC,esplugues,esplugues.digital,,,,
696,AMIC,jornalet,jornalet.com,,,,
697,AMIC,laguait,laguait.cat,,,,17100
698,AMIC,lamarina,lamarina.cat,,,,
699,AMIC,lapremsamagazine,lapremsamagazine.cat,,,,
700,AMIC,larella,larella.cat,,,,
701,AMIC,lasemaineduroussillon,lasemaineduroussillon.com,,,,
702,AMIC,lecositges,lecositges.cat,,,,
703,AMIC,lleida24,lleida24.cat,,,,25006
704,AMIC,madeinperpignan,madeinperpignan.com,,,,
705,AMIC,marina360,marina360.cat,,,,
706,AMIC,martorelltv,martorelltv.com,,,,08740
707,AMIC,radioarrels,radioarrels.cat,,,,66000
708,AMIC,radiositges,radiositges.com,,,,
709,AMIC,revistagroc,revistagroc.com,,,,
710,AMIC,ripolletaldia,ripolletaldia.cat,,,,
711,AMIC,Santandreutv,Santandreutv.com,,,,
712,AMIC,sitgesactiu,sitgesactiu.com,,,,
713,AMIC,teleponent,teleponent.cat,,,,25008
714,AMIC,tot-hospitalet,tot-hospitalet.cat,,,,08901
715,AMIC,vilapress,vilapress.cat,,,,
716,AMIC,zonasec,zonasec.cat,,,,
717,AMIC,aabrera,aabrera.com,,,,
718,AMIC,aesparraguera,aesparraguera.com,,,,
723,AMIC,puntinformatiu,puntinformatiu.cat,,,,
724,AMIC,canalajuntament,canalajuntament.cat,,,,
725,AMIC,laradiodelsnens,laradiodelsnens.cat,,,,
726,AMIC,revistahiperbolic,revistahiperbolic.com,,,,
727,AMIC,ahoramarinabaixa,ahoramarinabaixa.es,,,,03590
728,AMIC,paris-barcelona,paris-barcelona.com,,,,69003
729,AMIC,suasesport,suasesport.com,,,,
730,AMIC,onacatradio,onacatradio.cat,,,,08191
731,AMIC,parlant-de-detalls,parlant-de-detalls.cat,,,,
732,AMIC,saltramusica,saltramusica.cat,,,,
733,AMIC,latraca,latraca.net,,,,
734,AMIC,criar,criar.cat (grup naciodigital),,,,
735,AMIC,qualsevolnit,qualsevolnit.cat,,,,
736,AMIC,laveudalgemesi,laveudalgemesi.es,,,,
737,AMIC,formularapida,formularapida.net,,,,
738,AMIC,barcelonaalemany,barcelonaalemany.com,,,,
739,AMIC,Lesmuntanyes,Lesmuntanyes.com,,,,
740,AMIC,revistaglobalclub,revistaglobalclub.es,,,,
741,AMIC,equinoxmagazine,equinoxmagazine.fr,,,,08013
743,AMIC,diacritic,diacritic.cat (fotlipou.com),,,,
744,AMIC,ludica,ludica.cat,,,,07014
745,AMIC,radiolavallduixo,radiolavallduixo.com,,,,
746,AMIC,aquicatalunha,aquicatalunha.com.br,,,,
747,AMIC,spacelaw,spacelaw.net   NO PUBLI,,,,
748,AMIC,Social,Social.cat,,,,
749,AMIC,tresdeu,tresdeu.com,,,,46016
750,AMIC,suhecapuntcom,suhecapuntcom.com,,,,
751,AMIC,fulldenginyeria,fulldenginyeria.cat,,,,
752,AMIC,portada,portada.info,,,,
753,AMIC,fetasantfeliu,fetasantfeliu.cat,,,,
754,AMIC,elsbruguersdigital,elsbruguersdigital.cat,,,,
755,AMIC,centpercent,centpercent.cat,,,,07500
756,AMIC,mallorcactual,mallorcactual.com,,,,
757,AMIC,manacorcomarcal,manacorcomarcal.com,,,,
758,AMIC,menorcadiario,menorcadiario.es,,,,
759,AMIC,onamediterrania,onamediterrania.cat,,,,
760,AMIC,Periodicodeibiza,Periodicodeibiza.es,,,,
761,AMIC,sompollença,sompollença.cat,,,,
762,AMIC,forum,forum.ad,,,,
763,AMIC,bondia,bondia.ad,,,,
764,AMIC,laciutat ,laciutat,,,,
765,AMIC,20 minutos barcelona,,,,,
766,AMIC,capgròs mataró i maresme,,,,,
767,AMIC,el nostre banyeres,,,,,
768,AMIC,diari més tarragona reus i costa daurada,,,,,
769,AMIC,el mirall.net,,,,,
770,AMIC,el nou de l'empordà,,,,,
771,AMIC,els colors del pla de l'estany,,,,,
772,AMIC,freqüència,,,,,08241
773,AMIC,gente catalunya,,,,,28006
774,AMIC,groc,,,,,
775,AMIC,indicador d'economía,,,,,
776,AMIC,la bústia del baix llobregat,,,,,
777,AMIC,la fura,,,,,08720
778,AMIC,la marina,,,,,
779,AMIC,el nostre muro,,,,,
780,AMIC,"la torre de barcelona (ed. sarrià, sant gervasi i les corts)",,,,,
781,AMIC,la torre de barcelona - oci i cultura familiar,,,,,
782,AMIC,el nostre xixona,,,,,
783,AMIC,canfali marina alta,,,,,
784,AMIC,linia les corts,,,,,
785,AMIC,línia l'hospitalet,,,,,
786,AMIC,"línia mar (ed. baix llobregat _ castelldefels, gavà, viladecans i el prat)",,,,,
787,AMIC,línia mar (ed. baix maresme),,,,,
788,AMIC,línia nord (ed. barcelonès),,,,,
789,AMIC,línia nord (ed. montserratí) _ abans: ed. baix llobregat,,,,,
790,AMIC,línia sarrià-sant gervasi,,,,,
791,AMIC,"línia tres (esplugues, st joan d, st just d)",,,,,
792,AMIC,línia vallès (ed. vallès oriental),,,,,
793,AMIC,línia vallès (ed. cerdanyola),,,,,
794,AMIC,llevant actualitat,,,,,
795,AMIC,més! osona ripollès garrotxa moianès  (abans: més osona),,,,,
796,AMIC,més vila-seca,,,,,
797,AMIC,mollet a mà,,,,,
798,AMIC,"pànxing berguedà, bages i solsonès",,,,,
799,AMIC,pànxing maresme,,,,,
800,AMIC,pànxing tot cerdanya,,,,,
801,AMIC,"reclam la cerdanya, l'alt urgell",,,,,
802,AMIC,reclam magazín,,,,,
803,AMIC,revista culturab _ (xarxa línia),,,,,
804,AMIC,revista orgull _ (xarxa línia),,,,,
805,AMIC,santcugat magazine,,,,,08172
806,AMIC,see barcelona,,,,,
807,AMIC,sommontornès,,,,,
808,AMIC,torredembarra actualitat,,,,,
809,AMIC,anoiamagazín,,,,,08700
810,AMIC,apunt menorca,,,,,
811,AMIC,bellaterra diari,,,,,
812,AMIC,bondia,,,,,
813,AMIC,calderí,,,,,
814,AMIC,ciutadella de franc,,,,,07760
815,AMIC,cultura i paisatge a la ruta del císter,,,,,
816,AMIC,el mònic,,,,,
817,AMIC,7 dies actualitat de benicarló,,,,,
818,AMIC,7 dies actualitat de vinaròs,,,,,
819,AMIC,buris-ana,,,,,12530
820,AMIC,ciutat de carlet,,,,,46240
821,AMIC,la opinión de torrent,,,,,
822,AMIC,èxit vallès,,,,,
823,AMIC,flash deco sant cugat,,,,,
824,AMIC,iluro,,,,,
825,AMIC,info calafell,,,,,
826,AMIC,info roda,,,,,
827,AMIC,la positiva,,,,,
828,AMIC,la rella,,,,,
829,AMIC,la veu d'alginet,,,,,
830,AMIC,les mesures del pirineu,,,,,25700
831,AMIC,l'ham,,,,,
832,AMIC,l’informatiu de palau-solità i plegamans,,,,,08184
833,AMIC,l'opinió l'hospitalet i baix llobregat,,,,,
834,AMIC,magazine lleida,,,,,25001
835,AMIC,notícies del matarranya,,,,,44586
836,AMIC,nua,,,,,
837,AMIC,paral·lel oh!,,,,,08015
838,AMIC,"reclam la garrotxa""el 29""",,,,,
839,AMIC,respira comerç,,,,,17500
840,AMIC,revista badalona 2000,,,,,08912
841,AMIC,revista de vic,,,,,
842,AMIC,revista la ciutat,,,,,43001
843,AMIC,revista mira'm,,,,,
844,AMIC,revista útil,,,,,07702
845,AMIC,somiatruites,,,,,07701
846,AMIC,territoris magazine,,,,,
847,AMIC,tot caldes de montbui,,,,,08140
848,AMIC,tot .... i més,,,,,
849,AMIC,tothosap! garraf,,,,,08800
850,AMIC,tot molins,,,,,08750
851,AMIC,tot osona,,,,,
852,AMIC,"tot temàtic (tot casa, tot salut i tot gastro)",,,,,
853,AMIC,zona sec,,,,,
854,AMIC,l'alcudia 752,,,,,
855,AMIC,el nostre bocairent,,,,,
856,AMIC,7setmanari de llevat,,,,,
857,AMIC,"al portal, veus de l'aguer",,,,,
858,AMIC,el nostre oliva,,,,,
859,AMIC,cala millor 7,,,,,07550
860,AMIC,la veu d'algemesí,,,,,
861,AMIC,"camacuc, revista per xiquets i xiquetes",,,,,46200
862,AMIC,cent per cent,,,,,
863,AMIC,d ferreries,,,,,
864,AMIC,diari ara,,,,,
865,AMIC,diari menorca,,,,,
866,AMIC,dona secret,,,,,
867,AMIC,el 9 nou osona i el ripolles,,,,,
868,AMIC,el 9 nou vallès oriental,,,,,
869,AMIC,el breny,,,,,
870,AMIC,el gratis,,,,,
871,AMIC,el iris,,,,,
872,AMIC,el nostre ciutat,,,,,
873,AMIC,el periòdic d'andorra,,,,,
874,AMIC,el periòdic d'ontinyent,,,,,
875,AMIC,el saò,,,,,
876,AMIC,escaparate,,,,,
877,AMIC,estil,,,,,
878,AMIC,la semaine du roussillon,,,,,
879,AMIC,la traca,,,,,
880,AMIC,la veu de l'anoia _ info preu 1/2 diba,,,,,
881,AMIC,"las bandas periòdic de la música, les músiques i la cultura popular _ (pv)",,,,,
882,AMIC,l'eco de sitges,,,,,
883,AMIC,l'estel,,,,,
884,AMIC,magazín la mira,,,,,
885,AMIC,manacor comarcal,,,,,
886,AMIC,mel i sucre,,,,,
887,AMIC,mil dimonis,,,,,
888,AMIC,món sant cugat,,,,,
889,AMIC,penedès econòmic,,,,,
890,AMIC,periódico de ibiza y formentera,,,,,
891,AMIC,portada.info,,,,,
892,AMIC,punt informatiu pollença,,,,,
893,AMIC,revista poble (pv),,,,,
894,AMIC,s'altra música,,,,,
895,AMIC,sa plaça,,,,,
896,AMIC,setmanari informació comarcal notícies,,,,,
897,AMIC,setmanari sóller,,,,,
898,AMIC,semanario valle de elda,,,,,
899,AMIC,suheca,,,,,
900,AMIC,top girona,,,,,17007
901,AMIC,tucomarca.com,,,,46360.0,46360
902,AMIC,vallespir,,,,,
903,Iberfier,243 cat,243cat.wordpress.com,,,,
904,Iberfier,25 televisió,25televisio.com,08036,,,
905,Iberfier,40 putes,40putes.com,,,,
906,Iberfier,50x7,50x7.com,,,,
907,Iberfier,772 el diari digital de castellbisbal,772.cat,08755,,,
908,Iberfier,7 dies vallès,7diesvalles.com,08211,,,
909,Iberfier,7deràdio,7deradio.cat,,,,
910,Iberfier,777 comunica,setsetset.cat,08292,,,
911,Iberfier,8 tv,8tv.cat,08036,,,
912,Iberfier,9 exili,9exili.com,,,,
913,Iberfier,9 magazine,9magazin.el9nou.cat,08500,,,
914,Iberfier,acel obert,acelobert.com,08025,,,
915,Iberfier,actualitat penal,actualitatpenal.cat,43002,,,
916,Iberfier,actualitat valenciana,actualitatvalenciana.com,12001,,,
917,Iberfier,agència catalana de notícies,acn.cat,08029,,,
918,Iberfier,agencia efe,efe.com,28036,,,
919,Iberfier,agrocultura,agrocultura.org,08242,,,
920,Iberfier,aixoes mallorca,aixoesmallorca.com,,,,
921,Iberfier,alacant extra,alacantextra.com,46017,,,
922,Iberfier,altanto!!,altanto.cat,25110,,,
923,Iberfier,alzira ràdio,alziraradio.com,46600,,,
924,Iberfier,antena catalana,antenacatalana.net,,,,
925,Iberfier,à punt,apuntmedia.es,46100,,,
926,Iberfier,ara granollers,aragranollers.cat,08100,,,
927,Iberfier,ara vallès,aravalles.cat,08100,,,
928,Iberfier,audiovisual cabrera,audiovisualcabrera.net,08349,,,
929,Iberfier,avenç el palau,avensdelpalau.cat,25243,,,
930,Iberfier,badalona comunicació,bdncom.cat,08915,,,
931,Iberfier,badanotis,badanotis.com,,,,
932,Iberfier,banyoles tv,banyolestv.cat,17820,,,
933,Iberfier,barcelona digital radio,digitalradio.cat,08014,,,
934,Iberfier,barcelona metròpolis,barcelona.cat,08014,,,
935,Iberfier,belltall,belltall.net,,,,
936,Iberfier,benegre,benegre.cat,,,,
937,Iberfier,berguedà actual,bergactual.com,08600,,,
938,Iberfier,blanes al día,blanesaldia.com,17300,,,
939,Iberfier,boca ràdio,bocaradio.org,08032,,,
940,Iberfier,bolsamania,bolsamania.com,28020,,,
941,Iberfier,butxaca,butxaca.com,08010,,,
942,Iberfier,cafèambllet.com,cafeambllet.com,,,,
943,Iberfier,calafell radio y tv,calafell.tv,43820,,,
944,Iberfier,calamillor7,calamillor7.com,07550,,,
945,Iberfier,cam ràdio,camradio.blogspot.com.es,,,,
946,Iberfier,canal 4 radio,canal4radio.com,07121,,,
947,Iberfier,canal 4 tv,canal4televisio.com,,,,
948,Iberfier,canal set,canalset.com,08187,,,
949,Iberfier,canal taronja,canaltaronja.cat,08241,,,
950,Iberfier,capçalera,periodistes.cat,08007,,,
951,Iberfier,caràkter ciutadà,carakter.org,08830,,,
952,Iberfier,cassà digital,cassadigital.cat,17224,,,
953,Iberfier,catalunya cristiana,catalunyacristiana.cat,08014,,,
954,Iberfier,catalunya news,catalunyanews.cat,08001,,,
955,Iberfier,catalunya plural,catalunyaplural.cat,08023,,,
956,Iberfier,catalunya radio,ccma.cat,08021,,,
957,Iberfier,cat música,catmusica.cat,,,,
958,Iberfier,cerdanya digital,cerdanyadigital.cat,17520,,,
959,Iberfier,cerdanyola informa!,cerdanyolainforma.cat,08222,,,
960,Iberfier,cinegeticat,cinegeticat.cat,08261,,,
961,Iberfier,circ de tarragona,circdetarragona.com,43003,,,
962,Iberfier,ciutat nova,ciutatnova.org,17249,,,
963,Iberfier,clicama,clicama.cat,08100,,,
964,Iberfier,clic tv,clictv.cat,,,,
965,Iberfier,climática,climatica.lamarea.com,28004,,,
966,Iberfier,código nuevo,codigonuevo.com,08009,,,
967,Iberfier,comunicació palafrugell,comunicaciopalafrugell.cat,17200,,,
968,Iberfier,contra banda,contrabanda.org,08080,,,
969,Iberfier,converses a catalunya,conversesacatalunya.cat,08034,,,
970,Iberfier,cooltura fm,coolturafm.com,08005,,,
971,Iberfier,cope tarragona-reus,cope.es,43201,,,
972,Iberfier,cope valencia,cope.es,46004,,,
973,Iberfier,corporació catalana de mitjans audiovisuals,ccma.cat,08017,,,
974,Iberfier,costa magazine,costamagazine.com,43982,,,
975,Iberfier,cupatges,cupatges.cat,08041,,,
976,Iberfier,despí tv,despi.tv,,,,
977,Iberfier,d’estil,destil.cat,17469,,,
978,Iberfier,diacrític,diacritic.cat,08010,,,
979,Iberfier,diagonal,revistadiagonal.com,08028,,,
980,Iberfier,diari català,diaricatala.cat,08191,,,
981,Iberfier,diari de barcelona,diaridebarcelona.cat,08002,,,
982,Iberfier,diari de la neu,diaridelaneu.cat,17700,,,
983,Iberfier,diari de tarragona,diaridetarragona.com,43005,,,
984,Iberfier,diari de vilanova,diaridevilanova.cat,08800,,,
985,Iberfier,diari la terreta,diarilaterreta.com,12003,,,
986,Iberfier,diari la veu,diarilaveu.com,46270,,,
987,Iberfier,diari maresme,diarimaresme.com,08940,,,
988,Iberfier,diari serpis,diariserpis.com,46750,,,
989,Iberfier,diari win,diariwin.cat,08172,,,
990,Iberfier,directe!,directe.cat,08010,,,
991,Iberfier,dossier europa,dossiereuropa.eu,25002,,,
992,Iberfier,ebre exprés,ebreexpres.com,43870,,,
993,Iberfier,el 3 de vuit,el3devuit.cat,08720,,,
994,Iberfier,el babau,elbabau.net,25286,,,
995,Iberfier,el capicua,elcapicua.cat,,,,
996,Iberfier,el caso,elcaso.net,08029,,,
997,Iberfier,el castell,elcastell.org,08860,,,
998,Iberfier,el cinèfil,elcinefil.cat,,,,
999,Iberfier,el diari,eldiari.cat,08240,,,
1000,Iberfier,el diari del vallès,diaridelvalles.cat,08224,,,
1001,Iberfier,eldiario.es,eldiario.es,28028,,,
1002,Iberfier,el dimoni,eldimoni.com,17820,,,
1003,Iberfier,el far fm,elfarfm.cat,,,,
1004,Iberfier,el matí independent de lleida,elmatiindependent.com,,,,
1005,Iberfier,el mercadal,elmercadal.cat,25600,,,
1006,Iberfier,el montònec digital,montonec.cat,08736,,,
1007,Iberfier,el nacional.cat,elnacional.cat,08029,,,
1008,Iberfier,el nas de cardedeu,elnasdecardedeu.cat,08440,,,
1009,Iberfier,el nostre digital,elnostreperiodic.com,03801,,,
1010,Iberfier,el país,elpais.com,28037,,,
1011,Iberfier,el periódico,elperiodico.com,08009,,,
1012,Iberfier,el poll tv,elpolltv.cat,17240,,,
1013,Iberfier,el prat tv,elprat.tv,08820,,,
1014,Iberfier,el ripollès digital,ripollesdigital.cat,17800,,,
1015,Iberfier,el salto,elsaltodiario.com,28045,,,
1016,Iberfier,el setmanari de súria,elsetmanaridesuria.cat,08006,,,
1017,Iberfier,el sot,elsot.cat,08192,,,
1018,Iberfier,el tecnològic,eltecnologic.cat,,,,
1019,Iberfier,el ter,elter.net,08560,,,
1020,Iberfier,el tot granollers,eltotgranollers.cat,08401,,,
1021,Iberfier,el tot mataró i maresme,totmataro.cat,08301,,,
1022,Iberfier,el travesser,eltravesser.cat,43800,,,
1023,Iberfier,el triangle,eltriangle.eu,08002,,,
1024,Iberfier,el vallenc,elvallenc.cat,43800,,,
1025,Iberfier,emporda digital,empordadigital.cat,,,,
1026,Iberfier,e-notícies,e-noticies.cat,08025,,,
1027,Iberfier,entorn revista digital,revistaentorn.com,,,,
1028,Iberfier,entreacte,entreacte.cat,08030,,,
1029,Iberfier,eroski consumer,consumer.es,48230,,,
1030,Iberfier,es diari,esdiari.com,07702,,,
1031,Iberfier,esguard,revistaesguard.cat,08003,,,
1032,Iberfier,espluga fm ràdio,esplugafmradio.info,43440,,,
1033,Iberfier,esquerra diari catalunya,esquerradiari.cat,,,,
1034,Iberfier,ésteva,etv.cat,08950,,,
1035,Iberfier,estris,estris.cat,08029,,,
1036,Iberfier,ets el que menges,etselquemenges.cat,08006,,,
1037,Iberfier,fem safareig,femsafareig.cat,43330,,,
1038,Iberfier,fútbol base catalá,futbolbasecatala.cat,08019,,,
1039,Iberfier,garrotxa digital,garrotxadigital.cat,17800,,,
1040,Iberfier,gavà tv,gavatv.cat,08850,,,
1041,Iberfier,gent gran,gentgran.org,08011,,,
1042,Iberfier,gidona,gidona.cat,17455,,,
1043,Iberfier,gironanotícies.com,gironanoticies.com,,,,
1044,Iberfier,globalon,globalon.es,,,,
1045,Iberfier,gool natura,goolnatura.cat,,,,
1046,Iberfier,gràcia món,graciamon.cat,,,,
1047,Iberfier,gràcia televisió,graciatelevisio.cat,,,,
1048,Iberfier,gramenet 2.0,gramenet20.com,,,,
1049,Iberfier,granollers informa!,granollersinforma.com,08222,,,
1050,Iberfier,gran vía radio,granviaradio.wixsite.com,08020,,,
1051,Iberfier,groc revista,revistagroc.com,25600,,,
1052,Iberfier,grup4,grup4.com,07121,,,
1053,Iberfier,guia nupcial,guianupcial.com,43713,,,
1054,Iberfier,hiperbòlic,hiperbolic.es,07012,,,
1055,Iberfier,hit 103,hit103.cat,43800,,,
1056,Iberfier,hola lleida,holalleida.com,25001,,,
1057,Iberfier,hora nova,horanova.cat,17600,,,
1058,Iberfier,ib3 televisió y ràdio,ib3tv.com,07180,,,
1059,Iberfier,icat radio,catradio.cat,08970,,,
1060,Iberfier,imc barcelona,barcelona.indymedia.org,,,,
1061,Iberfier,independent barbera,independentbarbera.cat,08210,,,
1062,Iberfier,indumentat,indumentat.com,,,,
1063,Iberfier,info jonquera,infojonquera.cat,17700,,,
1064,Iberfier,jove espectacle,jovespectacle.cat,08391,,,
1065,Iberfier,junior report,junior-report.media,08010,,,
1066,Iberfier,kodro.cat,kodro.cat,08320,,,
1067,Iberfier,la cala rtv,ametllamar.cat,43860,,,
1068,Iberfier,l'accent,laccent.cat,,,,
1069,Iberfier,la farga - revista de salt,revistalafarga.cat,17190,,,
1070,Iberfier,l'actual,radiocastellar.cat,08211,,,
1071,Iberfier,la fulla,lafulla.cat,25332,,,
1072,Iberfier,la local ràdio tiana,lalocal.tianat.cat,08391,,,
1073,Iberfier,la marina digital,lamarinadigital.cat,08038,,,
1074,Iberfier,la nova ràdio,lanovaradio.cat,13201,,,
1075,Iberfier,la ocho mediterráneo,laocho.tv,46023,,,
1076,Iberfier,la palanca,lapalanca.cat,25730,,,
1077,Iberfier,la plana al día,laplanaaldia.com,12530,,,
1078,Iberfier,la revistona,larevistona.cat,,,,
1079,Iberfier,l'artesenc,lartesenc.cat,08271,,,
1080,Iberfier,la veu de benicarló,laveudebenicarlo.info,12580,,,
1081,Iberfier,latinos fm,latinosfm.es,,,,
1082,Iberfier,la vanguardia,lavanguardia.com,08036,,,
1083,Iberfier,l'avenç,lavenc.cat,08010,,,
1084,Iberfier,la vila,lavila.cat,43840,,,
1085,Iberfier,lacolumna.cat,lacolumna.cat,08003,,,
1086,Iberfier,la vila digital,laviladigital.com,08470,,,
1087,Iberfier,la xarxa,laxarxa.com,08310,,,
1088,Iberfier,l’eco de sitges,lecodesitges.cat,08870,,,
1089,Iberfier,l'econòmic,leconomic.cat,08009,,,
1090,Iberfier,l'esportiu de catalunya,lesportiudecatalunya.cat,17005,,,
1091,Iberfier,levante ud radio,levanteud.com,46019,,,
1092,Iberfier,lhdigital,lhdigital.cat,08902,,,
1093,Iberfier,l'hora | el diari en línia de nou cicle,noucicle.org,,,,
1094,Iberfier,lliure i millor,lliureimillor.cat,17820,,,
1095,Iberfier,llobregós informatiu,llobregos.info,25750,,,
1096,Iberfier,l’opció,lopcio.cat,43800,,,
1097,Iberfier,lo pedris,lopedris.cat,43380,,,
1098,Iberfier,l'unilateral,unilateral.cat,08302,,,
1099,Iberfier,malgrat comunicació,malgratcomunicacio.cat,08380,,,
1100,Iberfier,maresme 360,maresme360.cat,17410,,,
1101,Iberfier,matadepera tv,matadepera.cat,08230,,,
1102,Iberfier,mataró audiovisual,mataroaudiovisual.alacarta.cat,,,,
1103,Iberfier,mètode,metode.cat,46008,,,
1104,Iberfier,mislata news,mislatanews.com,46920,,,
1105,Iberfier,mislata radio,mislataradio.com,46920,,,
