ID,Origin,media,url,zipcode,lat,lon,poblacion,provincia,comunidad autonoma,comarca
234,"Iberfier, CAC",alpicat ràdio,alpicatradio.com,25110,0.55526727,41666506160.0,Alpicat,Lleida,Cataluña,Segrià
235,"Iberfier, CAC",altafulla ràdio,altafullaradio.cat,43893,1376510770.0,41141814750.0,Altafulla,Tarragona,Cataluña,Tarragonès
236,"Iberfier, CAC",amposta ràdio,amposta.cat,43870,0.57831025,40710388300.0,Amposta,Tarragona,Cataluña,Montsià
237,"Iberfier, CAC",antena aldaia,antenaaldaia.com,43896,0.6084918,40740561850.0,L'Aldea,Tarragona,Cataluña,
238,"Iberfier, CAC",antena caro,antenacaro.cat,43520,0.50335187,40820390610.0,Roquetes,Tarragona,Cataluña,Baix Ebre
239,"Iberfier, CAC",canal 10 empordà,canal10.cat,17130,3132996090.0,42124672350.0,L'Escala,Girona,Cataluña,
240,"Iberfier, CAC",canal blau,canalblau.cat,08800,1723839900.0,41227219910.0,Vilanova i la Geltrú,Barcelona,Cataluña,Garraf
241,"Iberfier, CAC",constantí ràdio,constantiradio.cat,43120,1212375970.0,41154094600.0,Constantí,Tarragona,Cataluña,Tarragonès
242,"Iberfier, CAC",cope barcelona,cope.es,08099,,,,,,
243,"Iberfier, CAC",digital hits fm,digitalhits.cat,08809,,,,,,
243,"Iberfier, CAC",digital hits fm,digitalhits.cat,08206,2107789940.0,41546958990.0,Sabadell,Barcelona,Cataluña,Vallès Occidental
243,"Iberfier, CAC",digital hits fm,digitalhits.cat,08026,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
248,"Iberfier, CAC",el prat ràdio,elpratradio.com,08820,2092623600.0,41330958480.0,El Prat de Llobregat,Barcelona,Cataluña,Baix Llobregat
249,"Iberfier, CAC",flaix fm,flaixfm.cat,08391,2268282240.0,41484608330.0,Tiana,Barcelona,Cataluña,Maresme
249,"Iberfier, CAC",flaix fm,flaixfm.cat,08007,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
258,"Iberfier, CAC",gum fm,gumfm.com,25530,0.79595308,42701427120.0,Vielha e Mijaran,Lleida,Cataluña,Aran
260,"Iberfier, CAC",imagina ràdio,imaginaradio.com,43500,0.52500631,40811021460.0,Tortosa,Tarragona,Cataluña,Baix Ebre
261,"Iberfier, CAC",la sénia ràdio,laseniaradio.cat,43560,0.28236554,40636138300.0,La Sénia,Tarragona,Cataluña,Montsià
262,"Iberfier, CAC",la plana ràdio,laplanaradio.cat,43570,0.49263884,40714377670.0,Santa Bàrbara,Tarragona,Cataluña,Montsià
263,"Iberfier, CAC",la veu de navàs,laveudenavas.navas.cat,08670,1878461470.0,41900849500.0,Navàs,Barcelona,Cataluña,Bages
264,"Iberfier, CAC",llagostera ràdio,llagosteraradio.cat,17240,2891999100.0,41828674490.0,Llagostera,Girona,Cataluña,Gironès
265,"Iberfier, CAC",mataró ràdio,mataroradio.cat,08302,2446580620.0,41540846900.0,Mataró,Barcelona,Cataluña,Maresme
266,"Iberfier, CAC",nova ràdio lloret,novaradiolloret.org,17310,2847395070.0,41699579440.0,Lloret de Mar,Girona,Cataluña,Selva
267,"Iberfier, CAC",olot televisió,olot.tv,17800,2488165590.0,42181837930.0,Olot,Girona,Cataluña,Garrotxa
268,"Iberfier, CAC",ona codinenca,onacodinenca.cat,08182,2161917000.0,41687624540.0,Sant Feliu de Codines,Barcelona,Cataluña,Vallès Oriental
269,"Iberfier, CAC",ona la torre,ona-latorre.cat,43830,1395579220.0,41145081280.0,Torredembarra,Tarragona,Cataluña,Tarragonès
270,"Iberfier, CAC",rac 1,rac1.org,08036,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
291,"Iberfier, CAC",rac 105,rac105.cat,08036,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
306,"Iberfier, CAC",ràdio abrera,radioabrera.cat,08630,1902210180.0,41517943520.0,Abrera,Barcelona,Cataluña,Baix Llobregat
307,"Iberfier, CAC",ràdio arenys,radioarenys.cat,08350,2549538670.0,41580556650.0,Arenys de Mar,Barcelona,Cataluña,Maresme
308,"Iberfier, CAC",ràdio arenys de munt,radioarenysmunt.cat,08358,2539859480.0,41609089140.0,Arenys de Munt,Barcelona,Cataluña,Maresme
309,"Iberfier, CAC",ràdio argentona,argentona.cat,08310,2400733040.0,41554146050.0,Argentona,Barcelona,Cataluña,Maresme
310,"Iberfier, CAC",ràdio balsareny,radiobalsareny.org,08660,1877600630.0,41863229490.0,Balsareny,Barcelona,Cataluña,Bages
311,"Iberfier, CAC",ràdio banyoles,Radiobanyoles.cat,17820,2769469900.0,42120591370.0,Banyoles,Girona,Cataluña,Pla de l'Estany
312,"Iberfier, CAC",ràdio blanes,radioblanes.cat,17300,2792292960.0,41675921570.0,Blanes,Girona,Cataluña,Selva
313,"Iberfier, CAC",ràdio cabrera,audiovisualcabrera.net,08349,2392583360.0,41528045390.0,Cabrera de Mar,Barcelona,Cataluña,Maresme
314,"Iberfier, CAC",ràdio caldes,radiocaldes.cat,08140,2164880780.0,41631217180.0,Caldes de Montbui,Barcelona,Cataluña,Vallès Oriental
315,"Iberfier, CAC",ràdio canet,radiocanet.cat,08360,2582637960.0,41589633980.0,Canet de Mar,Barcelona,Cataluña,Maresme
316,"Iberfier, CAC",ràdio cap de creus,radiocapdecreus.radiostream321.com,17488,3275651260.0,42288080660.0,Cadaqués,Girona,Cataluña,Alt Empordà
317,"Iberfier, CAC",ràdio capellades,radiocapellades.net,08786,1686314900.0,41531371210.0,Capellades,Barcelona,Cataluña,Anoia
318,"Iberfier, CAC",ràdio cassà,radiocassa.cat,17244,2874399070.0,41887282780.0,Cassà de la Selva,Girona,Cataluña,Gironès
319,"Iberfier, CAC",ràdio castelldefels,radiocastelldefels.org,08860,1976806410.0,41278773430.0,Castelldefels,Barcelona,Cataluña,Baix Llobregat
320,"Iberfier, CAC",ràdio celrà,radio.celra.cat,17460,2879071240.0,42024614380.0,Celrà,Girona,Cataluña,Gironès
321,"Iberfier, CAC",ràdio cornellà,radiocornella.cat,08940,2070132020.0,41355469340.0,Cornellà de Llobregat,Barcelona,Cataluña,Baix Llobregat
322,"Iberfier, CAC",ràdio cubelles,radiocubelles.cat,08880,1672826720.0,41208725840.0,Cubelles,Barcelona,Cataluña,Garraf
323,"Iberfier, CAC",ràdio cunit,radiocunit.cat,43881,1634060680.0,41197867990.0,Cunit,Tarragona,Cataluña,Baix Penedès
324,"Iberfier, CAC",ràdio desvern,radiodesvern.com,08960,2076096680.0,41386025890.0,Sant Just Desvern,Barcelona,Cataluña,Baix Llobregat
325,"Iberfier, CAC",ràdio dos 84,radiodos84.com,17450,2633623760.0,41744045360.0,Hostalric,Girona,Cataluña,Selva
326,"Iberfier, CAC",ràdio estel,radioestel.com,08014,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
337,"Iberfier, CAC",ràdio falset,radiofalset.cat,43730,0.82092617,41145608400.0,Falset,Tarragona,Cataluña,Priorat
338,"Iberfier, CAC",ràdio flaixbac,radioflaixbac.cat,08007,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
338,"Iberfier, CAC",ràdio flaixbac,radioflaixbac.cat,08391,2268282240.0,41484608330.0,Tiana,Barcelona,Cataluña,Maresme
351,"Iberfier, CAC",ràdio flix,radioflix.cat,43750,0.55033997,41231102220.0,Flix,Tarragona,Cataluña,Ribera d'Ebre
352,"Iberfier, CAC",ràdio gavà,radiogava.cat,08840,2018247150.0,41317325290.0,Viladecans,Barcelona,Cataluña,Baix Llobregat
353,"Iberfier, CAC",ràdio gelida,radiogelida.cat,08790,1861368310.0,41440534140.0,Gelida,Barcelona,Cataluña,Alt Penedès
354,"Iberfier, CAC",ràdio granollers,emisora.org.es,08400,,,,,,
355,"Iberfier, CAC",ràdio igualada,radioigualada.cat,08700,1618295880.0,41578950960.0,Igualada,Barcelona,Cataluña,Anoia
356,"Iberfier, CAC",ràdio la vall,radiolavall.cat,17178,2407684750.0,42149558840.0,La Vall d'en Bas,Girona,Cataluña,Garrotxa
357,"Iberfier, CAC",ràdio les borges,radiolesborges.cat,25400,0.86890823,41521785550.0,Les Borges Blanques,Lleida,Cataluña,Garrigues
358,"Iberfier, CAC",ràdio l'escala,radiolescala.cat,17130,3132996090.0,42124672350.0,L'Escala,Girona,Cataluña,
359,"Iberfier, CAC",ràdio les planes,radiolesplanes.com,17172,2536928020.0,42055620390.0,Les Planes d'Hostoles,Girona,Cataluña,Garrotxa
360,"Iberfier, CAC",ràdio llavaneres,radiollavaneres.cat,08392,2482471640.0,41574277070.0,Sant Andreu de Llavaneres,Barcelona,Cataluña,Maresme
361,"Iberfier, CAC",ràdio manlleu,radiomanlleu.cat,08560,2285028180.0,42001126710.0,Manlleu,Barcelona,Cataluña,Osona
362,"Iberfier, CAC",ràdio maricel,radiomaricel.cat,08870,1805684230.0,41237169440.0,Sitges,Barcelona,Cataluña,Garraf
363,"Iberfier, CAC",ràdio marina,radiomarina.com,17300,2792292960.0,41675921570.0,Blanes,Girona,Cataluña,Selva
365,"Iberfier, CAC",ràdio masquefa,miratv.cat,08783,1811084150.0,41502635210.0,Masquefa,Barcelona,Cataluña,Anoia
366,"Iberfier, CAC",ràdio molins de rei,radiomolinsderei.cat,08750,2017369080.0,41413211100.0,Molins de Rei,Barcelona,Cataluña,Baix Llobregat
367,"Iberfier, CAC",ràdio montblanc,radiomontblanc.cat,43400,1161715650.0,41377055490.0,Montblanc,Tarragona,Cataluña,Conca de Barberà
368,"Iberfier, CAC",ràdio montgrí,radiomontgri.com,17257,3107410590.0,42012073330.0,Fontanilles,Girona,Cataluña,Baix Empordà
369,"Iberfier, CAC",ràdio montornès,radio.montornes.cat,08170,2265310710.0,41543011050.0,Montornès del Vallès,Barcelona,Cataluña,Vallès Oriental
370,"Iberfier, CAC",ràdio ona,radioona.com,08570,2263344890.0,42046914640.0,Torelló,Barcelona,Cataluña,Osona
371,"Iberfier, CAC",ràdio palafolls,radiopalafolls.cat,08389,2749183640.0,41667270490.0,Palafolls,Barcelona,Cataluña,Maresme
372,"Iberfier, CAC",ràdio palafrugell,radiopalafrugell.cat,17200,3163977640.0,41917181590.0,Palafrugell,Girona,Cataluña,Baix Empordà
373,"Iberfier, CAC",ràdio palamós,palamoscomunicacio.cat,17230,3128658030.0,41846746750.0,Palamós,Girona,Cataluña,Baix Empordà
374,"Iberfier, CAC",ràdio pineda,radiopineda.com,08397,2689665520.0,41628764700.0,Pineda de Mar,Barcelona,Cataluña,Maresme
375,"Iberfier, CAC",ràdio pista,radiopista.cat,08550,2233556250.0,41814194020.0,Balenyà,Barcelona,Cataluña,Osona
376,"Iberfier, CAC",ràdio premià de mar,radiopremiademar.org,08330,2356621250.0,41489604710.0,Premià de Mar,Barcelona,Cataluña,Maresme
377,"Iberfier, CAC",ràdio puig-reig,radiopuig-reig.net,08692,1881519320.0,41970869150.0,Puig-reig,Barcelona,Cataluña,Berguedà
378,"Iberfier, CAC",ràdio ràpita,enacast.com,43540,0.59230274,40619571590.0,Sant Carles de la Ràpita,Tarragona,Cataluña,Montsià
379,"Iberfier, CAC",ràdio rosselló,radiorossello.radiostream321.com,25124,0.59696806,41692667480.0,Rosselló,Lleida,Cataluña,Segrià
380,"Iberfier, CAC",ràdio rubí,radiorubi.fm,08191,2030032520.0,41491736950.0,Rubí,Barcelona,Cataluña,Vallès Occidental
381,"Iberfier, CAC",ràdio sallent,radiosallent.cat,08650,1896570430.0,41823657700.0,Sallent,Barcelona,Cataluña,Bages
382,"Iberfier, CAC",ràdio sant andreu,radiosantandreu.com,08740,1975239250.0,41446756590.0,Sant Andreu de la Barca,Barcelona,Cataluña,Baix Llobregat
383,"Iberfier, CAC",ràdio sant boi,radiosantboi.cat,08830,2041821160.0,41342537100.0,Sant Boi de Llobregat,Barcelona,Cataluña,Baix Llobregat
384,"Iberfier, CAC",ràdio sant cebrià,radiosantcebria.cat,08396,2601790640.0,41620352990.0,Sant Cebrià de Vallalta,Barcelona,Cataluña,Maresme
385,"Iberfier, CAC",ràdio sant feliu,rsf.cat,08980,2045794270.0,41380743750.0,Sant Feliu de Llobregat,Barcelona,Cataluña,Baix Llobregat
385,"Iberfier, CAC",ràdio sant feliu,rsf.cat,17220,3028695340.0,41780425640.0,Sant Feliu de Guíxols,Girona,Cataluña,Baix Empordà
387,"Iberfier, CAC",ràdio sant hilari,radiosanthilari.com,17403,2508495390.0,41878925580.0,Sant Hilari Sacalm,Girona,Cataluña,Selva
388,"Iberfier, CAC",ràdio sant joan,rsj.cat,17857,2509070020.0,42212722220.0,Sant Joan les Fonts,Girona,Cataluña,Garrotxa
388,"Iberfier, CAC",ràdio sant joan,rsj.cat,08250,1806675960.0,41744761030.0,Sant Joan de Vilatorrada,Barcelona,Cataluña,Bages
390,"Iberfier, CAC",ràdio sant quirze,radiosantquirze.cat,08192,2080981950.0,41533291240.0,Sant Quirze del Vallès,Barcelona,Cataluña,Vallès Occidental
391,"Iberfier, CAC",ràdio sant sadurní,radiosantsadurni.wordpress.com,08770,2489840400.0,41689717400.0,Sant Celoni,Barcelona,Cataluña,Vallès Oriental
392,"Iberfier, CAC",ràdio sarrià,radio.sarriadeter.cat,17840,2823918200.0,42015554390.0,Sarrià de Ter,Girona,Cataluña,Gironès
393,"Iberfier, CAC",ràdio silenci,radiosilenci.cat,08530,2354677040.0,41693785510.0,Cànoves i Samalús,Barcelona,Cataluña,Vallès Oriental
394,"Iberfier, CAC",ràdio súria,radiosuria.cat,08260,1752877900.0,41831320810.0,Súria,Barcelona,Cataluña,Bages
395,"Iberfier, CAC",ràdio taradell,radiotaradell.com,08552,2287765940.0,41873393180.0,Taradell,Barcelona,Cataluña,Osona
396,"Iberfier, CAC",ràdio tiana,lalocal.tianat.cat,08391,2268282240.0,41484608330.0,Tiana,Barcelona,Cataluña,Maresme
397,"Iberfier, CAC",ràdio tordera,radiotordera.cat,08490,2719251900.0,41699925250.0,Tordera,Barcelona,Cataluña,Maresme
398,"Iberfier, CAC",ràdio tortosa,radiotortosa.cat,43500,0.52500631,40811021460.0,Tortosa,Tarragona,Cataluña,Baix Ebre
399,"Iberfier, CAC",ràdio vic,radiovic.cat,08500,2255735690.0,41928383540.0,Vic,Barcelona,Cataluña,Osona
400,"Iberfier, CAC",ràdio vilablareix,radiovilablareix.cat,17180,2772843940.0,41956939610.0,Vilablareix,Girona,Cataluña,Gironès
401,"Iberfier, CAC",ràdio vilafant,radiovilafant.net,17740,2937865270.0,42247039410.0,Vilafant,Girona,Cataluña,Alt Empordà
402,"Iberfier, CAC",ràdio vila-sacra,radiovila-sacra.cat,17485,3018602990.0,42266066440.0,Vila-sacra,Girona,Cataluña,Alt Empordà
403,"Iberfier, CAC",ràdio vitamènia,radiovitamenia.wordpress.com,08460,2434302060.0,41704760650.0,Sant Esteve de Palautordera,Barcelona,Cataluña,Vallès Oriental
404,"Iberfier, CAC",ràdio voltregà,radiovoltrega.com,08512,2237183390.0,42015635030.0,Sant Hipòlit de Voltregà,Barcelona,Cataluña,Osona
405,"Iberfier, CAC",ser catalunya,cadenaser.com,17800,2488165590.0,42181837930.0,Olot,Girona,Cataluña,Garrotxa
405,"Iberfier, CAC",ser catalunya,cadenaser.com,25007,0.62061934,41615273550.0,Lleida,Lleida,Cataluña,Segrià
405,"Iberfier, CAC",ser catalunya,cadenaser.com,08099,,,,,,
405,"Iberfier, CAC",ser catalunya,cadenaser.com,25230,0.89391515,41629676820.0,Mollerussa,Lleida,Cataluña,Pla d'Urgell
405,"Iberfier, CAC",ser catalunya,cadenaser.com,08010,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
405,"Iberfier, CAC",ser catalunya,cadenaser.com,17230,3128658030.0,41846746750.0,Palamós,Girona,Cataluña,Baix Empordà
405,"Iberfier, CAC",ser catalunya,cadenaser.com,43000,,,,,,
405,"Iberfier, CAC",ser catalunya,cadenaser.com,27005,,,,,,
418,"Iberfier, CAC",tarragona ràdio,tarragonaradio.cat,43005,1258421900.0,41119102870.0,Tarragona,Tarragona,Cataluña,Tarragonès
419,"Iberfier, CAC",vallès visió,vallesvisio.cat,08100,2213491190.0,41539245560.0,Mollet del Vallès,Barcelona,Cataluña,Vallès Oriental
420,"AMIC, Iberfier",sies,sies.tv,17001,2824118990.0,41981860750.0,Girona,Girona,Cataluña,Gironès
421,"AMIC, Iberfier",revistamirall,revistamirall.com,08002,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
422,"AMIC, Iberfier",donesdigital,donesdigital.cat,08007,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
423,"AMIC, Iberfier",regio7,regio7.cat,08240,1827210260.0,41721995940.0,Manresa,Barcelona,Cataluña,Bages
424,"AMIC, Iberfier",penedeseconomic,penedeseconomic.com,08720,1697746700.0,41347212100.0,Vilafranca del Penedès,Barcelona,Cataluña,Alt Penedès
425,"AMIC, Iberfier",naciodigital,naciodigital.cat,08007,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
521,"AMIC, Iberfier",gerio,gerio.cat,17190,2781412350.0,41974375130.0,Salt,Girona,Cataluña,Gironès
522,"AMIC, Iberfier",isabadell,isabadell.cat,08206,2107789940.0,41546958990.0,Sabadell,Barcelona,Cataluña,Vallès Occidental
523,"AMIC, Iberfier",lleida,lleida.com,25008,0.62061934,41615273550.0,Lleida,Lleida,Cataluña,Segrià
524,"AMIC, Iberfier",rctgn,rctgn.cat,43001,1258421900.0,41119102870.0,Tarragona,Tarragona,Cataluña,Tarragonès
525,"AMIC, Iberfier",totbarcelona,totbarcelona.cat,08007,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
526,"AMIC, Iberfier",amartorell,amartorell.com,08783,1811084150.0,41502635210.0,Masquefa,Barcelona,Cataluña,Anoia
528,"AMIC, Iberfier",canalreustv,canalreustv.cat,43204,1109861180.0,41154107250.0,Reus,Tarragona,Cataluña,Baix Camp
529,"AMIC, Iberfier",canalte,canalte.cat,43500,0.52500631,40811021460.0,Tortosa,Tarragona,Cataluña,Baix Ebre
530,"AMIC, Iberfier",castellvilarenc,castellvilarenc.info,08296,1855798600.0,41639294010.0,Castellbell i el Vilar,Barcelona,Cataluña,Bages
531,"AMIC, Iberfier",cerdanyolaaldia,cerdanyolaaldia.com,08290,2139892600.0,41491340540.0,Cerdanyola del Vallès,Barcelona,Cataluña,Vallès Occidental
532,"AMIC, Iberfier",diaridebadalona,diaridebadalona.com,08912,2246253680.0,41452624810.0,Badalona,Barcelona,Cataluña,Barcelonès
533,"AMIC, Iberfier",diarieljardi,diarieljardi.cat,08034,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
534,"AMIC, Iberfier",diarisantquirze,diarisantquirze.cat,08192,2080981950.0,41533291240.0,Sant Quirze del Vallès,Barcelona,Cataluña,Vallès Occidental
535,"AMIC, Iberfier",elbaix,elbaix.cat,08980,2045794270.0,41380743750.0,Sant Feliu de Llobregat,Barcelona,Cataluña,Baix Llobregat
536,"AMIC, Iberfier",gava,gava.info,28006,,,,,,
536,"AMIC, Iberfier",gava,gava.info,08850,2003299040.0,41303316660.0,Gavà,Barcelona,Cataluña,Baix Llobregat
538,"AMIC, Iberfier",independent,independent.cat,08012,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
540,"AMIC, Iberfier",laclau,laclau.cat,08340,2391818620.0,41503451550.0,Vilassar de Mar,Barcelona,Cataluña,Maresme
541,"AMIC, Iberfier",latorredebarcelona,latorredebarcelona.com,08024,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
542,"AMIC, Iberfier",montpeita,montpeita.cat,08272,1870034050.0,41751507760.0,Sant Fruitós de Bages,Barcelona,Cataluña,Bages
543,"AMIC, Iberfier",revistaderipollet,revistaderipollet.cat,08291,2155175940.0,41497083330.0,Ripollet,Barcelona,Cataluña,Vallès Occidental
544,"AMIC, Iberfier",santboidiari,santboidiari.com,08750,2017369080.0,41413211100.0,Molins de Rei,Barcelona,Cataluña,Baix Llobregat
545,"AMIC, Iberfier",tasta,tasta.cat,08600,1844024700.0,42103288740.0,Berga,Barcelona,Cataluña,Berguedà
546,"AMIC, Iberfier",totlleida,totlleida.cat,25003,0.62061934,41615273550.0,Lleida,Lleida,Cataluña,Segrià
547,"AMIC, Iberfier",uncopdull,uncopdull.com,43500,0.52500631,40811021460.0,Tortosa,Tarragona,Cataluña,Baix Ebre
548,"AMIC, Iberfier",diaridesantacoloma,diaridesantacoloma.com,08912,2246253680.0,41452624810.0,Badalona,Barcelona,Cataluña,Barcelonès
549,"AMIC, Iberfier",diaridesantadria,diaridesantadria.com,08912,2246253680.0,41452624810.0,Badalona,Barcelona,Cataluña,Barcelonès
550,"AMIC, Iberfier",aolesa,aolesa.com,08783,1811084150.0,41502635210.0,Masquefa,Barcelona,Cataluña,Anoia
551,"AMIC, Iberfier",amasquefa,amasquefa.com,08783,1811084150.0,41502635210.0,Masquefa,Barcelona,Cataluña,Anoia
552,"AMIC, Iberfier",lescroniques,lescroniques.com,08224,2012151410.0,41562363460.0,Terrassa,Barcelona,Cataluña,Vallès Occidental
553,"AMIC, Iberfier",loest,loest.cat,25300,1139354290.0,41646584520.0,Tàrrega,Lleida,Cataluña,Urgell
554,"AMIC, Iberfier",alcaldes,alcaldes.eu,08034,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
555,"AMIC, Iberfier",defrancdigital,defrancdigital.com,07181,2502482810.0,39565889200.0,Calvià,Illes Balears,Illes Balears,La Sierra de Tramontana/ sa Serra de Tramuntana
556,"AMIC, Iberfier",teatral,teatral.net,08001,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
557,"AMIC, Iberfier",elllobregat,elllobregat.com,08830,2041821160.0,41342537100.0,Sant Boi de Llobregat,Barcelona,Cataluña,Baix Llobregat
558,"AMIC, Iberfier",lavoz,lavoz.cat,08860,1976806410.0,41278773430.0,Castelldefels,Barcelona,Cataluña,Baix Llobregat
559,"AMIC, Iberfier",elfar,elfar.cat,08940,2070132020.0,41355469340.0,Cornellà de Llobregat,Barcelona,Cataluña,Baix Llobregat
560,"AMIC, Iberfier",arabalears,arabalears.cat,07001,2651816980.0,39571146990.0,Palma,Illes Balears,Illes Balears,
561,"AMIC, Iberfier",capvermell,capvermell.org,07580,3433358320.0,39702720830.0,Capdepera,Illes Balears,Illes Balears,El Levante de Mallorca/ es Llevant de Mallorca
562,"AMIC, Iberfier",manacormanacor,manacormanacor.com,07500,3209521360.0,39568890810.0,Manacor,Illes Balears,Illes Balears,El Levante de Mallorca/ es Llevant de Mallorca
563,"AMIC, Iberfier",viufelanitx,viufelanitx.com,07200,3149175150.0,39468724930.0,Felanitx,Illes Balears,Illes Balears,
564,"AMIC, Iberfier",lamarinaplaza,lamarinaplaza.com,03700,0.10661934,38841227050.0,Dénia,Alicante/Alacant,Comunidad Valenciana,La Marina Alta
565,"AMIC, Iberfier",aquí berguedà,,08600,1844024700.0,42103288740.0,Berga,Barcelona,Cataluña,Berguedà
567,"AMIC, Iberfier",anoia diari,,08700,1618295880.0,41578950960.0,Igualada,Barcelona,Cataluña,Anoia
568,"AMIC, Iberfier",catalunya religió,,08025,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
569,"AMIC, Iberfier",cerdanyola al dia,,08290,2139892600.0,41491340540.0,Cerdanyola del Vallès,Barcelona,Cataluña,Vallès Occidental
570,"AMIC, Iberfier",comarques de ponent,,25300,1139354290.0,41646584520.0,Tàrrega,Lleida,Cataluña,Urgell
571,"AMIC, Iberfier",cop d'ull,,43500,0.52500631,40811021460.0,Tortosa,Tarragona,Cataluña,Baix Ebre
572,"AMIC, Iberfier",diari més ebre,,43500,0.52500631,40811021460.0,Tortosa,Tarragona,Cataluña,Baix Ebre
573,"AMIC, Iberfier",el cargol,,08720,1697746700.0,41347212100.0,Vilafranca del Penedès,Barcelona,Cataluña,Alt Penedès
574,"AMIC, Iberfier",la clau,,08340,2391818620.0,41503451550.0,Vilassar de Mar,Barcelona,Cataluña,Maresme
575,"AMIC, Iberfier",la premsa del baix,,08950,2084089500.0,41372118950.0,Esplugues de Llobregat,Barcelona,Cataluña,Baix Llobregat
576,"AMIC, Iberfier",l'enllaç dels anoiencs,,08700,1618295880.0,41578950960.0,Igualada,Barcelona,Cataluña,Anoia
577,"AMIC, Iberfier",l'independent de gràcia,,08012,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
578,"AMIC, Iberfier",línia ciutat vella,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
579,"AMIC, Iberfier",línia cornellà,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
580,"AMIC, Iberfier",línia eixample,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
581,"AMIC, Iberfier",línia gràcia,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
582,"AMIC, Iberfier",línia horta,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
583,"AMIC, Iberfier",línia nou barris,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
584,"AMIC, Iberfier",línia sant andreu,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
585,"AMIC, Iberfier",línia sant martí,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
586,"AMIC, Iberfier",línia sants,,08013,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
587,"AMIC, Iberfier",revista de ripollet,,08291,2155175940.0,41497083330.0,Ripollet,Barcelona,Cataluña,Vallès Occidental
588,"AMIC, Iberfier",tot cerdanyola,,08172,2085264720.0,41473454030.0,Sant Cugat del Vallès,Barcelona,Cataluña,Vallès Occidental
589,"AMIC, Iberfier",tot sant cugat,,08172,2085264720.0,41473454030.0,Sant Cugat del Vallès,Barcelona,Cataluña,Vallès Occidental
590,"AMIC, Iberfier",tribuna maresme,,08330,2356621250.0,41489604710.0,Premià de Mar,Barcelona,Cataluña,Maresme
591,"AMIC, Iberfier",3 viles,,08302,2446580620.0,41540846900.0,Mataró,Barcelona,Cataluña,Maresme
592,"AMIC, Iberfier",diari de badalona,,08912,2246253680.0,41452624810.0,Badalona,Barcelona,Cataluña,Barcelonès
593,"AMIC, Iberfier",diari de rubí,,08036,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
594,"AMIC, Iberfier",el jardí de sant gervasi i sarrià,,08034,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
595,"AMIC, Iberfier",la borrufa,,25568,1129863580.0,42411165910.0,Sort,Lleida,Cataluña,Pallars Sobirà
596,"AMIC, Iberfier",la guia de reus,,43206,1109861180.0,41154107250.0,Reus,Tarragona,Cataluña,Baix Camp
597,"AMIC, Iberfier",l'alzina,,08184,2112556190.0,41869237850.0,L'Estany,Barcelona,Cataluña,
598,"AMIC, Iberfier",ripollet al dia,,08290,2139892600.0,41491340540.0,Cerdanyola del Vallès,Barcelona,Cataluña,Vallès Occidental
599,"AMIC, Iberfier",viure als pirineus,,25230,0.89391515,41629676820.0,Mollerussa,Lleida,Cataluña,Pla d'Urgell
600,"AMIC, Iberfier",ara balears,,07001,2651816980.0,39571146990.0,Palma,Illes Balears,Illes Balears,
601,"AMIC, Iberfier",diari de girona,,17002,2824118990.0,41981860750.0,Girona,Girona,Cataluña,Gironès
