ID,Origin,media,url,zipcode,lat,lon,poblacion,provincia,comunidad autonoma,comarca
970,Iberfier,cooltura fm,coolturafm.com,08005,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
971,Iberfier,cope tarragona-reus,cope.es,43201,1109861180.0,41154107250.0,Reus,Tarragona,Cataluña,Baix Camp
972,Iberfier,cope valencia,cope.es,46004,-0.37565717,39475344410.0,València,Valencia/València,Comunidad Valenciana,València
973,Iberfier,corporació catalana de mitjans audiovisuals,ccma.cat,08017,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
974,Iberfier,costa magazine,costamagazine.com,43982,,,,,,
975,Iberfier,cupatges,cupatges.cat,08041,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
976,Iberfier,despí tv,despi.tv,,,,,,,
977,Iberfier,d’estil,destil.cat,17469,2996195350.0,42252126160.0,El Far d'Empordà,Girona,Cataluña,Alt Empordà
978,Iberfier,diacrític,diacritic.cat,08010,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
979,Iberfier,diagonal,revistadiagonal.com,08028,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
980,Iberfier,diari català,diaricatala.cat,08191,2030032520.0,41491736950.0,Rubí,Barcelona,Cataluña,Vallès Occidental
981,Iberfier,diari de barcelona,diaridebarcelona.cat,08002,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
982,Iberfier,diari de la neu,diaridelaneu.cat,17700,2926534360.0,42223237760.0,Borrassà,Girona,Cataluña,Alt Empordà
983,Iberfier,diari de tarragona,diaridetarragona.com,43005,1258421900.0,41119102870.0,Tarragona,Tarragona,Cataluña,Tarragonès
984,Iberfier,diari de vilanova,diaridevilanova.cat,08800,1723839900.0,41227219910.0,Vilanova i la Geltrú,Barcelona,Cataluña,Garraf
985,Iberfier,diari la terreta,diarilaterreta.com,12003,-0.03688142,39986408090.0,Castellón de la Plana/Castelló de la Plana,Castellón/Castelló,Comunidad Valenciana,La Plana Alta
986,Iberfier,diari la veu,diarilaveu.com,46270,-0.51307146,39077306880.0,Villanueva de Castellón,Valencia/València,Comunidad Valenciana,El Alto Mijares
987,Iberfier,diari maresme,diarimaresme.com,08940,2070132020.0,41355469340.0,Cornellà de Llobregat,Barcelona,Cataluña,Baix Llobregat
988,Iberfier,diari serpis,diariserpis.com,46750,-0.31183498,39043540050.0,Simat de la Valldigna,Valencia/València,Comunidad Valenciana,La Safor
989,Iberfier,diari win,diariwin.cat,08172,2085264720.0,41473454030.0,Sant Cugat del Vallès,Barcelona,Cataluña,Vallès Occidental
990,Iberfier,directe!,directe.cat,08010,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
991,Iberfier,dossier europa,dossiereuropa.eu,25002,0.62061934,41615273550.0,Lleida,Lleida,Cataluña,Segrià
992,Iberfier,ebre exprés,ebreexpres.com,43870,0.57831025,40710388300.0,Amposta,Tarragona,Cataluña,Montsià
993,Iberfier,el 3 de vuit,el3devuit.cat,08720,1697746700.0,41347212100.0,Vilafranca del Penedès,Barcelona,Cataluña,Alt Penedès
994,Iberfier,el babau,elbabau.net,25286,1110904170.0,42634367670.0,Alt Àneu,Lleida,Cataluña,Pallars Sobirà
995,Iberfier,el capicua,elcapicua.cat,,,,,,,
996,Iberfier,el caso,elcaso.net,08029,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
997,Iberfier,el castell,elcastell.org,08860,1976806410.0,41278773430.0,Castelldefels,Barcelona,Cataluña,Baix Llobregat
998,Iberfier,el cinèfil,elcinefil.cat,,,,,,,
999,Iberfier,el diari,eldiari.cat,08240,1827210260.0,41721995940.0,Manresa,Barcelona,Cataluña,Bages
1000,Iberfier,el diari del vallès,diaridelvalles.cat,08224,2012151410.0,41562363460.0,Terrassa,Barcelona,Cataluña,Vallès Occidental
1001,Iberfier,eldiario.es,eldiario.es,28028,,,,,,
1002,Iberfier,el dimoni,eldimoni.com,17820,2769469900.0,42120591370.0,Banyoles,Girona,Cataluña,Pla de l'Estany
1003,Iberfier,el far fm,elfarfm.cat,,,,,,,
1004,Iberfier,el matí independent de lleida,elmatiindependent.com,,,,,,,
1005,Iberfier,el mercadal,elmercadal.cat,25600,0.80457795,41791522870.0,Balaguer,Lleida,Cataluña,Noguera
1006,Iberfier,el montònec digital,montonec.cat,08736,1588691730.0,41437080590.0,Font-rubí,Barcelona,Cataluña,Alt Penedès
1007,Iberfier,el nacional.cat,elnacional.cat,08029,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1008,Iberfier,el nas de cardedeu,elnasdecardedeu.cat,08440,2354677040.0,41693785510.0,Cànoves i Samalús,Barcelona,Cataluña,Vallès Oriental
1009,Iberfier,el nostre digital,elnostreperiodic.com,03801,-0.47318376,38698368940.0,Alcoi/Alcoy,Alicante/Alacant,Comunidad Valenciana,L'Alcoià
1010,Iberfier,el país,elpais.com,28037,,,,,,
1011,Iberfier,el periódico,elperiodico.com,08009,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1012,Iberfier,el poll tv,elpolltv.cat,17240,2891999100.0,41828674490.0,Llagostera,Girona,Cataluña,Gironès
1013,Iberfier,el prat tv,elprat.tv,08820,2092623600.0,41330958480.0,El Prat de Llobregat,Barcelona,Cataluña,Baix Llobregat
1014,Iberfier,el ripollès digital,ripollesdigital.cat,17800,2488165590.0,42181837930.0,Olot,Girona,Cataluña,Garrotxa
1015,Iberfier,el salto,elsaltodiario.com,28045,,,,,,
1016,Iberfier,el setmanari de súria,elsetmanaridesuria.cat,08006,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1017,Iberfier,el sot,elsot.cat,08192,2080981950.0,41533291240.0,Sant Quirze del Vallès,Barcelona,Cataluña,Vallès Occidental
1018,Iberfier,el tecnològic,eltecnologic.cat,,,,,,,
1019,Iberfier,el ter,elter.net,08560,2285028180.0,42001126710.0,Manlleu,Barcelona,Cataluña,Osona
1020,Iberfier,el tot granollers,eltotgranollers.cat,08401,2286177000.0,41607930850.0,Granollers,Barcelona,Cataluña,Vallès Oriental
1021,Iberfier,el tot mataró i maresme,totmataro.cat,08301,2446580620.0,41540846900.0,Mataró,Barcelona,Cataluña,Maresme
1022,Iberfier,el travesser,eltravesser.cat,43800,1247384200.0,41283888500.0,Valls,Tarragona,Cataluña,Alt Camp
1023,Iberfier,el triangle,eltriangle.eu,08002,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1024,Iberfier,el vallenc,elvallenc.cat,43800,1247384200.0,41283888500.0,Valls,Tarragona,Cataluña,Alt Camp
1025,Iberfier,emporda digital,empordadigital.cat,,,,,,,
1026,Iberfier,e-notícies,e-noticies.cat,08025,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1027,Iberfier,entorn revista digital,revistaentorn.com,,,,,,,
1028,Iberfier,entreacte,entreacte.cat,08030,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1029,Iberfier,eroski consumer,consumer.es,48230,,,,,,
1030,Iberfier,es diari,esdiari.com,07702,4265465550.0,39887522180.0,Maó-Mahón,Illes Balears,Illes Balears,
1031,Iberfier,esguard,revistaesguard.cat,08003,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1032,Iberfier,espluga fm ràdio,esplugafmradio.info,43440,1102890960.0,41396492940.0,L'Espluga de Francolí,Tarragona,Cataluña,Conca de Barberà
1033,Iberfier,esquerra diari catalunya,esquerradiari.cat,,,,,,,
1034,Iberfier,ésteva,etv.cat,08950,2084089500.0,41372118950.0,Esplugues de Llobregat,Barcelona,Cataluña,Baix Llobregat
1035,Iberfier,estris,estris.cat,08029,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1036,Iberfier,ets el que menges,etselquemenges.cat,08006,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1037,Iberfier,fem safareig,femsafareig.cat,43330,1051970220.0,41139091510.0,Riudoms,Tarragona,Cataluña,Baix Camp
1038,Iberfier,fútbol base catalá,futbolbasecatala.cat,08019,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1039,Iberfier,garrotxa digital,garrotxadigital.cat,17800,2488165590.0,42181837930.0,Olot,Girona,Cataluña,Garrotxa
1040,Iberfier,gavà tv,gavatv.cat,08850,2003299040.0,41303316660.0,Gavà,Barcelona,Cataluña,Baix Llobregat
1041,Iberfier,gent gran,gentgran.org,08011,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1042,Iberfier,gidona,gidona.cat,17455,2809038010.0,41836709520.0,Caldes de Malavella,Girona,Cataluña,Selva
1043,Iberfier,gironanotícies.com,gironanoticies.com,,,,,,,
1044,Iberfier,globalon,globalon.es,,,,,,,
1045,Iberfier,gool natura,goolnatura.cat,,,,,,,
1046,Iberfier,gràcia món,graciamon.cat,,,,,,,
1047,Iberfier,gràcia televisió,graciatelevisio.cat,,,,,,,
1048,Iberfier,gramenet 2.0,gramenet20.com,,,,,,,
1049,Iberfier,granollers informa!,granollersinforma.com,08222,2012151410.0,41562363460.0,Terrassa,Barcelona,Cataluña,Vallès Occidental
1050,Iberfier,gran vía radio,granviaradio.wixsite.com,08020,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1051,Iberfier,groc revista,revistagroc.com,25600,0.80457795,41791522870.0,Balaguer,Lleida,Cataluña,Noguera
1052,Iberfier,grup4,grup4.com,07121,,,,,,
1053,Iberfier,guia nupcial,guianupcial.com,43713,1558954280.0,41299808970.0,Sant Jaume dels Domenys,Tarragona,Cataluña,Baix Penedès
1054,Iberfier,hiperbòlic,hiperbolic.es,07012,2651816980.0,39571146990.0,Palma,Illes Balears,Illes Balears,
1055,Iberfier,hit 103,hit103.cat,43800,1247384200.0,41283888500.0,Valls,Tarragona,Cataluña,Alt Camp
1056,Iberfier,hola lleida,holalleida.com,25001,0.62061934,41615273550.0,Lleida,Lleida,Cataluña,Segrià
1057,Iberfier,hora nova,horanova.cat,17600,2960278050.0,42267835900.0,Figueres,Girona,Cataluña,Alt Empordà
1058,Iberfier,ib3 televisió y ràdio,ib3tv.com,07180,2502482810.0,39565889200.0,Calvià,Illes Balears,Illes Balears,La Sierra de Tramontana/ sa Serra de Tramuntana
1059,Iberfier,icat radio,catradio.cat,08970,2055420540.0,41367564020.0,Sant Joan Despí,Barcelona,Cataluña,Baix Llobregat
1060,Iberfier,imc barcelona,barcelona.indymedia.org,,,,,,,
1061,Iberfier,independent barbera,independentbarbera.cat,08210,2126594240.0,41517253390.0,Barberà del Vallès,Barcelona,Cataluña,Vallès Occidental
1062,Iberfier,indumentat,indumentat.com,,,,,,,
1063,Iberfier,info jonquera,infojonquera.cat,17700,2926534360.0,42223237760.0,Borrassà,Girona,Cataluña,Alt Empordà
1064,Iberfier,jove espectacle,jovespectacle.cat,08391,2268282240.0,41484608330.0,Tiana,Barcelona,Cataluña,Maresme
1065,Iberfier,junior report,junior-report.media,08010,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1066,Iberfier,kodro.cat,kodro.cat,08320,2316489780.0,41479437580.0,El Masnou,Barcelona,Cataluña,Maresme
1067,Iberfier,la cala rtv,ametllamar.cat,43860,0.80032416,40885002210.0,L'Ametlla de Mar,Tarragona,Cataluña,Baix Ebre
1068,Iberfier,l'accent,laccent.cat,,,,,,,
1069,Iberfier,la farga - revista de salt,revistalafarga.cat,17190,2781412350.0,41974375130.0,Salt,Girona,Cataluña,Gironès
1070,Iberfier,l'actual,radiocastellar.cat,08211,2085805160.0,41618077760.0,Castellar del Vallès,Barcelona,Cataluña,Vallès Occidental
1071,Iberfier,la fulla,lafulla.cat,25332,1018383950.0,41713687110.0,La Fuliola,Lleida,Cataluña,Urgell
1072,Iberfier,la local ràdio tiana,lalocal.tianat.cat,08391,2268282240.0,41484608330.0,Tiana,Barcelona,Cataluña,Maresme
1073,Iberfier,la marina digital,lamarinadigital.cat,08038,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1074,Iberfier,la nova ràdio,lanovaradio.cat,13201,,,,,,
1075,Iberfier,la ocho mediterráneo,laocho.tv,46023,-0.37565717,39475344410.0,València,Valencia/València,Comunidad Valenciana,València
1076,Iberfier,la palanca,lapalanca.cat,25730,1047886570.0,41896345320.0,Artesa de Segre,Lleida,Cataluña,Noguera
1077,Iberfier,la plana al día,laplanaaldia.com,12530,0.42396296,40418890480.0,Benicarló,Castellón/Castelló,Comunidad Valenciana,El Baix Maestrat
1078,Iberfier,la revistona,larevistona.cat,,,,,,,
1079,Iberfier,l'artesenc,lartesenc.cat,08271,1951028660.0,41799633000.0,Artés,Barcelona,Cataluña,Bages
1080,Iberfier,la veu de benicarló,laveudebenicarlo.info,12580,0.42396296,40418890480.0,Benicarló,Castellón/Castelló,Comunidad Valenciana,El Baix Maestrat
1081,Iberfier,latinos fm,latinosfm.es,,,,,,,
1082,Iberfier,la vanguardia,lavanguardia.com,08036,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1083,Iberfier,l'avenç,lavenc.cat,08010,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1084,Iberfier,la vila,lavila.cat,43840,1131979610.0,41076850680.0,Salou,Tarragona,Cataluña,Tarragonès
1085,Iberfier,lacolumna.cat,lacolumna.cat,08003,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1086,Iberfier,la vila digital,laviladigital.com,08470,2463162020.0,41724786250.0,Campins,Barcelona,Cataluña,Vallès Oriental
1087,Iberfier,la xarxa,laxarxa.com,08310,2400733040.0,41554146050.0,Argentona,Barcelona,Cataluña,Maresme
1088,Iberfier,l’eco de sitges,lecodesitges.cat,08870,1805684230.0,41237169440.0,Sitges,Barcelona,Cataluña,Garraf
1089,Iberfier,l'econòmic,leconomic.cat,08009,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1090,Iberfier,l'esportiu de catalunya,lesportiudecatalunya.cat,17005,2824118990.0,41981860750.0,Girona,Girona,Cataluña,Gironès
1091,Iberfier,levante ud radio,levanteud.com,46019,-0.37565717,39475344410.0,València,Valencia/València,Comunidad Valenciana,València
1092,Iberfier,lhdigital,lhdigital.cat,08902,2101382870.0,41359770510.0,L'Hospitalet de Llobregat,Barcelona,Cataluña,Baix Llobregat
1093,Iberfier,l'hora | el diari en línia de nou cicle,noucicle.org,,,,,,,
1094,Iberfier,lliure i millor,lliureimillor.cat,17820,2769469900.0,42120591370.0,Banyoles,Girona,Cataluña,Pla de l'Estany
1095,Iberfier,llobregós informatiu,llobregos.info,25750,1403909110.0,41812816760.0,Torà,Lleida,Cataluña,Solsonès
1096,Iberfier,l’opció,lopcio.cat,43800,1247384200.0,41283888500.0,Valls,Tarragona,Cataluña,Alt Camp
1097,Iberfier,lo pedris,lopedris.cat,43380,1033470870.0,41228615820.0,Vilaplana,Tarragona,Cataluña,Baix Camp
1098,Iberfier,l'unilateral,unilateral.cat,08302,2446580620.0,41540846900.0,Mataró,Barcelona,Cataluña,Maresme
1099,Iberfier,malgrat comunicació,malgratcomunicacio.cat,08380,2742167210.0,41646340390.0,Malgrat de Mar,Barcelona,Cataluña,Maresme
1100,Iberfier,maresme 360,maresme360.cat,17410,2742761800.0,41805749970.0,Sils,Girona,Cataluña,Selva
1101,Iberfier,matadepera tv,matadepera.cat,08230,2027681000.0,41599217640.0,Matadepera,Barcelona,Cataluña,Vallès Occidental
1102,Iberfier,mataró audiovisual,mataroaudiovisual.alacarta.cat,,,,,,,
1103,Iberfier,mètode,metode.cat,46008,-0.37565717,39475344410.0,València,Valencia/València,Comunidad Valenciana,València
1104,Iberfier,mislata news,mislatanews.com,46920,-0.41745851,39475335130.0,Mislata,Valencia/València,Comunidad Valenciana,L'Horta Sud
1105,Iberfier,mislata radio,mislataradio.com,46920,-0.41745851,39475335130.0,Mislata,Valencia/València,Comunidad Valenciana,L'Horta Sud
1106,Iberfier,molins tv,molinstvonline.cat,08750,2017369080.0,41413211100.0,Molins de Rei,Barcelona,Cataluña,Baix Llobregat
1107,Iberfier,món empresarial,monempresarial.com,08006,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1108,Iberfier,montcada ràdio,montcadaradio.com,08110,2187963750.0,41486807670.0,Montcada i Reixac,Barcelona,Cataluña,Vallès Occidental
1109,Iberfier,nationalia,nationalia.cat,08029,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1110,Iberfier,noticiari es saig,essaig.cat,07210,2895909630.0,39559600020.0,Algaida,Illes Balears,Illes Balears,El Llano de Mallorca/ es Pla de Mallorca
1111,Iberfier,nous catalans,nouscatalans.cat,,,,,,,
1112,Iberfier,nova badia,novabadia.com,,,,,,,
1113,Iberfier,nova conca,novaconca.cat,43800,1247384200.0,41283888500.0,Valls,Tarragona,Cataluña,Alt Camp
1114,Iberfier,novelda radio,noveldaradio.es,03660,-0.76539782,38386063820.0,Novelda,Alicante/Alacant,Comunidad Valenciana,El Vinalopó Mitjà / El Vinalopó Medio
1115,Iberfier,núvol,nuvol.com,08001,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1116,Iberfier,ona mar,onamar.net,08913,2246253680.0,41452624810.0,Badalona,Barcelona,Cataluña,Barcelonès
1117,Iberfier,ona mediterrània radio,onamediterrania.cat,07001,2651816980.0,39571146990.0,Palma,Illes Balears,Illes Balears,
1118,Iberfier,ona sants-monjüic,onadesants.cat,08014,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1119,Iberfier,onda cero castellón,ondacero.es,12002,-0.03688142,39986408090.0,Castellón de la Plana/Castelló de la Plana,Castellón/Castelló,Comunidad Valenciana,La Plana Alta
1120,Iberfier,onda cero catalunya,ondacero.es,08002,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1121,Iberfier,onda cero lleida,ondacero.es,28703,,,,,,
1122,Iberfier,onda cero marina-baixa,ondacero.es,03570,-0.2319288,38505456110.0,Villajoyosa/la Vila Joiosa,Alicante/Alacant,Comunidad Valenciana,La Marina Baixa
1123,Iberfier,onda cero tarragona,ondacero.es,43001,1258421900.0,41119102870.0,Tarragona,Tarragona,Cataluña,Tarragonès
1124,Iberfier,onda cero vilanova,ondacero.es,08800,1723839900.0,41227219910.0,Vilanova i la Geltrú,Barcelona,Cataluña,Garraf
1125,Iberfier,on economía,oneconomia.com,08029,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1126,Iberfier,opcions,opcions.org,08042,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1127,Iberfier,orgull ràdio,orgull.cat,08041,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1128,Iberfier,osona informa!,osonainforma.cat,08222,2012151410.0,41562363460.0,Terrassa,Barcelona,Cataluña,Vallès Occidental
1129,Iberfier,palafrugell fm,radiopalafrugell.cat,17200,3163977640.0,41917181590.0,Palafrugell,Girona,Cataluña,Baix Empordà
1130,Iberfier,palau informatiu,palauinformatiu.info,08014,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1131,Iberfier,pantalla,pantalla.cat,,,,,,,
1132,Iberfier,papers de vi,papersdevi.cat,08328,2294390290.0,41493877980.0,Alella,Barcelona,Cataluña,Maresme
1133,Iberfier,pares i nens,paresinens.cat,08172,2085264720.0,41473454030.0,Sant Cugat del Vallès,Barcelona,Cataluña,Vallès Occidental
1134,Iberfier,piera tv,viladepiera.cat,08784,1747111830.0,41520799500.0,Piera,Barcelona,Cataluña,Anoia
1135,Iberfier,pilota veu,pilotaveu.com,46270,-0.51307146,39077306880.0,Villanueva de Castellón,Valencia/València,Comunidad Valenciana,El Alto Mijares
1136,Iberfier,portaveu,portaveu.cat,25740,1187810480.0,41917795930.0,Ponts,Lleida,Cataluña,Noguera
1137,Iberfier,principal,principal.cat,08960,2076096680.0,41386025890.0,Sant Just Desvern,Barcelona,Cataluña,Baix Llobregat
1138,Iberfier,público,publico.es,08018,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1139,Iberfier,radar fm,radarfm.cat,,,,,,,
1140,Iberfier,ràdio 4,rtve.es,28223,,,,,,
1141,Iberfier,radio aktiva,radioaktivat.org,,,,,,,
1142,Iberfier,radio alcoy,radioalcoy.com,03803,-0.47318376,38698368940.0,Alcoi/Alcoy,Alicante/Alacant,Comunidad Valenciana,L'Alcoià
1143,Iberfier,radio altea,radioaltea.com,03590,-0.05144236,38598924970.0,Altea,Alicante/Alacant,Comunidad Valenciana,La Marina Baixa
1144,Iberfier,ràdio artà,radioarta.cat,07570,3354204780.0,39695961800.0,Artà,Illes Balears,Illes Balears,El Levante de Mallorca/ es Llevant de Mallorca
1145,Iberfier,ràdio badalona,radiob.cat,08915,2246253680.0,41452624810.0,Badalona,Barcelona,Cataluña,Barcelonès
1146,Iberfier,radio bala,radiobalamanresa.wordpress.com,,,,,,,
1147,Iberfier,radio balaguer,radiobalaguer.cat,25600,0.80457795,41791522870.0,Balaguer,Lleida,Cataluña,Noguera
1148,Iberfier,ràdio barcelona,cadenaser.com,28013,,,,,,
1149,Iberfier,ràdio begues,radiobegues.cat,08859,1923976540.0,41330706350.0,Begues,Barcelona,Cataluña,Baix Llobregat
1150,Iberfier,ràdio bon matí,radiobonmati.net,17164,2738531200.0,41991452430.0,Sant Gregori,Girona,Cataluña,Gironès
1151,Iberfier,radio calella televisió,radiocalella.cat,08370,2658074350.0,41613786760.0,Calella,Barcelona,Cataluña,Maresme
1152,Iberfier,ràdio canovelles city,radiocanovelles.com,08420,2278069940.0,41624651460.0,Canovelles,Barcelona,Cataluña,Vallès Oriental
1153,Iberfier,ràdio cardedeu,radiocardedeu.com,08440,2354677040.0,41693785510.0,Cànoves i Samalús,Barcelona,Cataluña,Vallès Oriental
1154,Iberfier,radio castellón,cadenaser.com,12003,-0.03688142,39986408090.0,Castellón de la Plana/Castelló de la Plana,Castellón/Castelló,Comunidad Valenciana,La Plana Alta
1155,Iberfier,ràdio ciutat vella,radiociutatvella.es,08001,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1156,Iberfier,ràdio cocentaina,radiococentaina.com,03820,-0.44022067,38745412020.0,Cocentaina,Alicante/Alacant,Comunidad Valenciana,El Comtat
1157,Iberfier,ràdio despí,radiodespi.net,08970,2055420540.0,41367564020.0,Sant Joan Despí,Barcelona,Cataluña,Baix Llobregat
1158,Iberfier,radio elche,cadenaser.com,03201,-0.69775581,38267416620.0,Elche/Elx,Alicante/Alacant,Comunidad Valenciana,El Baix Vinalopó
1159,Iberfier,radio esparreguera,radioesparreguera.cat,08292,1868858910.0,41541237470.0,Esparreguera,Barcelona,Cataluña,Baix Llobregat
1160,Iberfier,ràdio èxit,radioexit.com,,,,,,,
1161,Iberfier,ràdio girona,cadenaser.com,17001,2824118990.0,41981860750.0,Girona,Girona,Cataluña,Gironès
1162,Iberfier,ràdio gladys palmera,gladyspalmera.com,08009,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1163,Iberfier,radio gracia,lameva.barcelona.cat,08012,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1164,Iberfier,ràdio hospitalet,radiohospitalet.cat,43890,0.8315807,41019915780.0,Vandellòs i l'Hospitalet de l'Infant,Tarragona,Cataluña,Baix Camp
1165,Iberfier,ràdio illa formentera,radioilla.cat,07860,1428103700.0,38705318600.0,Formentera,Illes Balears,Illes Balears,Isla de Formentera/ Illa de Formentera
1166,Iberfier,radio klara,radioklara.org,46001,-0.37565717,39475344410.0,València,Valencia/València,Comunidad Valenciana,València
1167,Iberfier,ràdio l’arboç,radiobaixpenedes.com,43720,1603914600.0,41268395030.0,L'Arboç,Tarragona,Cataluña,
1168,Iberfier,radio la selva,radiolaselva.cat,,,,,,,
1169,Iberfier,ràdio litoral,radiolitoral.org,08395,2624403800.0,41601945930.0,Sant Pol de Mar,Barcelona,Cataluña,Maresme
1170,Iberfier,ràdio lleida,cadenaser.com,25007,0.62061934,41615273550.0,Lleida,Lleida,Cataluña,Segrià
1171,Iberfier,ràdio l'om,radiolom.es,46220,-0.44426722,39368543130.0,Alcàsser,Valencia/València,Comunidad Valenciana,L'Horta Sud
1172,Iberfier,radio manises,radiomanises.es,46940,-0.45700309,39491639460.0,Manises,Valencia/València,Comunidad Valenciana,L'Horta Sud
1173,Iberfier,radio marca barcelona,radiomarcabarcelona.com,08006,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1174,Iberfier,radio matarranya,radiomatarranya.com,44580,,,,,,
1175,Iberfier,radio milleniun de alicante,radiomilleniumdealicante.es,,,,,,,
1176,Iberfier,ràdio mistelera,radiomistelera.blogspot.com.es,03709,0.10661934,38841227050.0,Dénia,Alicante/Alacant,Comunidad Valenciana,La Marina Alta
1177,Iberfier,ràdio mollet,radiomollet.com,08100,2213491190.0,41539245560.0,Mollet del Vallès,Barcelona,Cataluña,Vallès Oriental
1178,Iberfier,ràdio mora de ebre,radiomoradebre.cat,43740,0.64185013,41091414990.0,Móra d'Ebre,Tarragona,Cataluña,Ribera d'Ebre
1179,Iberfier,radio nova,vilanovainformacio.cat,08800,1723839900.0,41227219910.0,Vilanova i la Geltrú,Barcelona,Cataluña,Garraf
1180,Iberfier,radio olot,radiolot.cat,17800,2488165590.0,42181837930.0,Olot,Girona,Cataluña,Garrotxa
1181,Iberfier,radio ontinyent,radioontinyent.com,46870,-0.60649062,38822881290.0,Ontinyent,Valencia/València,Comunidad Valenciana,La Vall d'Albaida
1182,Iberfier,radio palau,radiopalau.cat,08184,2112556190.0,41869237850.0,L'Estany,Barcelona,Cataluña,
1183,Iberfier,radio pego,radiopego.com,03780,0.10661934,38841227050.0,Dénia,Alicante/Alacant,Comunidad Valenciana,La Marina Alta
1184,Iberfier,radio piera,radiopiera.cat,08784,1747111830.0,41520799500.0,Piera,Barcelona,Cataluña,Anoia
1185,Iberfier,ràdio pinsania,radiopinsania.wordpress.com,,,,,,,
1186,Iberfier,ràdio platja d’aro,rpa.cat,17250,3067984430.0,41814266060.0,Castell-Platja d'Aro,Girona,Cataluña,
1187,Iberfier,radio pollença,radiopollença.net,07460,3015753530.0,39877495780.0,Pollença,Illes Balears,Illes Balears,
1188,Iberfier,ràdio reus,cadenaser.com,43204,1109861180.0,41154107250.0,Reus,Tarragona,Cataluña,Baix Camp
1189,Iberfier,radio ripol ona 90,corisamediagrup.com,,,,,,,
1190,Iberfier,ràdio salut,radiosalut.com,08006,2176349270.0,41384246640.0,Barcelona,Barcelona,Cataluña,Barcelonès
1191,Iberfier,radio san font,radiosantfost.cat,08105,2233079200.0,41520039140.0,Sant Fost de Campsentelles,Barcelona,Cataluña,Vallès Oriental
1192,Iberfier,ràdio santa perpetua,staperpetua.org,08130,2179048330.0,41535437960.0,Santa Perpètua de Mogoda,Barcelona,Cataluña,Vallès Occidental
1193,Iberfier,ràdio sant pere i sant pau,radiospsp.com,43007,1258421900.0,41119102870.0,Tarragona,Tarragona,Cataluña,Tarragonès
1194,Iberfier,ràdio sant vicenç,radiosvh.info,08620,2010656010.0,41392724640.0,Sant Vicenç dels Horts,Barcelona,Cataluña,Baix Llobregat
1195,Iberfier,ràdio sentmenat,radiosentmenat.com,,,,,,,
