ID,Origin,media,url,zipcode,comarca,provincia,comunidad autonoma
575,"AMIC, Iberfier, CAC",diari de badalona,,08950,Baix Llobregat,Barcelona,Cataluña
575,"AMIC, Iberfier, CAC",diari de badalona,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
575,"AMIC, Iberfier, CAC",diari de badalona,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
575,"AMIC, Iberfier, CAC",diari de badalona,,25740,Noguera,Lleida,Cataluña
575,"AMIC, Iberfier, CAC",diari de badalona,,25670,Noguera,Lleida,Cataluña
575,"AMIC, Iberfier, CAC",diari de badalona,,25141,Pla d'Urgell,Lleida,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,25140,Garrigues,Lleida,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,43786,Terra Alta,Tarragona,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,25250,Urgell,Lleida,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,17867,Ripollès,Girona,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,08261,Bages,Barcelona,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,08758,Baix Llobregat,Barcelona,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,08950,Baix Llobregat,Barcelona,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
587,"AMIC, Iberfier, CAC",diari de rubí,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
587,"AMIC, Iberfier, CAC",diari de rubí,,25740,Noguera,Lleida,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,25670,Noguera,Lleida,Cataluña
587,"AMIC, Iberfier, CAC",diari de rubí,,25141,Pla d'Urgell,Lleida,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,25140,Garrigues,Lleida,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,43786,Terra Alta,Tarragona,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,25250,Urgell,Lleida,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,17867,Ripollès,Girona,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,08261,Bages,Barcelona,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,08758,Baix Llobregat,Barcelona,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,08950,Baix Llobregat,Barcelona,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,25740,Noguera,Lleida,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,25670,Noguera,Lleida,Cataluña
599,"AMIC, Iberfier, CAC",el jardí de sant gervasi i sarrià,,25141,Pla d'Urgell,Lleida,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,25140,Garrigues,Lleida,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,43786,Terra Alta,Tarragona,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,25250,Urgell,Lleida,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,17867,Ripollès,Girona,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,08261,Bages,Barcelona,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,08758,Baix Llobregat,Barcelona,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,08950,Baix Llobregat,Barcelona,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
611,"AMIC, Iberfier, CAC",la borrufa,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
611,"AMIC, Iberfier, CAC",la borrufa,,25740,Noguera,Lleida,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,25670,Noguera,Lleida,Cataluña
611,"AMIC, Iberfier, CAC",la borrufa,,25141,Pla d'Urgell,Lleida,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,25140,Garrigues,Lleida,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,43786,Terra Alta,Tarragona,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,25250,Urgell,Lleida,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,17867,Ripollès,Girona,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,08261,Bages,Barcelona,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,08758,Baix Llobregat,Barcelona,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,08950,Baix Llobregat,Barcelona,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
623,"AMIC, Iberfier, CAC",la guia de reus,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
623,"AMIC, Iberfier, CAC",la guia de reus,,25740,Noguera,Lleida,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,25670,Noguera,Lleida,Cataluña
623,"AMIC, Iberfier, CAC",la guia de reus,,25141,Pla d'Urgell,Lleida,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,25140,Garrigues,Lleida,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,43786,Terra Alta,Tarragona,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,25250,Urgell,Lleida,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,17867,Ripollès,Girona,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,08261,Bages,Barcelona,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,08758,Baix Llobregat,Barcelona,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,08950,Baix Llobregat,Barcelona,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
635,"AMIC, Iberfier, CAC",l'alzina,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
635,"AMIC, Iberfier, CAC",l'alzina,,25740,Noguera,Lleida,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,25670,Noguera,Lleida,Cataluña
635,"AMIC, Iberfier, CAC",l'alzina,,25141,Pla d'Urgell,Lleida,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,25140,Garrigues,Lleida,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,43786,Terra Alta,Tarragona,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,25250,Urgell,Lleida,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,17867,Ripollès,Girona,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,08261,Bages,Barcelona,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,08758,Baix Llobregat,Barcelona,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,08950,Baix Llobregat,Barcelona,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
647,"AMIC, Iberfier, CAC",ripollet al dia,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
647,"AMIC, Iberfier, CAC",ripollet al dia,,25740,Noguera,Lleida,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,25670,Noguera,Lleida,Cataluña
647,"AMIC, Iberfier, CAC",ripollet al dia,,25141,Pla d'Urgell,Lleida,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,25140,Garrigues,Lleida,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,43786,Terra Alta,Tarragona,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,25250,Urgell,Lleida,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,17867,Ripollès,Girona,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,08261,Bages,Barcelona,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,08758,Baix Llobregat,Barcelona,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,08950,Baix Llobregat,Barcelona,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
659,"AMIC, Iberfier, CAC",viure als pirineus,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
659,"AMIC, Iberfier, CAC",viure als pirineus,,25740,Noguera,Lleida,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,25670,Noguera,Lleida,Cataluña
659,"AMIC, Iberfier, CAC",viure als pirineus,,25141,Pla d'Urgell,Lleida,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,25140,Garrigues,Lleida,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,43786,Terra Alta,Tarragona,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,25250,Urgell,Lleida,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,17867,Ripollès,Girona,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,08261,Bages,Barcelona,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,08758,Baix Llobregat,Barcelona,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,08950,Baix Llobregat,Barcelona,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
671,"AMIC, Iberfier, CAC",ara balears,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
671,"AMIC, Iberfier, CAC",ara balears,,25740,Noguera,Lleida,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,25670,Noguera,Lleida,Cataluña
671,"AMIC, Iberfier, CAC",ara balears,,25141,Pla d'Urgell,Lleida,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,25140,Garrigues,Lleida,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,43786,Terra Alta,Tarragona,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,25250,Urgell,Lleida,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,17867,Ripollès,Girona,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,08261,Bages,Barcelona,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,08758,Baix Llobregat,Barcelona,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,08950,Baix Llobregat,Barcelona,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
683,"AMIC, Iberfier, CAC",diari de girona,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
683,"AMIC, Iberfier, CAC",diari de girona,,25740,Noguera,Lleida,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,25670,Noguera,Lleida,Cataluña
683,"AMIC, Iberfier, CAC",diari de girona,,25141,Pla d'Urgell,Lleida,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,25140,Garrigues,Lleida,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,43786,Terra Alta,Tarragona,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,25250,Urgell,Lleida,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,17867,Ripollès,Girona,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,08261,Bages,Barcelona,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,08758,Baix Llobregat,Barcelona,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,08950,Baix Llobregat,Barcelona,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
695,"AMIC, Iberfier, CAC",diari de sabadell,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
695,"AMIC, Iberfier, CAC",diari de sabadell,,25740,Noguera,Lleida,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,25670,Noguera,Lleida,Cataluña
695,"AMIC, Iberfier, CAC",diari de sabadell,,25141,Pla d'Urgell,Lleida,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,25140,Garrigues,Lleida,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,43786,Terra Alta,Tarragona,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,25250,Urgell,Lleida,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,17867,Ripollès,Girona,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,08261,Bages,Barcelona,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,08758,Baix Llobregat,Barcelona,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,08950,Baix Llobregat,Barcelona,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
707,"AMIC, Iberfier, CAC",diari de terrassa,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
707,"AMIC, Iberfier, CAC",diari de terrassa,,25740,Noguera,Lleida,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,25670,Noguera,Lleida,Cataluña
707,"AMIC, Iberfier, CAC",diari de terrassa,,25141,Pla d'Urgell,Lleida,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,25140,Garrigues,Lleida,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,43786,Terra Alta,Tarragona,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,25250,Urgell,Lleida,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,17867,Ripollès,Girona,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,08261,Bages,Barcelona,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,08758,Baix Llobregat,Barcelona,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,08950,Baix Llobregat,Barcelona,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
719,"AMIC, Iberfier, CAC",diari jornada,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
719,"AMIC, Iberfier, CAC",diari jornada,,25740,Noguera,Lleida,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,25670,Noguera,Lleida,Cataluña
719,"AMIC, Iberfier, CAC",diari jornada,,25141,Pla d'Urgell,Lleida,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,25140,Garrigues,Lleida,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,43786,Terra Alta,Tarragona,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,25250,Urgell,Lleida,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,17867,Ripollès,Girona,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,08261,Bages,Barcelona,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,08758,Baix Llobregat,Barcelona,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,08950,Baix Llobregat,Barcelona,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
731,"AMIC, Iberfier, CAC",el temps,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
731,"AMIC, Iberfier, CAC",el temps,,25740,Noguera,Lleida,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,25670,Noguera,Lleida,Cataluña
731,"AMIC, Iberfier, CAC",el temps,,25141,Pla d'Urgell,Lleida,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,25140,Garrigues,Lleida,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,43786,Terra Alta,Tarragona,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,25250,Urgell,Lleida,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,17867,Ripollès,Girona,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,08261,Bages,Barcelona,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,08758,Baix Llobregat,Barcelona,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,08950,Baix Llobregat,Barcelona,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
743,"AMIC, Iberfier, CAC",la mañana,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
743,"AMIC, Iberfier, CAC",la mañana,,25740,Noguera,Lleida,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,25670,Noguera,Lleida,Cataluña
743,"AMIC, Iberfier, CAC",la mañana,,25141,Pla d'Urgell,Lleida,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,25140,Garrigues,Lleida,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,43786,Terra Alta,Tarragona,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,25250,Urgell,Lleida,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,17867,Ripollès,Girona,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,08261,Bages,Barcelona,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,08758,Baix Llobregat,Barcelona,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,08950,Baix Llobregat,Barcelona,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,25740,Noguera,Lleida,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,25670,Noguera,Lleida,Cataluña
755,"AMIC, Iberfier, CAC",la veu de l'anoia,,25141,Pla d'Urgell,Lleida,Cataluña
767,"AMIC, Iberfier, CAC",montpeità,,25140,Garrigues,Lleida,Cataluña
767,"AMIC, Iberfier, CAC",montpeità,,43786,Terra Alta,Tarragona,Cataluña
767,"AMIC, Iberfier, CAC",montpeità,,25250,Urgell,Lleida,Cataluña
767,"AMIC, Iberfier, CAC",montpeità,,17867,Ripollès,Girona,Cataluña
767,"AMIC, Iberfier, CAC",montpeità,,08261,Bages,Barcelona,Cataluña
767,"AMIC, Iberfier, CAC",montpeità,,08758,Baix Llobregat,Barcelona,Cataluña
