ID,Origin,media,url,zipcode,comarca,provincia,comunidad autonoma
1847,"AMIC, CAC",tot osona,,25670,Noguera,Lleida,Cataluña
1847,"AMIC, CAC",tot osona,,25141,Pla d'Urgell,Lleida,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,25140,Garrigues,Lleida,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,43786,Terra Alta,Tarragona,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,25250,Urgell,Lleida,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,17867,Ripollès,Girona,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,08261,Bages,Barcelona,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,08758,Baix Llobregat,Barcelona,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,08950,Baix Llobregat,Barcelona,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,25740,Noguera,Lleida,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,25670,Noguera,Lleida,Cataluña
1859,"AMIC, CAC","tot temàtic (tot casa, tot salut i tot gastro)",,25141,Pla d'Urgell,Lleida,Cataluña
1871,"AMIC, CAC",zona sec,,25140,Garrigues,Lleida,Cataluña
1871,"AMIC, CAC",zona sec,,43786,Terra Alta,Tarragona,Cataluña
1871,"AMIC, CAC",zona sec,,25250,Urgell,Lleida,Cataluña
1871,"AMIC, CAC",zona sec,,17867,Ripollès,Girona,Cataluña
1871,"AMIC, CAC",zona sec,,08261,Bages,Barcelona,Cataluña
1871,"AMIC, CAC",zona sec,,08758,Baix Llobregat,Barcelona,Cataluña
1871,"AMIC, CAC",zona sec,,08950,Baix Llobregat,Barcelona,Cataluña
1871,"AMIC, CAC",zona sec,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1871,"AMIC, CAC",zona sec,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1871,"AMIC, CAC",zona sec,,25740,Noguera,Lleida,Cataluña
1871,"AMIC, CAC",zona sec,,25670,Noguera,Lleida,Cataluña
1871,"AMIC, CAC",zona sec,,25141,Pla d'Urgell,Lleida,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,25140,Garrigues,Lleida,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,43786,Terra Alta,Tarragona,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,25250,Urgell,Lleida,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,17867,Ripollès,Girona,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,08261,Bages,Barcelona,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,08758,Baix Llobregat,Barcelona,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,08950,Baix Llobregat,Barcelona,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1883,"AMIC, CAC",l'alcudia 752,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1883,"AMIC, CAC",l'alcudia 752,,25740,Noguera,Lleida,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,25670,Noguera,Lleida,Cataluña
1883,"AMIC, CAC",l'alcudia 752,,25141,Pla d'Urgell,Lleida,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,25140,Garrigues,Lleida,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,43786,Terra Alta,Tarragona,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,25250,Urgell,Lleida,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,17867,Ripollès,Girona,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,08261,Bages,Barcelona,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,08758,Baix Llobregat,Barcelona,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,08950,Baix Llobregat,Barcelona,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1895,"AMIC, CAC",el nostre bocairent,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1895,"AMIC, CAC",el nostre bocairent,,25740,Noguera,Lleida,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,25670,Noguera,Lleida,Cataluña
1895,"AMIC, CAC",el nostre bocairent,,25141,Pla d'Urgell,Lleida,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,25140,Garrigues,Lleida,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,43786,Terra Alta,Tarragona,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,25250,Urgell,Lleida,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,17867,Ripollès,Girona,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,08261,Bages,Barcelona,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,08758,Baix Llobregat,Barcelona,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,08950,Baix Llobregat,Barcelona,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1907,"AMIC, CAC",7setmanari de llevat,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1907,"AMIC, CAC",7setmanari de llevat,,25740,Noguera,Lleida,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,25670,Noguera,Lleida,Cataluña
1907,"AMIC, CAC",7setmanari de llevat,,25141,Pla d'Urgell,Lleida,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,25140,Garrigues,Lleida,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,43786,Terra Alta,Tarragona,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,25250,Urgell,Lleida,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,17867,Ripollès,Girona,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,08261,Bages,Barcelona,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,08758,Baix Llobregat,Barcelona,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,08950,Baix Llobregat,Barcelona,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1919,"AMIC, CAC","al portal, veus de l'aguer",,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1919,"AMIC, CAC","al portal, veus de l'aguer",,25740,Noguera,Lleida,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,25670,Noguera,Lleida,Cataluña
1919,"AMIC, CAC","al portal, veus de l'aguer",,25141,Pla d'Urgell,Lleida,Cataluña
1931,"AMIC, CAC",el nostre oliva,,25140,Garrigues,Lleida,Cataluña
1931,"AMIC, CAC",el nostre oliva,,43786,Terra Alta,Tarragona,Cataluña
1931,"AMIC, CAC",el nostre oliva,,25250,Urgell,Lleida,Cataluña
1931,"AMIC, CAC",el nostre oliva,,17867,Ripollès,Girona,Cataluña
1931,"AMIC, CAC",el nostre oliva,,08261,Bages,Barcelona,Cataluña
1931,"AMIC, CAC",el nostre oliva,,08758,Baix Llobregat,Barcelona,Cataluña
1931,"AMIC, CAC",el nostre oliva,,08950,Baix Llobregat,Barcelona,Cataluña
1931,"AMIC, CAC",el nostre oliva,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1931,"AMIC, CAC",el nostre oliva,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1931,"AMIC, CAC",el nostre oliva,,25740,Noguera,Lleida,Cataluña
1931,"AMIC, CAC",el nostre oliva,,25670,Noguera,Lleida,Cataluña
1931,"AMIC, CAC",el nostre oliva,,25141,Pla d'Urgell,Lleida,Cataluña
1943,"AMIC, CAC",cala millor 7,,25140,Garrigues,Lleida,Cataluña
1943,"AMIC, CAC",cala millor 7,,43786,Terra Alta,Tarragona,Cataluña
1943,"AMIC, CAC",cala millor 7,,25250,Urgell,Lleida,Cataluña
1943,"AMIC, CAC",cala millor 7,,17867,Ripollès,Girona,Cataluña
1943,"AMIC, CAC",cala millor 7,,08261,Bages,Barcelona,Cataluña
1943,"AMIC, CAC",cala millor 7,,08758,Baix Llobregat,Barcelona,Cataluña
1943,"AMIC, CAC",cala millor 7,,08950,Baix Llobregat,Barcelona,Cataluña
1943,"AMIC, CAC",cala millor 7,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1943,"AMIC, CAC",cala millor 7,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1943,"AMIC, CAC",cala millor 7,,25740,Noguera,Lleida,Cataluña
1943,"AMIC, CAC",cala millor 7,,25670,Noguera,Lleida,Cataluña
1943,"AMIC, CAC",cala millor 7,,25141,Pla d'Urgell,Lleida,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,25140,Garrigues,Lleida,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,43786,Terra Alta,Tarragona,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,25250,Urgell,Lleida,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,17867,Ripollès,Girona,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,08261,Bages,Barcelona,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,08758,Baix Llobregat,Barcelona,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,08950,Baix Llobregat,Barcelona,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1955,"AMIC, CAC",la veu d'algemesí,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1955,"AMIC, CAC",la veu d'algemesí,,25740,Noguera,Lleida,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,25670,Noguera,Lleida,Cataluña
1955,"AMIC, CAC",la veu d'algemesí,,25141,Pla d'Urgell,Lleida,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,25140,Garrigues,Lleida,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,43786,Terra Alta,Tarragona,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,25250,Urgell,Lleida,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,17867,Ripollès,Girona,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,08261,Bages,Barcelona,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,08758,Baix Llobregat,Barcelona,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,08950,Baix Llobregat,Barcelona,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,25740,Noguera,Lleida,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,25670,Noguera,Lleida,Cataluña
1967,"AMIC, CAC","camacuc, revista per xiquets i xiquetes",,25141,Pla d'Urgell,Lleida,Cataluña
1979,"AMIC, CAC",cent per cent,,25140,Garrigues,Lleida,Cataluña
1979,"AMIC, CAC",cent per cent,,43786,Terra Alta,Tarragona,Cataluña
1979,"AMIC, CAC",cent per cent,,25250,Urgell,Lleida,Cataluña
1979,"AMIC, CAC",cent per cent,,17867,Ripollès,Girona,Cataluña
1979,"AMIC, CAC",cent per cent,,08261,Bages,Barcelona,Cataluña
1979,"AMIC, CAC",cent per cent,,08758,Baix Llobregat,Barcelona,Cataluña
1979,"AMIC, CAC",cent per cent,,08950,Baix Llobregat,Barcelona,Cataluña
1979,"AMIC, CAC",cent per cent,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1979,"AMIC, CAC",cent per cent,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1979,"AMIC, CAC",cent per cent,,25740,Noguera,Lleida,Cataluña
1979,"AMIC, CAC",cent per cent,,25670,Noguera,Lleida,Cataluña
1979,"AMIC, CAC",cent per cent,,25141,Pla d'Urgell,Lleida,Cataluña
1991,"AMIC, CAC",d ferreries,,25140,Garrigues,Lleida,Cataluña
1991,"AMIC, CAC",d ferreries,,43786,Terra Alta,Tarragona,Cataluña
1991,"AMIC, CAC",d ferreries,,25250,Urgell,Lleida,Cataluña
1991,"AMIC, CAC",d ferreries,,17867,Ripollès,Girona,Cataluña
1991,"AMIC, CAC",d ferreries,,08261,Bages,Barcelona,Cataluña
1991,"AMIC, CAC",d ferreries,,08758,Baix Llobregat,Barcelona,Cataluña
1991,"AMIC, CAC",d ferreries,,08950,Baix Llobregat,Barcelona,Cataluña
1991,"AMIC, CAC",d ferreries,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
1991,"AMIC, CAC",d ferreries,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
1991,"AMIC, CAC",d ferreries,,25740,Noguera,Lleida,Cataluña
1991,"AMIC, CAC",d ferreries,,25670,Noguera,Lleida,Cataluña
1991,"AMIC, CAC",d ferreries,,25141,Pla d'Urgell,Lleida,Cataluña
2003,"AMIC, CAC",diari ara,,25140,Garrigues,Lleida,Cataluña
2003,"AMIC, CAC",diari ara,,43786,Terra Alta,Tarragona,Cataluña
2003,"AMIC, CAC",diari ara,,25250,Urgell,Lleida,Cataluña
2003,"AMIC, CAC",diari ara,,17867,Ripollès,Girona,Cataluña
2003,"AMIC, CAC",diari ara,,08261,Bages,Barcelona,Cataluña
2003,"AMIC, CAC",diari ara,,08758,Baix Llobregat,Barcelona,Cataluña
2003,"AMIC, CAC",diari ara,,08950,Baix Llobregat,Barcelona,Cataluña
2003,"AMIC, CAC",diari ara,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
2003,"AMIC, CAC",diari ara,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
2003,"AMIC, CAC",diari ara,,25740,Noguera,Lleida,Cataluña
2003,"AMIC, CAC",diari ara,,25670,Noguera,Lleida,Cataluña
2003,"AMIC, CAC",diari ara,,25141,Pla d'Urgell,Lleida,Cataluña
2015,"AMIC, CAC",diari menorca,,25140,Garrigues,Lleida,Cataluña
2015,"AMIC, CAC",diari menorca,,43786,Terra Alta,Tarragona,Cataluña
2015,"AMIC, CAC",diari menorca,,25250,Urgell,Lleida,Cataluña
2015,"AMIC, CAC",diari menorca,,17867,Ripollès,Girona,Cataluña
2015,"AMIC, CAC",diari menorca,,08261,Bages,Barcelona,Cataluña
2015,"AMIC, CAC",diari menorca,,08758,Baix Llobregat,Barcelona,Cataluña
2015,"AMIC, CAC",diari menorca,,08950,Baix Llobregat,Barcelona,Cataluña
2015,"AMIC, CAC",diari menorca,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
2015,"AMIC, CAC",diari menorca,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
2015,"AMIC, CAC",diari menorca,,25740,Noguera,Lleida,Cataluña
2015,"AMIC, CAC",diari menorca,,25670,Noguera,Lleida,Cataluña
2015,"AMIC, CAC",diari menorca,,25141,Pla d'Urgell,Lleida,Cataluña
2027,"AMIC, CAC",dona secret,,25140,Garrigues,Lleida,Cataluña
2027,"AMIC, CAC",dona secret,,43786,Terra Alta,Tarragona,Cataluña
2027,"AMIC, CAC",dona secret,,25250,Urgell,Lleida,Cataluña
2027,"AMIC, CAC",dona secret,,17867,Ripollès,Girona,Cataluña
2027,"AMIC, CAC",dona secret,,08261,Bages,Barcelona,Cataluña
2027,"AMIC, CAC",dona secret,,08758,Baix Llobregat,Barcelona,Cataluña
2027,"AMIC, CAC",dona secret,,08950,Baix Llobregat,Barcelona,Cataluña
2027,"AMIC, CAC",dona secret,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
2027,"AMIC, CAC",dona secret,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
2027,"AMIC, CAC",dona secret,,25740,Noguera,Lleida,Cataluña
2027,"AMIC, CAC",dona secret,,25670,Noguera,Lleida,Cataluña
2027,"AMIC, CAC",dona secret,,25141,Pla d'Urgell,Lleida,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,25140,Garrigues,Lleida,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,43786,Terra Alta,Tarragona,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,25250,Urgell,Lleida,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,17867,Ripollès,Girona,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,08261,Bages,Barcelona,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,08758,Baix Llobregat,Barcelona,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,08950,Baix Llobregat,Barcelona,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,17489,"codigo postal
17489    Alt Empordà
17489    Alt Empordà
Name: comarca2, dtype: object","codigo postal
17489    Girona
17489    Girona
Name: provincia, dtype: object","codigo postal
17489    Cataluña
17489    Cataluña
Name: comunidad autonoma, dtype: object"
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,08589,"codigo postal
08589       Osona
08589    Lluçanès
08589       Osona
08589       Osona
08589       Osona
08589    Lluçanès
Name: comarca2, dtype: object","codigo postal
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
08589    Barcelona
Name: provincia, dtype: object","codigo postal
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
08589    Cataluña
Name: comunidad autonoma, dtype: object"
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,25740,Noguera,Lleida,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,25670,Noguera,Lleida,Cataluña
2039,"AMIC, CAC",el 9 nou osona i el ripolles,,25141,Pla d'Urgell,Lleida,Cataluña
2051,"AMIC, CAC",el 9 nou vallès oriental,,25140,Garrigues,Lleida,Cataluña
2051,"AMIC, CAC",el 9 nou vallès oriental,,43786,Terra Alta,Tarragona,Cataluña
2051,"AMIC, CAC",el 9 nou vallès oriental,,25250,Urgell,Lleida,Cataluña
2051,"AMIC, CAC",el 9 nou vallès oriental,,17867,Ripollès,Girona,Cataluña
2051,"AMIC, CAC",el 9 nou vallès oriental,,08261,Bages,Barcelona,Cataluña
2051,"AMIC, CAC",el 9 nou vallès oriental,,08758,Baix Llobregat,Barcelona,Cataluña
2051,"AMIC, CAC",el 9 nou vallès oriental,,08950,Baix Llobregat,Barcelona,Cataluña
