ID,Origin,media,url,zipcode_iber,zipcode_cac
445,AMIC,foodiesonmenorca,foodiesonmenorca.com,,
446,AMIC,vadegust,vadegust.cat,,
447,AMIC,balearsvadegust,balearsvadegust.cat,,
448,AMIC,hibridosyelectricos,hibridosyelectricos.com(publico.es),,
449,AMIC,metadata,metadata.cat,,
450,AMIC,blanquinegres,blanquinegres.com,,
451,AMIC,Junior-report,Junior-report.cat,,
452,AMIC,saplaca,saplaca.cat,,
453,AMIC,totpla,totpla.cat,,
454,AMIC,la-clau,la-clau.net,,
455,AMIC,onadigital,onadigital.cat,,
456,AMIC,sermaestrat,sermaestrat.com,,
457,AMIC,somgandia,somgandia.com ,,
458,AMIC,somsafor,somsafor.com,,
459,AMIC,radiojove,radiojove.cat,,
460,AMIC,baixcampradio,baixcampradio.com,,
461,AMIC,empordà,empordà.info,,
462,AMIC,líniaciutatvella,líniaciutatvella.cat,,
463,AMIC,liniacornella,liniacornella.cat,,
464,AMIC,líniaeixample,líniaeixample.cat,,
465,AMIC,líniagracia,líniagracia.cat,,
466,AMIC,líniahorta,líniahorta.cat,,
467,AMIC,liniahospitalet,liniahospitalet.cat,,
468,AMIC,línialescorts,línialescorts.cat,,
469,AMIC,liniamar,liniamar.cat,,
470,AMIC,línianord,línianord.cat,,
471,AMIC,línianoubarris,línianoubarris.cat,,
472,AMIC,liniarambla,liniarambla.cat,,
473,AMIC,líniasantandreu,líniasantandreu.cat,,
474,AMIC,líniasantmarti,líniasantmarti.cat,,
475,AMIC,líniasants,líniasants.cat,,
476,AMIC,líniasarria,líniasarria.cat,,
477,AMIC,liniatres,liniatres.cat,,
478,AMIC,líniavalles,líniavalles.cat,,
479,AMIC,sommontmeló,sommontmeló.cat,,
480,AMIC,sommontornès,sommontornès.cat,,
481,AMIC,Territoris,Territoris.cat,,
482,AMIC,Viumolinsderei,Viumolinsderei.com,,
483,AMIC,Viurealspirineus,Viurealspirineus.cat,,
484,AMIC,andreuenc,andreuenc.cat,,
485,AMIC,apropebre,apropebre.cat,,
486,AMIC,calderi,calderi.cat,,
487,AMIC,canalbaixpenedes,canalbaixpenedes.cat,,
488,AMIC,castelldefels,castelldefels.digital,,
489,AMIC,districte7,districte7.cat,,
490,AMIC,ebreactiu,ebreactiu.cat,,
491,AMIC,el3,el3.cat,,
492,AMIC,elmirall,elmirall.net,,
493,AMIC,elmonic,elmonic.cat,,
494,AMIC,elpoll,elpoll.tv,,
495,AMIC,eltotbadalona,eltotbadalona.cat,,
496,AMIC,esplugues,esplugues.digital,,
497,AMIC,jornalet,jornalet.com,,
498,AMIC,laguait,laguait.cat,,
499,AMIC,lamarina,lamarina.cat,,
500,AMIC,lapremsamagazine,lapremsamagazine.cat,,
501,AMIC,larella,larella.cat,,
502,AMIC,lasemaineduroussillon,lasemaineduroussillon.com,,
503,AMIC,lecositges,lecositges.cat,,
504,AMIC,lleida24,lleida24.cat,,
505,AMIC,madeinperpignan,madeinperpignan.com,,
506,AMIC,marina360,marina360.cat ,,
507,AMIC,martorelltv,martorelltv.com,,
508,AMIC,radioarrels,radioarrels.cat,,
509,AMIC,radiositges,radiositges.com,,
510,AMIC,revistagroc,revistagroc.com ,,
511,AMIC,ripolletaldia,ripolletaldia.cat,,
512,AMIC,Santandreutv,Santandreutv.com,,
513,AMIC,sitgesactiu,sitgesactiu.com,,
514,AMIC,teleponent,teleponent.cat,,
515,AMIC,tot-hospitalet,tot-hospitalet.cat,,
516,AMIC,vilapress,vilapress.cat,,
517,AMIC,zonasec,zonasec.cat,,
518,AMIC,aabrera,aabrera.com,,
519,AMIC,aesparraguera,aesparraguera.com,,
520,AMIC,puntinformatiu,puntinformatiu.cat,,
521,AMIC,canalajuntament,canalajuntament.cat,,
522,AMIC,laradiodelsnens,laradiodelsnens.cat ,,
523,AMIC,revistahiperbolic,revistahiperbolic.com,,
524,AMIC,ahoramarinabaixa,ahoramarinabaixa.es,,
525,AMIC,paris-barcelona,paris-barcelona.com,,
526,AMIC,suasesport,suasesport.com,,
527,AMIC,onacatradio,onacatradio.cat,,
528,AMIC,parlant-de-detalls,parlant-de-detalls.cat,,
529,AMIC,saltramusica,saltramusica.cat,,
530,AMIC,latraca,latraca.net,,
531,AMIC,criar,criar.cat (grup naciodigital),,
532,AMIC,qualsevolnit,qualsevolnit.cat,,
533,AMIC,laveudalgemesi,laveudalgemesi.es,,
534,AMIC,formularapida,formularapida.net,,
535,AMIC,barcelonaalemany,barcelonaalemany.com,,
536,AMIC,Lesmuntanyes,Lesmuntanyes.com,,
537,AMIC,revistaglobalclub,revistaglobalclub.es,,
538,AMIC,equinoxmagazine,equinoxmagazine.fr,,
539,AMIC,diacritic,diacritic.cat (fotlipou.com),,
540,AMIC,ludica,ludica.cat,,
541,AMIC,radiolavallduixo,radiolavallduixo.com,,
542,AMIC,aquicatalunha,aquicatalunha.com.br,,
543,AMIC,spacelaw,spacelaw.net   NO PUBLI,,
544,AMIC,Social,Social.cat,,
545,AMIC,tresdeu,tresdeu.com,,
546,AMIC,suhecapuntcom,suhecapuntcom.com,,
547,AMIC,fulldenginyeria,fulldenginyeria.cat,,
548,AMIC,portada,portada.info,,
549,AMIC,fetasantfeliu,fetasantfeliu.cat,,
550,AMIC,elsbruguersdigital,elsbruguersdigital.cat,,
551,AMIC,centpercent,centpercent.cat,,
552,AMIC,mallorcactual,mallorcactual.com,,
553,AMIC,manacorcomarcal,manacorcomarcal.com,,
554,AMIC,menorcadiario,menorcadiario.es,,
555,AMIC,onamediterrania,onamediterrania.cat ,,
556,AMIC,Periodicodeibiza,Periodicodeibiza.es ,,
557,AMIC,sompollença,sompollença.cat,,
558,AMIC,forum,forum.ad,,
559,AMIC,bondia,bondia.ad,,
560,AMIC,laciutat ,laciutat ,,
561,AMIC,20 minutos barcelona,,,
562,AMIC,capgròs mataró i maresme,,,
563,AMIC,el nostre banyeres,,,
564,AMIC,diari més tarragona reus i costa daurada,,,
565,AMIC,el mirall.net,,,
566,AMIC,el nou de l'empordà,,,
567,AMIC,els colors del pla de l'estany,,,
568,AMIC,freqüència,,,
569,AMIC,gente catalunya,,,
570,AMIC,groc,,,
571,AMIC,indicador d'economía,,,
572,AMIC,la bústia del baix llobregat,,,
573,AMIC,la fura,,,
574,AMIC,la marina,,,
575,AMIC,el nostre muro,,,
576,AMIC,"la torre de barcelona (ed. sarrià, sant gervasi i les corts)",,,
577,AMIC,la torre de barcelona - oci i cultura familiar,,,
578,AMIC,el nostre xixona,,,
579,AMIC,canfali marina alta,,,
580,AMIC,linia les corts,,,
581,AMIC,línia l'hospitalet,,,
582,AMIC,"línia mar (ed. baix llobregat _ castelldefels, gavà, viladecans i el prat)",,,
583,AMIC,línia mar (ed. baix maresme),,,
584,AMIC,línia nord (ed. barcelonès),,,
585,AMIC,línia nord (ed. montserratí) _ abans: ed. baix llobregat,,,
586,AMIC,línia sarrià-sant gervasi,,,
587,AMIC,"línia tres (esplugues, st joan d, st just d)",,,
588,AMIC,línia vallès (ed. vallès oriental),,,
589,AMIC,línia vallès (ed. cerdanyola),,,
590,AMIC,llevant actualitat,,,
591,AMIC,més! osona ripollès garrotxa moianès  (abans: més osona),,,
592,AMIC,més vila-seca,,,
593,AMIC,mollet a mà,,,
594,AMIC,"pànxing berguedà, bages i solsonès",,,
595,AMIC,pànxing maresme,,,
596,AMIC,pànxing tot cerdanya,,,
597,AMIC,"reclam la cerdanya, l'alt urgell",,,
598,AMIC,reclam magazín,,,
599,AMIC,revista culturab _ (xarxa línia),,,
600,AMIC,revista orgull _ (xarxa línia),,,
601,AMIC,santcugat magazine,,,
602,AMIC,see barcelona,,,
603,AMIC,sommontornès,,,
604,AMIC,torredembarra actualitat,,,
605,AMIC,anoiamagazín,,,
606,AMIC,apunt menorca,,,
607,AMIC,bellaterra diari,,,
608,AMIC,bondia,,,
609,AMIC,calderí,,,
610,AMIC,ciutadella de franc,,,
611,AMIC,cultura i paisatge a la ruta del císter,,,
612,AMIC,el mònic,,,
613,AMIC,7 dies actualitat de benicarló,,,
614,AMIC,7 dies actualitat de vinaròs,,,
615,AMIC,buris-ana,,,
616,AMIC,ciutat de carlet,,,
617,AMIC,la opinión de torrent,,,
618,AMIC,èxit vallès,,,
619,AMIC,flash deco sant cugat,,,
620,AMIC,iluro,,,
621,AMIC,info calafell,,,
622,AMIC,info roda,,,
623,AMIC,la positiva,,,
624,AMIC,la rella,,,
625,AMIC,la veu d'alginet,,,
626,AMIC,les mesures del pirineu,,,
627,AMIC,l'ham,,,
628,AMIC,l’informatiu de palau-solità i plegamans,,,
629,AMIC,l'opinió l'hospitalet i baix llobregat,,,
630,AMIC,magazine lleida,,,
631,AMIC,notícies del matarranya,,,
632,AMIC,nua,,,
633,AMIC,paral·lel oh!,,,
634,AMIC,"reclam la garrotxa""el 29""",,,
635,AMIC,respira comerç,,,
636,AMIC,revista badalona 2000,,,
637,AMIC,revista de vic,,,
638,AMIC,revista la ciutat,,,
639,AMIC,revista mira'm,,,
640,AMIC,revista útil,,,
641,AMIC,somiatruites,,,
642,AMIC,territoris magazine,,,
643,AMIC,tot caldes de montbui,,,
644,AMIC,tot .... i més,,,
645,AMIC,tothosap! garraf,,,
646,AMIC,tot molins,,,
647,AMIC,tot osona,,,
648,AMIC,"tot temàtic (tot casa, tot salut i tot gastro)",,,
649,AMIC,zona sec,,,
650,AMIC,l'alcudia 752,,,
651,AMIC,el nostre bocairent,,,
652,AMIC,7setmanari de llevat,,,
653,AMIC,"al portal, veus de l'aguer",,,
654,AMIC,el nostre oliva,,,
655,AMIC,cala millor 7,,,
656,AMIC,la veu d'algemesí,,,
657,AMIC,"camacuc, revista per xiquets i xiquetes",,,
658,AMIC,cent per cent,,,
659,AMIC,d ferreries,,,
660,AMIC,diari ara,,,
661,AMIC,diari menorca,,,
662,AMIC,dona secret,,,
663,AMIC,el 9 nou osona i el ripolles,,,
664,AMIC,el 9 nou vallès oriental,,,
665,AMIC,el breny,,,
666,AMIC,el gratis,,,
667,AMIC,el iris,,,
668,AMIC,el nostre ciutat,,,
669,AMIC,el periòdic d'andorra,,,
670,AMIC,el periòdic d'ontinyent,,,
671,AMIC,el saò,,,
672,AMIC,escaparate,,,
673,AMIC,estil,,,
674,AMIC,la semaine du roussillon,,,
675,AMIC,la traca,,,
676,AMIC,la veu de l'anoia _ info preu 1/2 diba,,,
677,AMIC,"las bandas periòdic de la música, les músiques i la cultura popular _ (pv)",,,
678,AMIC,l'eco de sitges,,,
679,AMIC,l'estel,,,
680,AMIC,magazín la mira,,,
681,AMIC,manacor comarcal,,,
682,AMIC,mel i sucre,,,
683,AMIC,mil dimonis,,,
684,AMIC,món sant cugat,,,
685,AMIC,penedès econòmic,,,
686,AMIC,periódico de ibiza y formentera,,,
687,AMIC,portada.info,,,
688,AMIC,punt informatiu pollença,,,
689,AMIC,revista poble (pv),,,
690,AMIC,s'altra música,,,
691,AMIC,sa plaça,,,
692,AMIC,setmanari informació comarcal notícies,,,
693,AMIC,setmanari sóller,,,
694,AMIC,semanario valle de elda,,,
695,AMIC,suheca,,,
696,AMIC,top girona,,,
697,AMIC,tucomarca.com,,,
698,AMIC,vallespir,,,
699,Iberfier,243 cat,243cat.wordpress.com,,
700,Iberfier,25 televisió,25televisio.com,08036,
701,Iberfier,40 putes,40putes.com,,
702,Iberfier,50x7,50x7.com,,
703,Iberfier,772 el diari digital de castellbisbal,772.cat,08755,
704,Iberfier,7 dies vallès,7diesvalles.com,08211,
705,Iberfier,7deràdio,7deradio.cat,,
706,Iberfier,777 comunica,setsetset.cat,08292,
707,Iberfier,8 tv,8tv.cat,08036,
708,Iberfier,9 exili,9exili.com,,
709,Iberfier,9 magazine,9magazin.el9nou.cat,08500,
710,Iberfier,acel obert,acelobert.com,08025,
711,Iberfier,actualitat penal,actualitatpenal.cat,43002,
712,Iberfier,actualitat valenciana,actualitatvalenciana.com,12001,
713,Iberfier,agència catalana de notícies,acn.cat,08029,
714,Iberfier,agencia efe,efe.com,28036,
715,Iberfier,agrocultura,agrocultura.org,08242,
716,Iberfier,aixoes mallorca,aixoesmallorca.com,,
717,Iberfier,alacant extra,alacantextra.com,46017,
718,Iberfier,altanto!!,altanto.cat,25110,
719,Iberfier,alzira ràdio,alziraradio.com,46600,
720,Iberfier,antena catalana,antenacatalana.net,,
721,Iberfier,à punt,apuntmedia.es,46100,
722,Iberfier,ara granollers,aragranollers.cat,08100,
723,Iberfier,ara vallès,aravalles.cat,08100,
724,Iberfier,audiovisual cabrera,audiovisualcabrera.net,08349,
725,Iberfier,avenç el palau,avensdelpalau.cat,25243,
726,Iberfier,badalona comunicació,bdncom.cat,08915,
727,Iberfier,badanotis,badanotis.com,,
728,Iberfier,banyoles tv,banyolestv.cat,17820,
729,Iberfier,barcelona digital radio,digitalradio.cat,08014,
730,Iberfier,barcelona metròpolis,barcelona.cat,08014,
731,Iberfier,belltall,belltall.net,,
732,Iberfier,benegre,benegre.cat,,
733,Iberfier,berguedà actual,bergactual.com,08600,
734,Iberfier,blanes al día,blanesaldia.com,17300,
735,Iberfier,boca ràdio,bocaradio.org,08032,
736,Iberfier,bolsamania,bolsamania.com,28020,
737,Iberfier,butxaca,butxaca.com,08010,
738,Iberfier,cafèambllet.com,cafeambllet.com,,
739,Iberfier,calafell radio y tv,calafell.tv,43820,
740,Iberfier,calamillor7,calamillor7.com,07550,
741,Iberfier,cam ràdio,camradio.blogspot.com.es,,
742,Iberfier,canal 4 radio,canal4radio.com,07121,
743,Iberfier,canal 4 tv,canal4televisio.com,,
744,Iberfier,canal set,canalset.com,08187,
745,Iberfier,canal taronja,canaltaronja.cat,08241,
746,Iberfier,capçalera,periodistes.cat,08007,
747,Iberfier,caràkter ciutadà,carakter.org,08830,
748,Iberfier,cassà digital,cassadigital.cat,17224,
749,Iberfier,catalunya cristiana,catalunyacristiana.cat,08014,
750,Iberfier,catalunya news,catalunyanews.cat,08001,
751,Iberfier,catalunya plural,catalunyaplural.cat,08023,
752,Iberfier,catalunya radio,ccma.cat,08021,
753,Iberfier,cat música,catmusica.cat,,
754,Iberfier,cerdanya digital,cerdanyadigital.cat,17520,
755,Iberfier,cerdanyola informa!,cerdanyolainforma.cat,08222,
756,Iberfier,cinegeticat,cinegeticat.cat,08261,
757,Iberfier,circ de tarragona,circdetarragona.com,43003,
758,Iberfier,ciutat nova,ciutatnova.org,17249,
759,Iberfier,clicama,clicama.cat,08100,
760,Iberfier,clic tv,clictv.cat,,
761,Iberfier,climática,climatica.lamarea.com,28004,
762,Iberfier,código nuevo,codigonuevo.com,08009,
763,Iberfier,comunicació palafrugell,comunicaciopalafrugell.cat,17200,
764,Iberfier,contra banda,contrabanda.org,08080,
765,Iberfier,converses a catalunya,conversesacatalunya.cat,08034,
766,Iberfier,cooltura fm,coolturafm.com,08005,
767,Iberfier,cope tarragona-reus,cope.es,43201,
768,Iberfier,cope valencia,cope.es,46004,
769,Iberfier,corporació catalana de mitjans audiovisuals,ccma.cat,08017,
770,Iberfier,costa magazine,costamagazine.com,43982,
771,Iberfier,cupatges,cupatges.cat,08041,
772,Iberfier,despí tv,despi.tv,,
773,Iberfier,d’estil,destil.cat,17469,
774,Iberfier,diacrític,diacritic.cat,08010,
775,Iberfier,diagonal,revistadiagonal.com,08028,
776,Iberfier,diari català,diaricatala.cat,08191,
777,Iberfier,diari de barcelona,diaridebarcelona.cat,08002,
778,Iberfier,diari de la neu,diaridelaneu.cat,17700,
779,Iberfier,diari de tarragona,diaridetarragona.com,43005,
780,Iberfier,diari de vilanova,diaridevilanova.cat,08800,
781,Iberfier,diari la terreta,diarilaterreta.com,12003,
782,Iberfier,diari la veu,diarilaveu.com,46270,
783,Iberfier,diari maresme,diarimaresme.com,08940,
784,Iberfier,diari serpis,diariserpis.com,46750,
785,Iberfier,diari win,diariwin.cat,08172,
786,Iberfier,directe!,directe.cat,08010,
787,Iberfier,dossier europa,dossiereuropa.eu,25002,
788,Iberfier,ebre exprés,ebreexpres.com,43870,
789,Iberfier,el 3 de vuit,el3devuit.cat,08720,
790,Iberfier,el babau,elbabau.net,25286,
791,Iberfier,el capicua,elcapicua.cat,,
792,Iberfier,el caso,elcaso.net,08029,
793,Iberfier,el castell,elcastell.org,08860,
794,Iberfier,el cinèfil,elcinefil.cat,,
795,Iberfier,el diari,eldiari.cat,08240,
796,Iberfier,el diari del vallès,diaridelvalles.cat,08224,
797,Iberfier,eldiario.es,eldiario.es,28028,
798,Iberfier,el dimoni,eldimoni.com,17820,
799,Iberfier,el far fm,elfarfm.cat,,
800,Iberfier,el matí independent de lleida,elmatiindependent.com,,
801,Iberfier,el mercadal,elmercadal.cat,25600,
802,Iberfier,el montònec digital,montonec.cat,08736,
803,Iberfier,el nacional.cat,elnacional.cat,08029,
804,Iberfier,el nas de cardedeu,elnasdecardedeu.cat,08440,
805,Iberfier,el nostre digital,elnostreperiodic.com,03801,
806,Iberfier,el país,elpais.com,28037,
807,Iberfier,el periódico,elperiodico.com,08009,
808,Iberfier,el poll tv,elpolltv.cat,17240,
809,Iberfier,el prat tv,elprat.tv,08820,
810,Iberfier,el ripollès digital,ripollesdigital.cat,17800,
811,Iberfier,el salto,elsaltodiario.com,28045,
812,Iberfier,el setmanari de súria,elsetmanaridesuria.cat,08006,
813,Iberfier,el sot,elsot.cat,08192,
814,Iberfier,el tecnològic,eltecnologic.cat,,
815,Iberfier,el ter,elter.net,08560,
816,Iberfier,el tot granollers,eltotgranollers.cat,08401,
817,Iberfier,el tot mataró i maresme,totmataro.cat,08301,
818,Iberfier,el travesser,eltravesser.cat,43800,
819,Iberfier,el triangle,eltriangle.eu,08002,
820,Iberfier,el vallenc,elvallenc.cat,43800,
821,Iberfier,emporda digital,empordadigital.cat,,
822,Iberfier,e-notícies,e-noticies.cat,08025,
823,Iberfier,entorn revista digital,revistaentorn.com,,
824,Iberfier,entreacte,entreacte.cat,08030,
825,Iberfier,eroski consumer,consumer.es,48230,
826,Iberfier,es diari,esdiari.com,07702,
827,Iberfier,esguard,revistaesguard.cat,08003,
828,Iberfier,espluga fm ràdio,esplugafmradio.info,43440,
829,Iberfier,esquerra diari catalunya,esquerradiari.cat,,
830,Iberfier,ésteva,etv.cat,08950,
831,Iberfier,estris,estris.cat,08029,
832,Iberfier,ets el que menges,etselquemenges.cat,08006,
833,Iberfier,fem safareig,femsafareig.cat,43330,
834,Iberfier,fútbol base catalá,futbolbasecatala.cat,08019,
835,Iberfier,garrotxa digital,garrotxadigital.cat,17800,
836,Iberfier,gavà tv,gavatv.cat,08850,
837,Iberfier,gent gran,gentgran.org,08011,
838,Iberfier,gidona,gidona.cat,17455,
839,Iberfier,gironanotícies.com,gironanoticies.com,,
840,Iberfier,globalon,globalon.es,,
841,Iberfier,gool natura,goolnatura.cat,,
842,Iberfier,gràcia món,graciamon.cat,,
843,Iberfier,gràcia televisió,graciatelevisio.cat,,
844,Iberfier,gramenet 2.0,gramenet20.com,,
845,Iberfier,granollers informa!,granollersinforma.com,08222,
846,Iberfier,gran vía radio,granviaradio.wixsite.com,08020,
847,Iberfier,groc revista,revistagroc.com,25600,
848,Iberfier,grup4,grup4.com,07121,
849,Iberfier,guia nupcial,guianupcial.com,43713,
850,Iberfier,hiperbòlic,hiperbolic.es,07012,
851,Iberfier,hit 103,hit103.cat,43800,
852,Iberfier,hola lleida,holalleida.com,25001,
853,Iberfier,hora nova,horanova.cat,17600,
854,Iberfier,ib3 televisió y ràdio,ib3tv.com,07180,
855,Iberfier,icat radio,catradio.cat,08970,
856,Iberfier,imc barcelona,barcelona.indymedia.org,,
857,Iberfier,independent barbera,independentbarbera.cat,08210,
858,Iberfier,indumentat,indumentat.com,,
859,Iberfier,info jonquera,infojonquera.cat,17700,
860,Iberfier,jove espectacle,jovespectacle.cat,08391,
861,Iberfier,junior report,junior-report.media,08010,
862,Iberfier,kodro.cat,kodro.cat,08320,
863,Iberfier,la cala rtv,ametllamar.cat,43860,
864,Iberfier,l'accent,laccent.cat,,
865,Iberfier,la farga - revista de salt,revistalafarga.cat,17190,
866,Iberfier,l'actual,radiocastellar.cat,08211,
867,Iberfier,la fulla,lafulla.cat,25332,
868,Iberfier,la local ràdio tiana,lalocal.tianat.cat,08391,
869,Iberfier,la marina digital,lamarinadigital.cat,08038,
870,Iberfier,la nova ràdio,lanovaradio.cat,13201,
871,Iberfier,la ocho mediterráneo,laocho.tv,46023,
872,Iberfier,la palanca,lapalanca.cat,25730,
873,Iberfier,la plana al día,laplanaaldia.com,12530,
874,Iberfier,la revistona,larevistona.cat,,
875,Iberfier,l'artesenc,lartesenc.cat,08271,
876,Iberfier,la veu de benicarló,laveudebenicarlo.info,12580,
877,Iberfier,latinos fm,latinosfm.es,,
878,Iberfier,la vanguardia,lavanguardia.com,08036,
879,Iberfier,l'avenç,lavenc.cat,08010,
880,Iberfier,la vila,lavila.cat,43840,
881,Iberfier,lacolumna.cat,lacolumna.cat,08003,
882,Iberfier,la vila digital,laviladigital.com,08470,
883,Iberfier,la xarxa,laxarxa.com,08310,
884,Iberfier,l’eco de sitges,lecodesitges.cat,08870,
885,Iberfier,l'econòmic,leconomic.cat,08009,
886,Iberfier,l'esportiu de catalunya,lesportiudecatalunya.cat,17005,
887,Iberfier,levante ud radio,levanteud.com,46019,
888,Iberfier,lhdigital,lhdigital.cat,08902,
889,Iberfier,l'hora | el diari en línia de nou cicle,noucicle.org,,
890,Iberfier,lliure i millor,lliureimillor.cat,17820,
891,Iberfier,llobregós informatiu,llobregos.info,25750,
892,Iberfier,l’opció,lopcio.cat,43800,
893,Iberfier,lo pedris,lopedris.cat,43380,
894,Iberfier,l'unilateral,unilateral.cat,08302,
895,Iberfier,malgrat comunicació,malgratcomunicacio.cat,08380,
896,Iberfier,maresme 360,maresme360.cat,17410,
897,Iberfier,matadepera tv,matadepera.cat,08230,
898,Iberfier,mataró audiovisual,mataroaudiovisual.alacarta.cat,,
899,Iberfier,mètode,metode.cat,46008,
900,Iberfier,mislata news,mislatanews.com,46920,
901,Iberfier,mislata radio,mislataradio.com,46920,
902,Iberfier,molins tv,molinstvonline.cat,08750,
903,Iberfier,món empresarial,monempresarial.com,08006,
904,Iberfier,montcada ràdio,montcadaradio.com,08110,
905,Iberfier,nationalia,nationalia.cat,08029,
906,Iberfier,noticiari es saig,essaig.cat,07210,
907,Iberfier,nous catalans,nouscatalans.cat,,
908,Iberfier,nova badia,novabadia.com,,
909,Iberfier,nova conca,novaconca.cat,43800,
910,Iberfier,novelda radio,noveldaradio.es,03660,
911,Iberfier,núvol,nuvol.com,08001,
912,Iberfier,ona mar,onamar.net,08913,
913,Iberfier,ona mediterrània radio,onamediterrania.cat,07001,
914,Iberfier,ona sants-monjüic,onadesants.cat,08014,
915,Iberfier,onda cero castellón,ondacero.es,12002,
916,Iberfier,onda cero catalunya,ondacero.es,08002,
917,Iberfier,onda cero lleida,ondacero.es,28703,
918,Iberfier,onda cero marina-baixa,ondacero.es,03570,
919,Iberfier,onda cero tarragona,ondacero.es,43001,
920,Iberfier,onda cero vilanova,ondacero.es,08800,
921,Iberfier,on economía,oneconomia.com,08029,
922,Iberfier,opcions,opcions.org,08042,
923,Iberfier,orgull ràdio,orgull.cat,08041,
924,Iberfier,osona informa!,osonainforma.cat,08222,
925,Iberfier,palafrugell fm,radiopalafrugell.cat,17200,
926,Iberfier,palau informatiu,palauinformatiu.info,08014,
927,Iberfier,pantalla,pantalla.cat,,
928,Iberfier,papers de vi,papersdevi.cat,08328,
929,Iberfier,pares i nens,paresinens.cat,08172,
930,Iberfier,piera tv,viladepiera.cat,08784,
931,Iberfier,pilota veu,pilotaveu.com,46270,
932,Iberfier,portaveu,portaveu.cat,25740,
933,Iberfier,principal,principal.cat,08960,
934,Iberfier,público,publico.es,08018,
935,Iberfier,radar fm,radarfm.cat,,
936,Iberfier,ràdio 4,rtve.es,28223,
937,Iberfier,radio aktiva,radioaktivat.org,,
938,Iberfier,radio alcoy,radioalcoy.com,03803,
939,Iberfier,radio altea,radioaltea.com,03590,
940,Iberfier,ràdio artà,radioarta.cat,07570,
941,Iberfier,ràdio badalona,radiob.cat,08915,
942,Iberfier,radio bala,radiobalamanresa.wordpress.com,,
943,Iberfier,radio balaguer,radiobalaguer.cat,25600,
944,Iberfier,ràdio barcelona,cadenaser.com,28013,
945,Iberfier,ràdio begues,radiobegues.cat,08859,
946,Iberfier,ràdio bon matí,radiobonmati.net,17164,
947,Iberfier,radio calella televisió,radiocalella.cat,08370,
948,Iberfier,ràdio canovelles city,radiocanovelles.com,08420,
949,Iberfier,ràdio cardedeu,radiocardedeu.com,08440,
950,Iberfier,radio castellón,cadenaser.com,12003,
951,Iberfier,ràdio ciutat vella,radiociutatvella.es,08001,
952,Iberfier,ràdio cocentaina,radiococentaina.com,03820,
953,Iberfier,ràdio despí,radiodespi.net,08970,
954,Iberfier,radio elche,cadenaser.com,03201,
955,Iberfier,radio esparreguera,radioesparreguera.cat,08292,
956,Iberfier,ràdio èxit,radioexit.com,,
957,Iberfier,ràdio girona,cadenaser.com,17001,
958,Iberfier,ràdio gladys palmera,gladyspalmera.com,08009,
959,Iberfier,radio gracia,lameva.barcelona.cat,08012,
960,Iberfier,ràdio hospitalet,radiohospitalet.cat,43890,
961,Iberfier,ràdio illa formentera,radioilla.cat,07860,
962,Iberfier,radio klara,radioklara.org,46001,
963,Iberfier,ràdio l’arboç,radiobaixpenedes.com,43720,
964,Iberfier,radio la selva,radiolaselva.cat,,
965,Iberfier,ràdio litoral,radiolitoral.org,08395,
966,Iberfier,ràdio lleida,cadenaser.com,25007,
967,Iberfier,ràdio l'om,radiolom.es,46220,
968,Iberfier,radio manises,radiomanises.es,46940,
969,Iberfier,radio marca barcelona,radiomarcabarcelona.com,08006,
970,Iberfier,radio matarranya,radiomatarranya.com,44580,
971,Iberfier,radio milleniun de alicante,radiomilleniumdealicante.es,,
972,Iberfier,ràdio mistelera,radiomistelera.blogspot.com.es,03709,
973,Iberfier,ràdio mollet,radiomollet.com,08100,
974,Iberfier,ràdio mora de ebre,radiomoradebre.cat,43740,
975,Iberfier,radio nova,vilanovainformacio.cat,08800,
976,Iberfier,radio olot,radiolot.cat,17800,
977,Iberfier,radio ontinyent,radioontinyent.com,46870,
978,Iberfier,radio palau,radiopalau.cat,08184,
979,Iberfier,radio pego,radiopego.com,03780,
980,Iberfier,radio piera,radiopiera.cat,08784,
981,Iberfier,ràdio pinsania,radiopinsania.wordpress.com,,
982,Iberfier,ràdio platja d’aro,rpa.cat,17250,
983,Iberfier,radio pollença,radiopollença.net,07460,
984,Iberfier,ràdio reus,cadenaser.com,43204,
985,Iberfier,radio ripol ona 90,corisamediagrup.com,,
986,Iberfier,ràdio salut,radiosalut.com,08006,
987,Iberfier,radio san font,radiosantfost.cat,08105,
988,Iberfier,ràdio santa perpetua,staperpetua.org,08130,
989,Iberfier,ràdio sant pere i sant pau,radiospsp.com,43007,
990,Iberfier,ràdio sant vicenç,radiosvh.info,08620,
991,Iberfier,ràdio sentmenat,radiosentmenat.com,,
992,Iberfier,ràdioseu,radioseu.cat,25700,
993,Iberfier,ràdio sió agramunt,radiosio.cat,25310,
994,Iberfier,radio star terrassa,radiostarterrassa.com,08227,
995,Iberfier,radioteatre,radioteatre.com,,
996,Iberfier,radio uji,radio.uji.es,12701,
997,Iberfier,ràdio ulldecona i tvu,radioulldecona.net,43550,
998,Iberfier,radio umh,radio.umh.es,03202,
999,Iberfier,radio valencia,cadenaser.com,46002,
1000,Iberfier,radio vila-real,radiovila-real.es,12540,
1001,Iberfier,rap 107,rap107.fm,08150,
1002,Iberfier,remember ràdio joventut,radiojoventut.es,,
1003,Iberfier,report.cat,report.cat,08007,
1004,Iberfier,revista alella,revistaalella.cat,08328,
